,title,description,price,points,cluster_label,cosine_similarity
3,Sweet Cheeks 2012 Vintner's Reserve Wild Child Block Pinot Noir (Willamette Valley),"Much like the regular bottling from 2012, this comes across as rather rough and tannic, with rustic, earthy, herbal characteristics. Nonetheless, if you think of it as a pleasantly unfussy country wine, it's a good companion to a hearty winter stew.",65.0,87,1,0.9331578735408413
19,Acrobat 2013 Pinot Noir (Oregon),"A sleek mix of tart berry, stem and herb, along with a hint of oak and chocolate, this is a fair value in a widely available, drink-now Oregon Pinot. The wine oak-aged for six months, whether in neutral or re-staved is not indicated.",20.0,87,1,0.9331578735408413
23,Castello di Amorosa 2011 King Ridge Vineyard Pinot Noir (Sonoma Coast),"Oak and earth intermingle around robust aromas of wet forest floor in this vineyard-designated Pinot that hails from a high-elevation site. Small in production, it offers intense, full-bodied raspberry and blackberry steeped in smoky spice and smooth texture.",69.0,87,1,0.9331578735408413
30,Erath 2010 Hyland Pinot Noir (McMinnville),"As with many of the Erath 2010 vineyard designates, this is strongly herbal. The notes of leaf and herb create somewhat unripe flavor impressions, with a touch of bitterness on the finish. The fruit just passes the ripeness of sweet tomatoes.",50.0,86,1,0.9331578735408413
36,Hawkins Cellars 2009 Pinot Noir (Willamette Valley),"A stiff, tannic wine, this slowly opens and brings brambly berry flavors into play, along with notes of earthy herbs. There's a touch of bitterness to the tannins.",22.0,86,1,0.9331578735408413
69,Z'IVO 2015 Rosé of Pinot Noir (Eola-Amity Hills),"Some rosés are made simply by bleeding the juice from the fermenter, to concentrate the remaining wine. Whether or not that is the case here, the wine has the simple pleasant lightly candied strawberry flavors one might expect from such a technique. It's fruity and undemanding. Drink up.",25.0,86,1,0.9331578735408413
141,Albatross Ridge 2012 Estate Reserve Pinot Noir (Carmel Valley),"From a promising new project, the nose of this wine is linear and focused, with black raspberry, black licorice, cola, wet sagebrush and rain-on-slate scents. The tactile acidity once sipped creates a fascinating soft buzz on the tongue, with flavors of dried mint, brisk raspberry and cherry tomato. Camphor and eucalyptus add intrigue on the finish.",55.0,91,1,0.9331578735408413
156,Dutton-Goldfield 2014 Dutton Ranch Pinot Noir (Russian River Valley),"This wine is put together from multiple vineyard sources, including the well-known Morelli Lane and Widdoes, all farmed by the Duttons. Larger in production than many of the vineyard-designates, it offers baked bread and juicy overtones of cranberry-raspberry layered atop luxuriously toasted oak. It'll show well at the table.",44.0,91,1,0.9331578735408413
160,Le Cadeau 2014 Pinot Noir (Willamette Valley),"This wine is bursting with gorgeous cherry fruit, forward and luscious. The tannins are ripe and the acids in perfect proportion, keeping the fruit flavors buoyed upon a textural ride into a lingering finish.",38.0,91,1,0.9331578735408413
168,McIntyre Vineyards 2006 Mission Ranch Pinot Noir (Arroyo Seco),"Crisp, coastal acidity dominates this wine, making it mouth-wateringly tart. May be too much for some folks, but it's quite elegant, with good cherry, black raspberry and cola flavors enriched with a touch of smoky oak.",36.0,88,1,0.9331578735408413
172,Harrington 2006 Wiley Vineyard Pinot Noir (Anderson Valley),"This is a very rich Pinot whose primary virtue is fruit. It just explodes with delicious cherry jam, red currant, licorice and mocha flavors. Dry and crisply acidic, it's a beautiful wine for early drinking.",40.0,88,1,0.9331578735408413
208,Wagner 2006 Grace House Pinot Noir (Finger Lakes),"The deep ruby color belies this wines cool-climate origins. The nose shows more black fruit aromas than is typical for Pinot Noir. The palate is all Pinot, though, with cherry pie filling flavors made more complex by vanilla from toasty new oak. It finishes with some nice mineral and earth notes. Silky tannins allow for immediate consumption but the wine will gain in complexity after a year or two in the cellar.",15.0,85,1,0.9331578735408413
228,Amity 2006 Estate Single Vineyard Pinot Noir (Willamette Valley),"This seems as if it was assembled from lesser barrels. It's pleasant, very light, simple and tart; the dominant flavor is cranberry juice.",45.0,85,1,0.9331578735408413
231,Cherry Hill 2006 Papillon Estate Pinot Noir (Willamette Valley),"Spicy and tannic, this inexpensive Pinot from Cherry Hill opens with earthy fruit and leaf flavors—tomato and herb dominate, with just a suggestion of berry. There isn't much in the way of ripeness here, to either fruit or tannins.",22.0,85,1,0.9331578735408413
235,Esterlina 2009 Reserva Pinot Noir (Cole Ranch),"Esterlina's Pinot is very perfumey, light in body and soul at first, as it gathers steam with a tasty backbone of lush red fruit, spice and plenty of staying power over a meal.",55.0,89,1,0.9331578735408413
243,Byron 2009 Monument Pinot Noir (Santa Maria Valley),"A very good Pinot Noir, rich in cherry, licorice, cola and spice flavors that are wrapped into firm tannins. It's on the forward side, trading complexity and nuance in favor of immediate gratification. Drink now–2014.",60.0,89,1,0.9331578735408413
258,Erath 2009 Bishop Creek Pinot Noir,"Fruity, forward and quite refreshing, this has appealing black cherry fruit with a light candy flavor. The balancing tannins add sufficient depth and weight to allow this a few more years in the cellar.",50.0,89,1,0.9331578735408413
261,Cambria 2011 Bench Break Vineyard Pinot Noir (Santa Maria Valley),"This is another fine Pinot from Cambria, showing the winery's great price-quality ratio. Words like opulent and elegant come to mind to describe intense flavors of black cherries, licorice, cola, herb tea and Indian spices. It's bone dry, and also quite tannic, but you can enjoy it now with big, rich lamb and beef dishes, or a wild mushroom risotto. Otherwise, it will continue to improve for at least eight years.",34.0,92,1,0.9331578735408413
263,J. Christopher 2011 Bella Vida Vineyard Unfiltered Pinot Noir (Dundee Hills),"Bella Vida replaces the Abbey Ridge bottling and does so with pizzazz. The best of the 2011 releases, this is a beautiful expression of grapes grown on red clay soils, with refined, deeply penetrating flavors of ripe raspberries. Smooth, supple and long, with uncommon purity, it finishes with a kiss of chocolate from 18 months in one-quarter new oak barrels.",52.0,92,1,0.9331578735408413
265,Talley 2011 Rincon Vineyard Pinot Noir (Arroyo Grande Valley),"While delicious now with flavors of raspberries, cherries, cola and oak, all showered with tart, citrusy acidity, this wine also has a great future. Give it 6–8 years to evolve in the bottle for further complexity.",60.0,92,1,0.9331578735408413
324,Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills),"For 2014, the Weber is the star of a very fine Winderlea lineup. Dark and deeply concentrated, it's jammed with black cherry fruit, annotated with anise and showing a hint of gunmetal. The tannins are ripe and taste of clean earth. This is a fine candidate for aging. Drink now through 2030.",48.0,95,1,0.9331578735408413
347,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),"Delicate and complex, a cool climate wine with a mixture of ripe cherry flavors and leaner ones of tobacco, tomato skin, and cranberry. Bone dry with excellent acidity, this somewhat tart wine is well made, and may be an ager.",25.0,88,1,0.9331578735408413
402,Rusack 2011 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),"With a wine this finely constructed, the question is always ageability. There's no question about the immediate deliciousness. It's thrilling with raspberries, strawberries, orange rind and cola, and complex notes of minerals and earth. The mouthfeel is absolutely beautiful, comprised of silk and satin brightened with acidity. So should you drink it now? Yes. Will it age? For the next six years, yes.",45.0,92,1,0.9331578735408413
404,Chehalem 2011 Ridgecrest Vineyards Pinot Noir (Ribbon Ridge),"Proving that exceptional wines can be (and were) made in this cool, light vintage, this estate-grown selection is both elegant and complex. Flavors of mixed wild berries, a streak of tea, a whiff of peach and compelling balance carry it through an extended finish.",50.0,92,1,0.9331578735408413
410,Domaine Serene 2010 Evenstad Reserve Pinot Noir (Willamette Valley),"Dense, dark and spicy, this opens with a thicket of briar and bramble—one almost wants to say thistle—wrapped around taut, compact black fruits. There is a hint of gun metal running through the palate, and as the wine warms and slowly opens, it reveals a lingering finish with a little pat of butter left on the tongue. This should be in fine shape for at least another decade.",65.0,92,1,0.9331578735408413
423,Babcock 2010 Ocean's Ghost Pinot Noir (Sta. Rita Hills),"The alcohol is nice and low in this dry Pinot Noir. It has a silky texture and complex flavors of red cherries, persimmons, cola and spices. Acidity is great but there's something slightly off, suggesting a trace of unripeness. Drink now.",60.0,87,1,0.9331578735408413
438,Michael Pozzan 2010 Annabella Pinot Noir (Carneros),"There are lot's of cherry, cola, sandalwood and exotic spice flavors in this Pinot Noir. It's dry and silky, with a nice crispness from the acidity.",17.0,87,1,0.9331578735408413
453,D.R. Stephens 2014 Silver Eagle Vineyard Pinot Noir (Sonoma Coast),"Delicate in cranberry and strawberry, this wine is highlighted in uplifted acidity and plenty of length and breadth within its medium-bodied structure. A pleasing streak of cardamom is consistent throughout, as accents of forest floor and cola figure in.",75.0,91,1,0.9331578735408413
454,Davis Family 2014 Soul Patch Estate Grown Pinot Noir (Russian River Valley),"This is a relatively thick and dense wine, grippy in tannin and oak at first, youthful and desiring of time and air. Beyond its strength, its shows the beginnings of delicacy and grace, commingling raspberry with clove and tea.",55.0,91,1,0.9331578735408413
455,Davis Family 2014 Starr Ridge Vineyard Pinot Noir (Russian River Valley),"This is a soft, smooth and earthy wine, still unraveling from its youth, that's crisp and fresh in acidity. Chewy still in texture, it offers a glorious celebration of red cherry, rhubarb, tea and clove.",55.0,91,1,0.9331578735408413
460,Rex Hill 2014 Sims Vineyard Pinot Noir (Willamette Valley),"The Sims is amped up in 2014, dark and thick and showing a roasted character. Mocha, black tea and Kahlua flavors push the palate into a gritty charred mode. It's delicious, liquorous, and suitable for smoky ribs or a juicy burger. Drink now through 2020.",55.0,91,1,0.9331578735408413
461,Ruby 2015 Steve's Reserve Pinot Noir (Chehalem Mountains),"There's a whiff of volatility upon opening, then a rush of bright, tangy orange and cherry fruit. The 20% new oak aging does not really come through in scent or flavor. Though not in any way effervescent, this young release carries an impression of carbonation in the finish. Give it another year or two of bottle age and drink after 2019.",65.0,91,1,0.9331578735408413
464,Tumwater 2014 Prince Hill Vineyard Reserve Pinot Noir (Dundee Hills),"Just 8% of this reserve spent time in new oak, putting the emphasis on juicy jammy flavors of cranberry fruit. It rolls into sour cherry, some citrus and a most refreshing, clean and vivid mouthfeel. Drink now and into the mid-2020s.",55.0,91,1,0.9331578735408413
466,Joseph Jewell 2014 Bucher Vineyard Pinot Noir (Russian River Valley),"From the sought-after site on Westside Road, this wine delivers a nuanced, elegant expression of juicy red cherry, plum, pomegranate and light, compelling spice. With a depth of body and soft, integrated tannin, it's complex without being overpowering, finishing in a mix of sautéed mushroom and forest floor.",45.0,91,1,0.9331578735408413
469,Le Cadeau 2015 Diversité Pinot Noir (Willamette Valley),"Scott Shull (Raptor Ridge) consults here. This brings a blend of clones from the estate vineyard, with ample new wood still showing through. Black fruits and a vein of coffee are also in the mix, with a balanced, somewhat muscular mouthfeel. This has the strength to stand up to a lightly blackened grilled seafood filet.",50.0,91,1,0.9331578735408413
470,Le Cadeau 2015 Équinoxe Pinot Noir (Willamette Valley),"Slightly liquorous when first opened, this pushes the alcohol up towards a place where some of the nuances are lost. But it has plenty of flavor, power and punch. Black coffee, black cherry, black olive and black licorice are entwined here, with some heat in the follow-through. Give it a good decanting and it will start to smooth out.",50.0,91,1,0.9331578735408413
475,Paul O'Brien 2014 Bradley Vineyard Pinot Noir (Umpqua Valley),"This is sourced from 30-year-old Wädenswil vines from a vineyard in the Elkton AVA. It's complex and compelling, showing layers of stone, strawberry, citrus, chocolate and sassafras. It's an elegant wine, well proportioned and modest in scope, but delicious.",45.0,91,1,0.9331578735408413
476,Claiborne & Churchill 2014 Twin Creeks Estate Pinot Noir (Edna Valley),"Bright pomegranate and dried strawberry notes start the aromas on this bottling and then descend into more brooding cola, smoked herbs, cinnamon and spicy hibiscus. There is herbal and mineral depth to the palate, with raspberry, cranberry and pencil lead flavors that evolve toward fruit punch, thyme and earth. It's light in body but full of grippy texture.",42.0,93,1,0.9331578735408413
477,Flying Goat Cellars 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),"A touch of earthy funk shows at first on the nose of this bottling, laced throughout the dark cranberry, pomegranate, crushed grapeseeds and a lavish layer of violets. The palate is heavily spiced with clove, gingerbread, a touch of juniper, lots of earthy sagebrush and a strong cranberry fruit, all seasoned by an iron-powered minerality.",60.0,93,1,0.9331578735408413
478,Flying Goat Cellars 2012 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),"From one of the more exciting and westernmost vineyards in the region, this bottling shows earthy, gamey aromas alongside ripe red and purple fruits, pairing plum and black cherry with minty, musky herbs. The palate shows dried olive, tart orange peels, red plums, baked figs and pine needles, proving deliciously savory and intense.",42.0,93,1,0.9331578735408413
485,Iron Horse 2013 Thomas Road Pinot Noir (Green Valley),"This is the producer's highest and most westerly vineyard site. It holds back from the start, still tightly wound and somewhat reduced on the nose. As it opens, ethereal layers of wild strawberry, green tea and lacings of herb and white pepper unveil to tremendous effect.",85.0,93,1,0.9331578735408413
