,title,description,price,points,cluster_label,cosine_similarity
14990,Massolino 2011 Vigna Rionda Riserva  (Barolo),"From one of the most celebrated vineyards in the entire Barolo denomination, this gorgeous wine boasts captivating aromas of new leather, underbrush, ripe berry, tobacco, a whiff of tilled soil and a balsamic note. Seamlessly combining elegance and structure, the long, compelling palate delivers layers of juicy black cherry, ripe raspberry, licorice and clove alongside a backbone of noble tannins. It's already a fantastic showing and will age wonderfully for decades. Drink 2021–2046.",151.0,98,2,0.999721182935232
40883,Le Potazzine 2011  Brunello di Montalcino,"Perfumed and elegant, this opens with enticing scents of rose, violet, fragrant berry, baking spice, tilled earth and a hint of new leather. The delicious, silky palate is loaded with finesse, offering juicy wild cherry, cinnamon, chopped mint, black tea and a note of pipe tobacco. It's already drop-dead gorgeous but will develop more complexity over the next several years. Enjoy through 2026.",70.0,97,2,0.999721182935232
24635,Il Colle 2011  Brunello di Montalcino,"Red berry, wild mint, crushed rose, forest floor and new leather are just some of the aromas you'll find on this fragrant delicious red. Seamlessly boasting structure and finesse, the full-bodied palate displays layers of succulent morello cherry, raspberry compote, licorice and cinnamon while firm velvety tannins lend support and a polished texture. A savory saline note wraps up the lingering finish. Drink 2018–2026.",45.0,96,2,0.999721182935232
40161,Attilio Ghisolfi 2011 Bussia Bricco Visette  (Barolo),"Scorched earth, ripe berry, underbrush, ground pepper, leather and a balsamic note are just some of the aromas you'll find on this superb Barolo. The young, tight palate delivers rich black cherry, baking spice, licorice and tobacco while firm, velvety tannins provide the framework. A mineral vein energizes the finish. It already shows a great depth of flavors but it's still young and assertive. Hold to let this unwind and develop complexity. Drink 2021–2031.",79.0,96,2,0.999721182935232
40163,Sandrone 2011 Cannubi Boschis  (Barolo),"Initially shy and brooding, it eventually reveals a potpourri of aromas, including forest floor, graphite, wild berry, mint, rose and a balsamic note. The palate delivers layers of ripe red cherry, black raspberry, tobacco, ground pepper, menthol and cinnamon alongside youthfully assertive but ripe tannins. Drink 2019–2031.",165.0,96,2,0.999721182935232
41071,Paolo Scavino 2011 Rocche dell'Annunziata Riserva  (Barolo),"Aromas of mature iris, blackberry, tobacco, crushed mint and baking spice lift out of the glass on this gorgeous Barolo. Despite the scorching heat, the Scavino made a supremely elegant wine, boasting black cherry, crushed black raspberry, menthol, star anise and ground clove framed in fine-grained, velvety tannins and fresh acidity. A gorgeous wine. Drink 2020–2031.",190.0,96,2,0.999721182935232
4074,Giacomo Conterno 2011 Francia  (Barolo),"Roberto Conterno didn't make his flagship Monfortino in this vintage so he blended the juice destined for this iconic wine into Francia. It opens with enticing aromas of dark berry, underbrush, baking spice, mineral and a balsamic note that carry over to the powerful palate, along with juicy raspberry, licorice and tobacco. It's big and structured but also shows balance and complexity. Drink 2019–2029.",225.0,95,2,0.999721182935232
13588,Castello dei Rampolla 2011 D'Alceo Red (Toscana),"Smooth and structured, this blend of Cabernet Sauvignon and Petit Verdot opens with intense aromas of ripe blackberry, red currant, exotic spice, menthol, blue flower and a hint of grilled bell pepper. The dense, concentrated palate offers juicy black cherry, raspberry, vanilla, mocha, Asian spice and a hint of game alongside velvety tannins that give it a polished texture.",260.0,95,2,0.999721182935232
38989,Tenuta di Biserno 2011 Lodovico Red (Toscana),"Aromas of graphite, black currant, plum, cedar, blue flowers and tobacco emerge from this full-bodied red. Made with Cabernet Franc and a drop of Petit Verdot, the structured palate offers blackberries, licorice, clove and a toasted note alongside velvety tannins. It shows great finesse, especially for the torrid 2011 vintage. Drink 2016–2026.",419.0,95,2,0.999721182935232
39797,Conti Costanti 2011  Brunello di Montalcino,"Heady scents of forest floor, ripe berry, fragrant blue flower, grilled herb and a whiff of eucalyptus emerge on this superb wine. The elegantly structured palate offers juicy wild cherry, black raspberry, star anise, mint and baking spice while well-integrated tannins provide the framework. Balanced and already approachable, it also shows good mid-term aging potential. Drink through 2026.",74.0,95,2,0.999721182935232
