,title,description,price,points,cluster_label,cosine_similarity
1415,Château Margaux 2009  Margaux,"A massive wine for Margaux, packed with tannins and ripe fruit. It has more Cabernet Sauvignon than usual, giving intense black currant flavors with enticing acidity balanced by the sweetness of the fruit. Ripe swathes of this opulent fruit are also elegant and structured.",1900.0,98,3,0.9917289317502116
1416,Château Palmer 2009  Margaux,"A beautiful wine, with the firmest tannins surrounded by perfumed fruit. It is dense, of course, but this density is balanced with great elegance, blackberry fruits, sweetness and final juicy acidity. The wine is structured, a powerhouse of concentration while preserving this complete style.",380.0,98,3,0.9917289317502116
1419,Château Troplong Mondot 2009  Saint-Émilion,"A very concentrated wine with such a stylish feel. It balances ripe berry fruits with chocolate and wood flavors in the richest, ripest combination. The wine has power, without losing its poised character. It's ready for long aging.",170.0,97,3,0.9917289317502116
1423,Château La Mission Haut-Brion 2009  Pessac-Léognan,"Such a generous and ripe wine, with a dark core of tannins surrounded by opulent fruit. Black fruits, coffee, very concentrated flavors, a powerhouse of structure and richness. The warmth of the wine is palpable, as is the aging potential.",1100.0,97,3,0.9917289317502116
14186,Château La Mission Haut-Brion 2014  Pessac-Léognan,"With 83% Sémillon in the blend, this wine has weight as well as richness. At the same time, it has a crisp edge, a smoky character from wood aging and the fine balance between citrus and more exotic fruits. It is a wine to age for many years. Drink from 2022.",698.0,97,3,0.9917289317502116
14187,Château Lafite Rothschild 2014  Pauillac,"This is a major wine. It has enormous tension, structure and a core of dark tannins. Amid all this, the wine is also packed with fruit and concentrated blackberry and black-plum flavors. It will age slowly and steadily with its enormous structure and concentration. Drink this wine from 2027.",450.0,97,3,0.9917289317502116
14188,Château Angélus 2014  Saint-Émilion,"Effectively half-and-half Merlot and Cabernet Franc, this is a tremendous wine. With very fine tannins, spice from a touch of wood and swathes of ripe fruits give this wine its concentration and its huge potential. The wine has weight and a dark, dense structure that will allow it to age for many years. Drink from 2027.",285.0,97,3,0.9917289317502116
14189,Château Haut-Brion 2014  Pessac-Léognan,"With seriously dense tannins, this shows great structure. Rich and full of ripe fruit, it also has a fresh streak that gives it a lift. The structure will allow the wine to age over many years while the fruit and acidity will give it crispness. Drink this impressive wine from 2027.",330.0,97,3,0.9917289317502116
14190,Château Léoville Las Cases 2014  Saint-Julien,"This is a great wine. It has all the elements in place to produce a wine that will last for years: powerful fruit, rich tannins and a structure that is built to last. This is elegant, impressive and concentrated. Almost entirely Cabernet Sauvignon, the grape gives the wine its fruit and its tannins. Drink from 2028.",150.0,97,3,0.9917289317502116
1425,Château Figeac 2009  Saint-Émilion,"A ripe year like 2009 is kind to the Cabernet Sauvignon of Château Figeac. The wine is perfumed with new wood and sweet fruits, delicious black currant flavors giving both ripeness and freshness. The wine has weight and impressive density. A star of the vintage.",280.0,96,3,0.9917289317502116
1426,Château Léoville Poyferré 2009  Saint-Julien,"An immensely structured wine, packed with dark tannins promising aging potential. It is complex, powerful, layered with new wood and concentration, finishing with dark plum fruits and acidity.",200.0,96,3,0.9917289317502116
1428,Château Haut-Brion 2009  Pessac-Léognan,"Solid, very structured, packed with dense and dry tannins. There is a core of acidity and darkness that gives the wine a brooding, powerful character. At this stage, it seems austere although it does have the weight of fruit typical of the year.",1200.0,96,3,0.9917289317502116
1429,Château Lynch-Bages 2009  Pauillac,"A dense, immense, solidly powerful wine. The ripest fruit overflows, paralleling the dark, solid tannins. As so often, Lynch-Bages is a blockbuster, dark and concentrated, with immense aging potential.",195.0,96,3,0.9917289317502116
1431,Château Mouton Rothschild 2009  Pauillac,"The purest Cabernet Sauvignon fruit, with dark chocolate and intense dark berry flavors. The tannins are so enveloped by the fruit and yet they promise great aging. At this stage, wood shows through the fruit, but the texture is so rich and opulent that it should easily become integrated.",1300.0,96,3,0.9917289317502116
1432,Château Trotanoy 2009  Pomerol,"Beneath the surface tannins is great Merlot fruit, very ripe and full-bodied, a powerhouse of flavors. The depth and complexity of the wine is all there, along with a dark core of dryness. A wine for long-term aging.",400.0,96,3,0.9917289317502116
1434,Château Beau-Séjour Bécot 2009  Saint-Émilion,"Minty new wood aromas on a wine that shows both great tannins and sweet wood. The fruit is still to show, but promises fresh plum flavors that will be delicious and juicy. This is a ripe, concentrated wine.",75.0,96,3,0.9917289317502116
3289,Château Pape Clément 2011 Barrel Sample  (Pessac-Léognan),"95-97. Barrel sample. Showing new wood spice, this rich and full-bodied wine also has weighty fruit, with creamy and herbaceous qualities.",170.0,96,3,0.9917289317502116
5767,Château Trotanoy 2010  Pomerol,"A complex wine, exhibiting smoky tannins, rich fruit, a dark texture and concentration. Produced by the Moueix winemaking team, it feels complete with its sense of style and elegance as well as weight. Give this powerful wine many years in the cellar.",475.0,96,3,0.9917289317502116
5769,Bollinger 2004 La Grande Année Brut  (Champagne),"A blend of 66% Pinot Noir and 34% Chardonnay, this is opulent and full bodied, with toast and wood flavors. Rich and ripe, this beautiful wine is generous and still young, with just a touch of bitterness at the end.",155.0,96,3,0.9917289317502116
5770,Domaine de Chevalier 2010  Pessac-Léognan,"This is a great wine with its swathes of ripe fruit allied to a very structured character. It is concentrated with complex flavors that bring in wood, tropical fruits, apricots and a dense texture. Combined, these elements give the wine great style and aging potential.",132.0,96,3,0.9917289317502116
