,title,description,price,points,cluster_label,cosine_similarity
17,Quiévremont 2012 Meritage (Virginia),"Red fruit aromas pervade on the nose, with cigar box and menthol notes riding in the back. The palate is slightly restrained on entry, but opens up to riper notes of cherry and plum specked with crushed pepper. This blend of Merlot, Cabernet Sauvignon and Cabernet Franc is approachable now and ready to be enjoyed.",32.0,87,1,0.9650103428821103
18,Quiévremont 2012 Vin de Maison Red (Virginia),"Ripe aromas of dark berries mingle with ample notes of black pepper, toasted vanilla and dusty tobacco. The palate is oak-driven in nature, but notes of tart red currant shine through, offering a bit of levity.",23.0,87,1,0.9650103428821103
65,Hindsight 2012 Estate Grown Petite Sirah (Calistoga),This is the producer's first release of this wine. Fruity aromas of plum and tart cranberry add to its overall sense of lightness and understatement.,55.0,86,1,0.9650103428821103
104,Pull 2012 BDX Red (Paso Robles),"Tar, dried meat, olallieberry and sharp cedar aromas show on this blend of 51% Cabernet Sauvignon and 49% Merlot. Dried strawberries and plums mix with thyme and dried rose petals on the palate.",18.0,87,1,0.9650103428821103
142,Alta Colina 2012 Old 900 Syrah (Paso Robles),"Dark and thick in the glass, this wine shows strong but not bitter tar notes on the nose plus charred beef in a blueberry glaze, wet campfire, bourbon barrel and vanilla. The structure is massive now, gooey with thick tannins and flavors of espresso bean and condensed purple flowers. Judicious acidity ensures strong cellaring potential. Drink 2018–2027.",46.0,91,1,0.9650103428821103
155,Duckhorn 2012 Rector Creek Vineyard Merlot (Napa Valley),"A fairly elegant expression of the variety, this wine is bright in cherry kirsch and pretty aromas of rose petal and lavender, structured to age and enjoy with food. Rector Creek Vineyard is just north of Yountville and planted in rocky alluvial soils. Drink now through 2022.",95.0,91,1,0.9650103428821103
386,Trione 2012 Henry's Blend Red (Alexander Valley),"Blended from all five Bordeaux varieties, with Cabernet Sauvignon and Merlot almost equal in proportion, this is a lovely, well-crafted wine, softly concentrated with highlights of licorice, lavender, violets and black pepper. From three ranches farmed by the family, it's both seamless and structured.",54.0,89,1,0.9650103428821103
392,Dunbar 2012 Estate Grown Zinfandel (Sonoma Valley),"Berry crumble and licorice star in this full-bodied, hearty and smooth wine, blended with 4% Petite Sirah. Spicy oak and milk chocolate unleash further flavor and spice on the finish.",32.0,88,1,0.9650103428821103
405,Chehalem 2012 Stoller Vineyards Pinot Blanc (Dundee Hills),"A marvelous Pinot Blanc, this combines aromatic hints of almond with mixed citrus fruit and rind, zippy acidity and a great wash of minerality. It cleanses and tickles the palate, lingering sensuously through a finish of surprising depth.",29.0,92,1,0.9650103428821103
545,Rodney Strong 2012 Charlotte's Home Estate Sauvignon Blanc (Northern Sonoma),"A touch of oak adds a sweet, smoky creaminess to this wine, but it's really dominated by Sauvignon Blanc's acidity and racy spearmint and tropical fruit. The alcohol is moderate, making it easy to drink.",17.0,87,1,0.9650103428821103
604,Stags' Leap Winery 2012 Petite Sirah (Napa Valley),"The winery's larger bottling of the variety, one it has mastered for decades, this wine is a mix of baked plum and rustic leather notes. It's softly tannic, with pronounced jolts of tobacco and black pepper. With small amounts of other Rhône varieties, from Syrah to Viognier, it meanders to the finish, with a distinct trace of minerality.",45.0,90,1,0.9650103428821103
622,Nadia 2012 Quattro Santa Barbara Highlands Vineyard Red (Santa Barbara County),"From vineyards in the high-desert Cuyama Valley comes this blend of 40% Cabernet Sauvignon, 25% Tempranillo, 20% Grenache and 15% Petite Sirah. On the nose, it shows chopped fresh mint, rose blossoms, fennel, black cherries and teriyaki beef jerky. Black pepper and soy mark the palate, along with blackberry juice and a slate-driven minerality.",35.0,91,1,0.9650103428821103
