,title,description,price,points,cluster_label,cosine_similarity
6432,Gloria Ferrer 2003 Carneros Cuvée Sparkling (Carneros),"The blend is Pinot Noir and Chardonnay. The wine remains tough, dry and scoury at the age of 11 years, showing its yeastiness and subtle flavors of Meyer lemons and limes. It's elegant, but probably not going anywhere, so drink up. Sushi will be an ideal companion.",70.0,90,3,0.9738642274378875
10021,Koenig Vineyards 2003 Cuvée Alden Private Reserve Cabernet Sauvignon-Merlot (Idaho),"Cabernet Sauvignon (55%) Merlot (40%) and Cabernet Franc (5%) comprise this red blend from Idaho, named after the winemaker's son. Soft spice and berry on the nose and toast, tobacco and berry on the palate are approachable and pretty.",50.0,84,3,0.9738642274378875
11179,Swedish Hill 2003 Brut Sparkling (Finger Lakes),"Enticingly nutty on the nose, with hints of smoke, yeast and apricot kernel, this 2003 vintage bottling from Swedish Hill shows promising signs of development. While fairly aggressive on the attack, it's clean and lemony on the palate, with a softly saline, sea breeze note on the finish.",25.0,86,3,0.9738642274378875
11618,Paradise Ridge 2003 Rockpile Vineyard Merlot (Sonoma County),Smells and tastes vegetal; this is not a successful wine.,32.0,82,3,0.9738642274378875
11627,Yellow Hawk Cellar 2003 Mescolanza di Rosso Riserva Red (Columbia Valley (WA)),"This wine doesn't have much going on. It's dried out, chalky in the mouth, stemmy and bitter with green tannins. The fruit is dried out and there is a scent of brett as well.",28.0,82,3,0.9738642274378875
13047,Roederer Estate 2003 L'Ermitage Brut Rosé Sparkling (Anderson Valley),"This is as fine a rosé sparkling wine as has ever been produced in California. Almost 50-50 Chardonnay and Pinot Noir, it has rich flavors of cherries, raspberries, vanilla, toast and creamy lees, in the style of Champagne, and is completely dry and very crisp in acidity. Fabulously drinkable now, it should develop well over the next 6–8 years.",70.0,94,3,0.9738642274378875
15585,Ray's Station Vineyards 2003 Merlot (Sonoma County),"Try sneaking this into your next wine group blind tasting. It might turn some heads. It shows the ripe, polished cherry, plum, sage, carob and licorice flavors of the finest Merlots, with rich, finely ground tannins, and finishes dry. With a drop of Cabs Sauvignon and Franc, it has true complexity.",15.0,87,3,0.9738642274378875
15929,Clos du Lac 2003 Cabernet Franc (Amador County),"At five years of age, this Cab Franc still retains a solid core of sweet, jammy cherry fruit, accented with a sprinkling of black pepper, ground cloves, cinnamon, cocoa and vanilla. It also has a dusty coating of tannins that will fare well with a grilled steak.",16.0,86,3,0.9738642274378875
17529,Duckhorn 2003 Merlot (Howell Mountain),"Those notorious mountain tannins have largely melted, making the wine drinkable now, although it will hold for a decade with proper cellaring. Lush and velvety, with a drop of Cabernet Franc, this is voluptuous in cherries, black currants and fine, toasty oak.",70.0,94,3,0.9738642274378875
17636,Juslyn Vineyards 2003 Perry's Blend Red (Napa Valley),"A very good wine, rich and packed with flavor. A dry and softly tannic, it floods the mouth with cassis, red currant, blueberry, plum, cocoa and smoky oak flavors.",65.0,88,3,0.9738642274378875
17819,Pessagno 2003 Perelli-Minetti Vineyard Port (San Luis Obispo),"Shows real ruby Port-like character in the sweet, berry-cherry and chocolate flavors and vibrant acidity. The midpalate and finish are a little thin, though, so drink up.",32.0,85,3,0.9738642274378875
