,title,description,price,points,cluster_label,cosine_similarity
9380,Espuela del Gaucho 2010 Limited Edition Reserve Malbec (Mendoza),"Slightly herbal plum and berry aromas come with a pinch of spice and meatiness. Feels medium-bodied and crisp, with juicy red-fruit flavors of plum, tomato and raspberry. Dries out on the finish, where it becomes more herbal and roasted.",10.0,85,4,0.5671718978314917
63230,Monterebro 2012 Barrica Monastrell-Syrah (Jumilla),"Berry and plum aromas are lightly earthy, oaky and fiery. A tannic, hard-grabbing palate piles on the astringent tannins, while flavors of herbal berry and minty plum show blatant oak and mint-chocolate on the finish.",12.0,86,4,0.5561901232898633
21530,Agustinos 2016 Reserva Malbec (Bío Bío Valley),"Berry and black-plum aromas come with a hint of green. This feels full, solid and grabby, while herbal plum and berry flavors more or less follow the nose. On the finish, this southerly Malbec tastes of carob, mint and berry fruits.",16.0,87,4,0.5479911864538031
59160,Veranda 2015 Cabernet Sauvignon-Carmenère (Maipo Valley),"Berry and plum aromas are good but common. This Cabernet Sauvignon-Carmenère blend feels jacked up and tartaric. Flavors of plum and berry fruits are a bit raw, herbal and spicy, while this feels scrubbing and scratchy on a lively finish.",18.0,88,4,0.5448365410083833
47029,Tinedo 2014 Cala N.1 Red (Vino de la Tierra de Castilla),"Spunky aromas of red plum and red-berry fruits are fresh. This wine feels dry, chalky and tannic. Berry and plum flavors come with a hint of chocolate and spice on a choppy finish.",15.0,87,4,0.5432719293647305
14331,Concha y Toro 2015 Serie Riberas Gran Reserva Malbec (Marchigue),"Foxy, lightly green aromas of cherry and tomato are racy and raw. This Malbec has a grating feel, while herbal, oaky red-berry and plum flavors are foxy. A choppy, aggressive finish is led by herbal berry flavors.",17.0,86,4,0.540281139059819
36505,Casarena 2014 Estate Malbec (Luján de Cuyo),"Minty oak aromas are the greeting on this herbal and foxy Malbec that feels crisp and chippy due to high acidity and grating tannins. Flavors of herbal berry and plum are oaky and a touch hot, while rubbery tannins and herbal berry leftovers drive the finish.",17.0,87,4,0.5386625434227166
66794,Figaro 2015 Tinto Niño Jesús Garnacha (Calatayud),"Wiry berry aromas come with a touch of sweet plastic. This feels hard and tannic as well as fleshy. Herbal, lightly weedy and salty plum and berry flavors finish with lively acidity and foxy, jammy berry notes.",10.0,84,4,0.5384374655505954
47926,Bodega Classica 2008 Hacienda Lopez de Haro Gran Reserva  (Rioja),"Baked, spicy aromas of berry fruits are a bit damp and herbal. This feels chunky, with mouthfilling, rough tannins. Earthy, baked plum and berry flavors are herbal and a touch salty, while this ends with mature berry flavors and hard tannins.",26.0,89,4,0.535256491946776
14511,Bodegas Valdemar 2010 Inspiración Valdemar Selección  (Rioja),"Plum and berry aromas are leathery but honest and not overreaching. The wine feels tight and pinched, while savory flavors of saucy plum and red-berry fruits finish lightly herbal, with a kick of tomato and spice along with leather.",20.0,87,4,0.5348067033637318
58243,Nieto Senetiner 2014 Bonarda (Luján de Cuyo),"Earthy aromas of plum, leather and corn tortilla are sketchy. This feels full but sort of flat, with soupy, herbal berry flavors. Olive, weedy notes and saucy berry flavors control the finish.",13.0,85,4,0.5276155394101768
86098,Santa Julia 2016 Reserva Malbec (Uco Valley),Lightly herbal berry and plum aromas are uncomplicated. A medium-full palate tastes of generic berry fruits and plum. Rubbery tannins make for a tight drawing finish.,13.0,87,4,0.5181324304452498
95808,Viña Tabalí 2013 Reserva Especial Cabernet Franc (Limarí Valley),"Reduced gritty foresty aromas revolve around herbal berry and plum fruit. This feels heavy, concentrated, tannic and slightly collapsed. Dark blackened herbal berry and chocolate flavors finish hard due to abrasive tannins and enamel-peeling acidity.",19.0,87,4,0.5172006198930457
10466,Santa Alba 2013 Reserve Merlot (Curicó Valley),"Scratchy berry and cassis aromas are earthy but perfectly presentable. This feels full and chewy on the palate, with firm tannins. Flavors of plum and berry come with dried spice notes and raw oak, while the finish is spicy, dry and mildly herbal.",10.0,86,4,0.5154492485471995
1221,Tilia 2011 Bonarda (Mendoza),"This is herbal and clipped smelling, with a scattering of berry and plum notes. It feels saturated and chewy, with roasted berry, pepper and spice flavors that lead to a lightly herbal finish, with a rubbery accent and a baked fruit note.",11.0,86,4,0.5135900360738416
108895,Concha y Toro 2014 Reserva Casillero del Diablo Merlot (Central Valley),"Spunky, piquant red-berry aromas contain elements of horsehide and grass. This feels mostly full and juicy, with good structure. Herbal, oaky plum and berry flavors end with a touch of oak spice and a lingering herbal, green component.",11.0,85,4,0.5105415349876086
3259,Viu Manent 2010 Secreto Carmenère (Colchagua Valley),"Crusty and dusty smelling, with dark berry, plum and herbal aromas. Feels edgy and rubbery, then tastes like a mix of herbal black plum, dark cherry and oak dust. Finishes fiery, with peppery flavors and leftover oak.",14.0,86,4,0.5099767633920883
97040,Ventisquero 2013 Reserva Cabernet Sauvignon (Maipo Valley),"Chunky, herbal berry and plum aromas are the introduction. A tight, grabby, tannic palate delivers herbal plum and berry flavors backed by scratchy tannins. Overall, this is a good and fair rendition of Chilean Cabernet.",13.0,87,4,0.5098347133283512
1498,Trapiche 2014 Oak Cask Malbec (Mendoza),"Reedy green-leaning aromas of plum and raspberry feed into a creamy palate. This tastes primarily of herbal red-berry fruits that finish oaky, dry and spicy.",10.0,85,4,0.5096992361625875
37121,Casa Silva 2015 Los Lingues Vineyard Carmenère (Colchagua Valley),"Minty, leathery berry fruit aromas are herbal and foresty. This is flush and solid in feel, with controlled tannins. Roasted, herbal black plum and berry flavors are what you'd expect from Colchagua Valley Carmenère, while this feels meaty and tastes blackened on the finish.",20.0,88,4,0.5089270495319639
63615,Casa Silva 2015 Los Lingues Vineyard Carmenère (Colchagua Valley),"Minty, leathery berry fruit aromas are herbal and foresty. This is flush and solid in feel, with controlled tannins. Roasted, herbal black plum and berry flavors are what you'd expect from Colchagua Valley Carmenère, while this feels meaty and tastes blackened on the finish.",20.0,88,4,0.5089270495319639
87699,Toneles del Sur 2008 Malbec (Mendoza),"Jammy and reduced on the nose, with medicinal red berry and plum aromas. The palate is high in acidity, with a mix of herbal berry, roasted plum and leathery, earthy flavors. Sheer on the finish, where the acidity and tannic bite are forceful.",16.0,85,4,0.5082214075613785
31451,Odfjell 2011 Aliara Red (Central Valley),"Ripe plum and red-berry aromas are complete, spicy and a touch furry, like wool. This blend of Malbec, Cabernet Sauvignon, Syrah and Carignan feels full and pure, with comfortable tannins. Chunky berry, plum and herbal flavors turn savory on a chewy finish. Drink through 2020.",40.0,91,4,0.5079080658933895
94223,Bouza 2014 Reserva Tannat (Uruguay),"Grapy berry and plum aromas set up a fresh tannic wiry palate. Popping plum and berry flavors are lively and toasty, while this Tannat, with its black pepper notes, tastes good and spicy on the finish. Drink through 2020.",20.0,89,4,0.5053438782888007
104528,Bouza 2014 Reserva Tannat (Uruguay),"Grapy berry and plum aromas set up a fresh tannic wiry palate. Popping plum and berry flavors are lively and toasty, while this Tannat, with its black pepper notes, tastes good and spicy on the finish. Drink through 2020.",20.0,89,4,0.5053438782888007
25576,Finca Patagonia 2015 Expedicion Cabernet Sauvignon (Maule Valley),"Generic berry, cherry and plum aromas are saucy and earthy. This everyday Cabernet feels rubbery and grabby. Slightly stewed berry, spice and herbal flavors finish bumpy, with hard tannins.",12.0,85,4,0.5039888600437259
115315,Finca Patagonia 2015 Expedicion Cabernet Sauvignon (Maule Valley),"Generic berry, cherry and plum aromas are saucy and earthy. This everyday Cabernet feels rubbery and grabby. Slightly stewed berry, spice and herbal flavors finish bumpy, with hard tannins.",12.0,85,4,0.5039888600437259
751,Terrapura 2012 Merlot (Curicó Valley),"Leathery, briny plum aromas are full and herbal. This feels solid and medium in size and body. Flavors of earthy, roasted berry and plum finish lightly green and herbal, with a touch of sweetness.",11.0,86,4,0.5038503623834201
105977,Caligiore 2014 Single Organic Vineyard Bonarda (Mendoza),"Aromas of berry fruits, barrel spice and desert herbs lead to a solid palate that's tight as a fist. This tastes dry, spicy and oaky, with peppery berry and plum notes. An oaky spicy finish offers just enough bold plum and berry fruit.",15.0,89,4,0.5017630200457092
39692,Domaines Barons de Rothschild (Lafite) 2013 Los Vascos Grande Reserve Cabernet Sauvignon (Colchagua Valley),"Earthy aromas of spent coffee grounds and herbal plum and berry fruits lead to a palate that's edgy and a bit rough. Herbal plum, berry and cassis flavors come with tobacco and olive accents, while this is dry, pulling and scratchy on the finish.",20.0,89,4,0.5015073019767935
2317,Terrazas de Los Andes 2013 Reserva Malbec (Mendoza),"Strapping currant and berry aromas come with a full dosage of toasty oak. This Malbec feels sinewy, with good depth. Oaky notes of toast and blackened spice lend a chocolaty essence to berry and plum flavors, while this finishes with an herbal, spicy aftertaste.",20.0,89,4,0.501373687826574
48119,Concha y Toro 2015 Marques de Casa Concha Pinot Noir (Limarí Valley),"Plum, berry and raspberry aromas are light and elegant. This feels medium to full in body, with tannins that grab a little but don't clamp down. Ripe black-fruit flavors of plum and currant finish with an herbal note of basil along with flavors of oak and tomato sauce.",25.0,90,4,0.5012868213003154
42789,Rafael Cambra 2009 Soplo Garnacha (Valencia),"Red berry and plum aromas form the base of this wine's fresh, uncomplicated bouquet. It feels juicy and bright, with good layering and aggressive flavors of berry and plum. The finish is dry and snappy, with mild oak and spice flavors.",18.0,88,4,0.4991943582940307
95067,Celler Cooperatiu de Gandesa 2012 Somdinou Samsó Vinyes Velles Carignan (Terra Alta),"Plum, berry and compost aromas are earthy and a bit herbal. Tight, drawing acidity drives the palate, while minerally plum and berry flavors are sinewy and tough, with raw tannins steering a rugged, staunch finish. Drink this gritty Carignan now through 2018.",20.0,87,4,0.4950487118178918
74296,Apaltagua 2010 Envero Gran Reserva Carmenère (Colchagua Valley),"Traditional Carmenère aromas of olive, greenish plum and berry are on full display here. It feels a bit acidic, with scratchy and herbal flavors of spiced plum and red berry. The finish is persistent but also abrasive and aggressive.",16.0,86,4,0.4950216066579417
50130,Proelio 2012 Cepa a Cepa  (Rioja),"Smoky, charred aromas of leathery berry fruits and coffee are staunch and potent. Matching the nose, this feels plump and full in body and soul. Earthy cherry and berry flavors come with a hint of herbal plum. On the finish, this rises up, beats its chest, and shows gravitas and fine oak. Drink through 2024.",40.0,92,4,0.49442481903154234
76140,Santa Carolina 2012 Reserva Carmenère (Cachapoal Valley),"Herbal, spicy berry aromas are varietally correct. This has a chunky mouthfeel and also some flatness to the palate. Flavors of herbal berry, spice and lactic oak finish a bit green, with herbal, olive notes.",12.0,86,4,0.4937915833216749
1844,Mancura 2010 Gran Reserva Petit Verdot-Carmère-Cabernet Sauvignon Red (Maipo Valley),"A familiar Chilean mix of berry, plum, spice and herbal aromas feed into a lifted but prickly palate that supports roasted, earthy flavors of berry, cassis and olive. A racy, slightly rough finish is home to spicy, chocolaty flavors on top of residual herbal berry.",15.0,87,4,0.49341507172170224
54166,Montecillo 2011 Reserva  (Rioja),"Classic Rioja aromas of berry fruits, spice, tobacco and vanilla lead to a grabby palate that's slightly bumpy in feel. Dry spicy plum and berry flavors are lightly herbal, while the finish tastes the same.",19.0,89,4,0.4918283749787421
26354,Montes 2011 Alpha Syrah (Colchagua Valley),"Meaty, dry, lightly herbal berry aromas are reserved and not too pushy. This is choppy feeling on the palate, with pointed acids. Flavors of herbal berry, dark plum, coconut, chocolate and oak finish fresh, long, juicy and oaky.",25.0,89,4,0.490938039820394
38857,Remírez de Ganuza 2010 Fincas de Ganuza Reserva Old Vines Unfilitered  (Rioja),"This wine's rubbery latex, briary plum and berry aromas are potent. Its plum, berry and vanilla flavors finish with shrill acidity, hard, choppy tannins and long-lasting dark berry notes. Drink through 2028.",50.0,90,4,0.49079175763008664
90386,HQSA 2009 Xikbal Baja Red (Valle de Guadalupe),"This is spicy and dusty on the nose, with a hint of agave and roasted berry aromas. Feels full, good and zesty, with driving black-cherry, plum and raspberry flavors. It shows herbal shadings and fresh tomato on the finish. This is a blend of Cabernet Sauvignon with Syrah and Carignan.",20.0,87,4,0.4904246420144594
44192,Don Tony Perez 2014 Gran Reserva Cabernet Sauvignon (Curicó Valley),"Pastry notes blend with ripe berry aromas and hints of vanilla and raisin. This is rubbery and tannic in feel, with flavors of cherry, plum, cassis and herbal spice. On the finish, an herbal flavor note is typical of Chilean Cabernet.",19.0,88,4,0.4853153532829856
37114,Agustinos 2015 Gran Terroir Estate Grown La Huella Vineyard Malbec (Bío Bío Valley),"Strong but pleasant oak-based aromas of sandalwood complement lightly herbal plum and berry notes. This feels wiry and intense, with rugged tannins. Herbal, oaky berry flavors finish with scratchy tannins and a distant note of green.",18.0,88,4,0.484950228306737
63608,Agustinos 2015 Gran Terroir Estate Grown La Huella Vineyard Malbec (Bío Bío Valley),"Strong but pleasant oak-based aromas of sandalwood complement lightly herbal plum and berry notes. This feels wiry and intense, with rugged tannins. Herbal, oaky berry flavors finish with scratchy tannins and a distant note of green.",18.0,88,4,0.484950228306737
54591,Chilensis 2010 Reserva Carmenère (Maule Valley),"Hard, flat and slightly chemical smelling, with capped, herbal plum and berry aromas. Feels short and tangy, with mossy flavors running alongside green-inflected berry notes. Herbal and choppy on the finish.",12.0,84,4,0.4838224398568296
