,title,description,price,points,lda_label,4
51663,Montenidoli 2014 Fiore  (Vernaccia di San Gimignano),"Enticing scents of Spanish broom, citrus blossom, aromatic herb, baked bread and mature orchard fruit emerge on this elegantly structured white. The rounded savory palate shows a nice depth of flavors, including ripe yellow apple, peach, toasted almond and lemon drop. A flinty mineral vein wraps around the lingering finish while bright acidity provides balance.",26.0,91,4,0.9773960650237206
8910,Jean Biecher & Fils 2016 Altenberg de Bergheim Grand Cru White (Alsace),"The nose opens with a concentrated hit of ripe clementine peel, underneath this notions of mirabelle and pear shimmer. The palate is concentrated and full but appears much lighter—a combination of fresh acidity and an alluring touch of residual sweetness do their best to add a spring to the step of this unusual but captivating wine. Scintillating hints of mandarin peel, honeysuckle and kumquat make this incredibly moreish. The finish is off dry to medium sweet. Lovely now, but it's sure to last. Try with cheeses or spicy Asian dishes. Drink 2017–2027.",45.0,95,4,0.9766601539779991
108638,Tenuta Roveglia 2013 Vigne di Catullo Riserva  (Lugana),"Delicately scented, this radiant wine opens with ultrarefined scents of white field flower, citrus blossom, aromatic herb and a whiff of orchard fruit. The creamy, elegantly structured palate boasts layers of juicy white peach, crisp green apple, tangerine and a hint of white almond. Fresh acidity brightens the creamy flavors while an energizing mineral note closes the lingering finish.",24.0,94,4,0.9761153295662612
6495,Gérard Bertrand 2014 L'Hospitalet Grand Vin White (La Clape),"A blend of 40% Bourboulenc, 30% Roussanne, 20% Vermentino and 10% Viognier, this boasts a highly aromatic bouquet, with forward aromas of fresh rosemary, thyme, lemon verbena, pressed yellow flowers, pear and white melon that continue through to the lush, round palate. Hints of toasted oak and sweet spice add depth, lingering on the finish alongside touches of straw and orange peel. Complex and layered, it's approachable now but should evolve well through 2018.",45.0,89,4,0.9760820931454026
99957,A.A. Badenhorst Family Wines 2009 White (Coastal Region),"A complex, kitchen-sink blend of 29% Chenin Blanc, 23% Roussanne, 11% Viognier, 11% Chardonnay, 10% Grenache Blanc, 5% Colombar, 5% Grenache Gris, 2% Sémillon, 2% Clairette and 1% Verdelho, there's a lot to be discovered in this wine. Melon, pear and sweet citrus lead the bouquet, with nuances of orange blossom and honeysuckle, while spicy flavors of baked apple, glazed canteloupe and lightly-mulled pear flood the palate. Round and forward, with a silky texture; give it time to open up now or hold another couple of years.",42.0,90,4,0.9758578496143104
109,Dopff & Irion 2004 Schoenenbourg Grand Cru Vendanges Tardives Riesling (Alsace),"Medium-gold in color. Complex and inviting nose layered with a strong earthy minerality, vibrant bright fruit and intriguing notes of petrol and honey. On the palate it is racy, taut and focused full of well defined ripe succulent citrus and stone fruit. Rich, viscous texture perfectly balanced by the wine's crispness and almost steely minerality. Very long, juicy, lingering finish.",80.0,92,4,0.9758130228579255
107308,Linden 2013 Hardscrabble Chardonnay (Virginia),"A consistent bottling from an iconic Virginia producer, this vintage is refined in fruit character yet powerful in its focus. Aromas of citrus, sea spray and white button mushroom seem to have been shot through a diffuser—penetrating, broad and refreshing. The medium weight of the palate carries from start to finish along a river of driving acidity, with Meyer lemon, tangy almond cream and lightly toasted praline filling in the midpalate. A resounding note of sea salt lingers on the finish.",40.0,90,4,0.975785712968977
75431,Maso Martis 2012 Dosaggio Zero Riserva Sparkling (Trento),"Here's a stunning sparkler that opens with delicately enticing scents of white spring blossom, ripe orchard fruit and a hint of Alpine herb. A blend of 70% Pinot Nero and 30% Chardonnay, the crisp bone-dry palate delivers mature apple, tart citrus, bread crust and mineral. Bright acidity lends freshness while a creamy perlage gives it tons of finesse.",67.0,94,4,0.9752939807186339
9509,Cà dei Frati 2014 I Frati  (Lugana),"Intriguing scents of pressed flower, dried orchard fruit and aromatic herb unfold in the glass. The savory, medium-bodied palate shows nice depth, offering candied citrus, dill, apple, kiwi and toasted almond. Zesty acidity provides balance and freshness. This is an impressive effort, especially for the 2014 vintage.",20.0,91,4,0.9752322714199982
98706,Cent'Anni 2014 Buoni Anni Bianco White (Santa Ynez Valley),"Doug Margerum takes his mastery of making clean and distinctive Burgundian and Rhône wines into Italian whites with this blend of 35% Pinot Bianco, 34% Pinot Grigio and 31% Tocai Friulano from three different vineyards. Lemon peel, lime zest and crisp nectarine show on the nose while the palate's sparkling acidity reveals flavors of white flowers, lemon cream and pear, all wrapped around a steely core.",32.0,91,4,0.9751629873196042
101400,Massimo Daldin 2015 Vigna in Fiore  (Vernaccia di San Gimignano),"Delicate aromas suggesting citrus blossom, white stone fruit and a whiff of chopped herb slowly emerge on this medium-bodied white. The fresh rounded palate offers yellow apple, juicy tangerine, lemon drop and a hint of almond alongside bright acidity a salty hint of mineral. A bitter-almond note graces the lingering finish.",18.0,89,4,0.9746387129071077
28989,Cantina Produttori San Michele Appiano 2015 Anger Pinot Grigio (Alto Adige),"Enticing scents of chamomile, white spring flower and white stone fruit mingle together in the glass. The creamy full-bodied palate doles out ripe honeydew melon, juicy yellow pear and nectarine zest while a ginger note adds depth. A far cry from the many bland Pinot Grigios that flood the market, this one is loaded with personality.",24.0,91,4,0.9746204213890695
43561,Tenuta di Fiorano 2012 Fiorano Bianco White (Vino da Tavola),"This unusual blend of 50% Viognier and 50% Grechetto opens with aromas of white spring flower, ripe stone fruit, flint and a whiff of pine sap. The linear palate delivers layers of white peach, juicy pear, green apple, spice and minerality brightened by fresh acidity. It finishes on a note of white almond. Hold a few years for complexity. Drink through 2020.",45.0,91,4,0.9746074514627152
50126,Selva Capuzza 2015 Selva  (Lugana),"This single-vineyard bottling opens with aromas of fragrant white flower, yellow stone fruit, dried herb and a whiff of tropical fruit. The concentrated, elegantly structured palate delivers creamy white peach, mature apple, crystallized ginger and mineral. Fresh acidity lifts the rich flavors while an almond note closes the lingering finish.",35.0,92,4,0.974549582947957
83982,Castello della Sala 2014 Bramito Chardonnay (Umbria),"Made entirely with Chardonnay, this opens with enticing scents of ripe orchard fruit, yellow flower and a whiff of dried herb. The elegantly structured palate delivers Golden Delicious apple, tropical fruit and citrus zest while a hint of ginger adds depth. Fresh acidity gives it balance and lifts the lingering finish.",23.0,91,4,0.9745269762063126
45064,DeMorgenzon 2014 Maestro White (Stellenbosch),"A blend of 26% Roussanne, 25% Chardonnay, 19% Grenache Blanc, 17% Chenin Blanc and 13% Viognier, this is a complex and layered wine. A soft flinty character lies atop a rich bouquet of yellow apple, ripe green melon, tangerine and honeycomb. The medium-weight palate offers both weight and refinement, with a smooth texture and ripe fruit flavors that are cut by ample acidity and lingering sweet-spice accents. Drink now–2019.",25.0,92,4,0.9744401201020466
41526,ZD 2012 Chardonnay (California),"The statewide appellation reflects the fact that the grapes were sourced from Napa Carneros, Sonoma, Monterey and Santa Barbara. That makes it a master of the art of blending. Meanwhile, the great 2012 vintage, which was successful throughout the state, is responsible for the wine's balance. It's rich in tropical fruit, green apple, peach and nectarine flavors, with oak bringing richer elements of buttered toast and vanilla bean. With brisk acidity, it's a gorgeous, versatile Chardonnay to drink now, and the alcohol is a refreshingly low.",37.0,92,4,0.974286980211424
11508,Paul Cluver 2006 Noble Late Harvest Riesling (Elgin),"From elegant white producer Paul Cluver, this wine starts with a beautiful nose of fragrant peach, honey and apricot, then unfolds into an enticing balance of lush peach, pineapple and apricot flavors. Elegant but fresh, the complex flavors mingle perfectly with a bright, zinging acidity. The lingering finish offers a touch of orange peel and dried apricot. Delicate but full of character.",24.0,90,4,0.9738607527578318
21273,Paul Cluver 2006 Noble Late Harvest Riesling (Elgin),"From elegant white producer Paul Cluver, this wine starts with a beautiful nose of fragrant peach, honey and apricot, then unfolds into an enticing balance of lush peach, pineapple and apricot flavors. Elegant but fresh, the complex flavors mingle perfectly with a bright, zinging acidity. The lingering finish offers a touch of orange peel and dried apricot. Delicate but full of character.",24.0,90,4,0.9738607527578318
95601,Selva Capuzza 2016 San Vigilio  (Lugana),"Heady aromas of white spring flower, white stone fruit and crushed herb take center stage on this fragrant white. On the succulent palate, notes of white almond and thyme underscore white peach, lemon drop and yellow apple alongside fresh acidity. A savory mineral note suggesting saline graces the lingering finish.",23.0,90,4,0.9738319834887004
18215,Domäne Wachau 2012 Kellerberg Trockenbeerenauslese Riesling (Wachau),"Incredibly ripe and sweet apricots, candied orange peel, a touch of fresh spearmint and fresh lemon zest all abound on the nose, and are just the first expressions. Balm-like sweetness and clouds of more apricot and peach play on the palate, but electric acidity runs straight through and lends this rich and unctuous TBA the thrilling freshness and streamlined zestiness of candied citrus peel, finishing with long, lip-smacking deliciousness. Unlike treacly sweet TBAs, this has exquisite freshness and is very enlivening, with real citrus lift. Drink from 2016.",50.0,93,4,0.9738185582302294
75073,Ca' del Bosco 2011 Vintage Collection Dosage Zéro Metodo Classico Sparkling (Franciacorta),"Subtle but enticing scents of pear, citrus zest, pastry and a warm whiff of freshly baked bread lead the nose. The smooth, creamy palate delivers juicy yellow apple, tangerine zest, aromatic herb and a spicy ginger note while tiny, persistent bubbles lend elegance. A bitter almond note closes the finish.",75.0,93,4,0.9738063028852657
52227,Paul Hobbs 2010 Edwards James Estate Wente Selection Chardonnay (Russian River Valley),"There isn't a Chardonnay out there as rich, opulent and delicious as this one. It dazzles with tropical fruit, pear, peach, green apple, honey, vanilla and cinnamon spice flavors. Brisk, lime-driven acidity provides beautiful balance. It's oaky, but the smoky, buttered-toast and butterscotch notes are nearly perfect. Drink now with rich crab, lobster or scallop dishes.",75.0,95,4,0.9737175149960541
80401,Domaine Barmès-Buecher 2015 Steingrubler Grand Cru Riesling (Alsace),"Tender pure peach and fine spicy notions of grapefruit zest unite to create a very inviting nose. The leafiness of fragrant citrus foliage adds extra charm. All these notions continue to play on the very zesty, thoroughly aromatic palate. Citrus flesh and peel shimmers and swirls across mind and palate, creating a dreamy, heightened cloud of fragrant freshness. The palate is just off dry and lip-smackingly bright and fresh. A triumphantly long finish adds the allure of blood orange to this seductive, aromatic wine and makes it utterly irresistible. Drink 2017–2037.",38.0,96,4,0.9737108037137842
68373,Capichera 2013 VT Vermentino (Isola dei Nuraghi),"Made with late ripened Vermentino, this gorgeous wine opens with an alluring fragrance of citrus blossom, white wild flower, ripe orchard fruit and a hint of wild herb. The rich palate boasts depth and complexity, delivering layers of succulent nectarine, honey, yellow peach, flint and ginger. A white almond note closes the long, lingering finish.",69.0,94,4,0.9736630660424581
57047,Cantina Produttori San Michele Appiano 2015 Sanct Valentin Sauvignon (Alto Adige),"Enticing intense aromas including exotic fruit, fragrant white wild flower, cut grass and Alpine herb offer an intriguing introduction to this stunning wine. One of Italy's most iconic bottlings, it has an inviting full-bodied palate, delivering layers of ripe pineapple, juicy white grapefruit and energizing mineral notes. Mouthwatering acidity closes the long lingering finish.",40.0,95,4,0.973641183699384
48455,Ca' dei Zago 2016 Col Fondo Glera,"This lightly sparkling, terroir-driven wine is loaded with soul and finesse. It's ethereal and bone dry, with delicately alluring aromas and flavors of white spring flower, ripe apple, Bartlett pear, citrus and Alpine herb. Crisp acidity and a silky mousse provide balance and finesse while a mineral note energizes the focused finish. The sediment at the bottom of the bottle adds even more flavor to the last glass.",25.0,93,4,0.973581350552058
29695,La Valle 2008 Regium Brut Chardonnay (Franciacorta),"An intense fragrance that recalls peach blossom, lemon blossom and hints of green apple lead the nose on this sparkling Chardonnay. The creamy palate delivers white peach, Golden Delicious apple, almond and lemon pastry brightened by crisp acidity and a steely mineral note. Fine bubbles add a touch of softness on the finish.",40.0,90,4,0.9729993805205833
34913,Dutton-Goldfield 2015 Dutton Ranch Green Valley Vineyard Gewürztraminer (Green Valley),"Juicy acidity buoys layers of wet stone, crisp apple and white peach in this lovely aromatic white. Textured, subtle and complex, it's fresh in the glass, accented in floral rose petals, grapefruit and lemon peel, dry and fermented entirely in stainless steel.",30.0,94,4,0.9729834536243364
26271,Loring Wine Company 2013 Chardonnay (Santa Lucia Highlands),"The nose on this well-priced appellation blend by Brian Loring has it all: golden honey, caramel apple, supple peach flesh, pressed white flowers, fresh yellow flowers and even quinine. The apple-flesh flavors show oak influence in hints of butterscotch and pineapple, yet the mouthwatering acidity keeps it all in balance.",24.0,93,4,0.9729328993627626
73860,Nino Franco 2015 Vigneto della Riva di San Floriano Brut  (Valdobbiadene Prosecco Superiore),"Enticing scents of ripe orchard fruit, aromatic herb and fragrant white spring flower take center stage on this elegant sparkler. The generous palate doles out juicy white peach, ripe Granny Smith apple and tangerine zest. Fresh acidity brightens the creamy flavors while an elegant mousse imparts finesse.",29.0,92,4,0.9728654009569537
72155,Sea Smoke 2010 Chardonnay (Sta. Rita Hills),"An exotic, candied style of Chardonnay, almost in a class by itself, this offers flavors including pineapple, brown sugar, lemon drop, ginger and vanilla cookie, honey, green apple butter and baked pear. Texturally, the wine is dry, crisp in acidity and minerally, with a tang to the finish. There's nothing subtle here, so pair this with rich foods, and don't overchill the wine.",59.0,92,4,0.9728341233779815
17523,Chalk Hill 2005 Botrytised Sémillon (Chalk Hill),"This is one of the sweetest white California dessert wines out there. It's addictively decadent, like an upscale Sauternes. Barrel fermentation in new French oak gives an opulent, palate-flattering honeyed vanilla richness to the apricot, peach, pineapple and crème brûlée flavors that are so rich and refined. Crisp acidity provide clean, vibrant balance. Just gorgeous, and worth the price.",55.0,95,4,0.9728183707769468
75430,Hoffmann & Rathbone 2011 Blanc de Blancs Chardonnay (England),"A touch of blossom honey enriches the tart but ripe apple notes of the nose. On the palate that honeyed touch turns into lemony, golden shortbread while the tart apple notes are joined by fresh, ripe lemon. Thousands of tiny, pin-prick bubbles make for a creamy, elegant mousse. The contrast between honeyed, autolytic richness and bright, pure citrus is a joy. This wine is exciting and elegant, drawing you to its mellower, richer core. The purity on the finish is luminous and long.",56.0,94,4,0.9727982657265754
32040,Lancaster 2014 Samantha's Sauvignon Blanc (Alexander Valley),"This white is barrel fermented and then aged further sur lie in a mix of French oak, stainless steel and concrete egg, with the goal of additional texture and complexity coming into play. It does, the wine intoxicating in floral apple blossom and honeysuckle, with a taste of crisp, refreshing lemon and grapefruit. Light bodied, it doesn't hold back on mouthfeel, offering richness without overripeness.",30.0,91,4,0.9727944609422348
192,Delaire Graff 2013 Reserve White (Coastal Region),"A stony, flinty character leads the nose of this blend of 54% Sauvignon Blanc and 46% Sémillon, followed by scents of ripe peach, nectarine, freshly dried grass and herbs. The medium-weight palate offers more clean fruit flavors that result in a smooth, slightly creamy mouthfeel. Ample acidity lends freshness to the finish, alongside a lingering yellow flower character. Drink now–2019.",40.0,90,4,0.9727926133318227
