,title,description,price,points,cluster_label,cosine_similarity
5,Terre di Giurfo 2013 Belsito Frappato (Vittoria),"Here's a bright, informal red that opens with aromas of candied berry, white pepper and savory herb that carry over to the palate. It's balanced with fresh acidity and soft tannins.",16.0,87,0,0.9996418877075941
20,Baglio di Pianetto 2007 Ficiligno White (Sicilia),"Delicate aromas recall white flower and citrus. The palate offers passion fruit, lime and white peach with a hint of mineral alongside bright acidity.",19.0,87,0,0.9996418877075941
22,Canicattì 2009 Aynat Nero d'Avola (Sicilia),"Aromas of prune, blackcurrant, toast and oak carry through to the extracted palate, along with flavors of black cherry and roasted coffee beans. Firm but drying tannins provide the framework.",35.0,87,0,0.9996418877075941
24,Stemmari 2013 Dalila White (Terre Siciliane),"Pretty aromas of yellow flower and stone fruit lead the nose. The bright palate offers yellow apple, apricot, vanilla and delicate notes of lightly toasted oak alongside crisp acidity.",13.0,87,0,0.9996418877075941
25,Stemmari 2013 Nero d'Avola (Terre Siciliane),"Aromas recall ripe dark berry, toast and a whiff of cake spice. The soft, informal palate offers sour cherry, vanilla and a hint of espresso alongside round tannins. Drink soon.",10.0,87,0,0.9996418877075941
26,Terre di Giurfo 2011 Mascaria Barricato  (Cerasuolo di Vittoria),"Aromas suggest mature berry, scorched earth, animal, toast and anise. The palate offers ripe black berry, oak, espresso, cocoa and vanilla alongside dusty tannins.",17.0,87,0,0.9996418877075941
33,Feudi di San Marzano 2011 I Tratturi Primitivo (Puglia),"Inky in color, this wine has plump aromas of ripe fruit, blackberry jam and rum cake. On the palate, it is soft and smooth.",11.0,86,0,0.9996418877075941
34,Feudo di Santa Tresa 2011 Purato Made With Organic Grapes Nero d'Avola (Sicilia),"Part of the natural wine movement, this wine is made from organic grapes, and the label is printed with vegetable ink on recycled paper. The quality of fruit is very nice, with a juicy palate and a bright berry flavor on the finish.",12.0,86,0,0.9996418877075941
35,Feudo Montoni 2011 Catarratto (Sicilia),"Catarratto is one of Sicily's most widely farmed white grape varieties. This expression shows a mineral note, backed by citrus and almond blossom touches.",17.0,86,0,0.9996418877075941
41,Tasca d'Almerita 2011 Sallier de la Tour Inzolia (Sicilia),"Spicy, fresh and clean, this would pair with fried seafood or spaghetti con vongole. It offers pretty citrus tones followed by a drying mineral nuance.",13.0,86,0,0.9996418877075941
46,Cantine di Dolianova 2010 Dolia  (Monica di Sardegna),"The Monica grape often shows a rustic or raw quality, with aromas of cherry cola, black pepper and sour fruit. This expression does just that, with an added touch of bright acidity on the finish.",14.0,85,0,0.9996418877075941
50,Tasca d'Almerita 2011 Sallier de la Tour Grillo (Sicilia),"There's a touch of toasted almond at the start, but then this Grillo revs up in the glass to deliver notes of citrus, stone fruit, crushed stone and lemon tart. The mouthfeel is crisp and simple.",13.0,85,0,0.9996418877075941
54,Podere dal Nespoli 2015 Prugneto Sangiovese (Romagna),This densely hued wine has aromas of black plum and vanilla that carry over to the simple palate along with a touch of cedar. Pliant tannins give it an easygoing nature. Drink soon.,17.0,86,0,0.9996418877075941
63,Grifalco 2013 Daginestra  (Aglianico del Vulture),"Aromas of black-skinned fruit, leather, underbrush, game and a briny note all carry over to the lean, somewhat disjointed palate along with suggestions of licorice and raw red cherry. Grainy tannins leave a drying finish.",32.0,86,0,0.9996418877075941
78,Poggio Alloro 2014 Le Mandorle Riserva  (Vernaccia di San Gimignano),"Subdued aromas of French oak, toast and acacia waft out of the glass. The rather lean palate offers oak-driven spice, chopped herb and a hint of citrus set against racy acidity. It's rather shy on fruit richness.",29.0,86,0,0.9996418877075941
79,Fattoria Sardi 2015 Rosato (Toscana),"Made primarily from Sangiovese, with some Malvasia and other white grapes, this offers aromas of red berry and a yeasty whiff of bread dough. The bright, enjoyable palate offers ripe cherry and hint of pastry cream while a note of honeydew melon marks the close.",19.0,88,0,0.9996418877075941
88,Serpaia di Endrizzi 2010 Dono Riserva  (Morellino di Scansano),"Forest floor, menthol, espresso, cranberry and pressed violet aromas take shape in the glass. The lean linear palate shows dried sour cherry, licorice and coffee bean alongside assertive close-grained tannins. Even though the tannins are still firm, drink sooner rather than later to capture the remaining fruit.",30.0,88,0,0.9996418877075941
94,Madonna Alta 2014 Nativo Red (Toscana),"Made with 65% Sangiovese, 20% Merlot and 15% Cabernet Sauvignon, this has subtle aromas of black-skinned fruit and thyme. The easygoing palate delivers black cherry and cinnamon alongside smooth tannins.",16.0,87,0,0.9996418877075941
