,title,description,price,points,lda_label,2
100100,Château Léoville Las Cases 2010  Saint-Julien,"A hugely powerful wine, full of dark, brooding tannins. It's a wine for seriously long-term aging, a sculptural vision of classic Bordeaux structure with with classy, ripe blackberry fruits. It has fresh acidity and an immense full-bodied character, cut through with mineral acidity. A great wine, with great potential.",359.0,100,2,0.9674222342416534
102957,Quinta do Noval 2011 Nacional Vintage  (Port),"A powerful and ripe wine, strongly influenced by its tannins, super ripe black fruit and great structure. It has all the hallmarks of a long-lived vintage Port—very rich, while densely textured and firm. This is an amazing, impressive, concentrated wine, with huge potential. From a parcel of ungrafted vines at Noval.",650.0,100,2,0.963317024017056
37685,Casa Ferreirinha 2008 Barca-Velha Red (Douro),This is the latest release of what has long been regarded as Portugal's iconic wine. And it is magnificent. The last vintage was the 2004 and the wait has now shown to be worthwhile. With its immense span and breadth of flavors and rich structure it is a superb manifestation of the great vineyards of the Douro Superior. Big bold fruits and acidity are matched by the tannins and concentration. Hold this for many years or at least wait until 2022.,450.0,100,2,0.9595624349041116
100097,Château Lafite Rothschild 2010  Pauillac,"Almost black in color, this stunning wine is gorgeous, rich and dense. It's grand and powerful, with a strong sense of its own importance. The beautiful tannins and the fragrant black currant fruits are palpable. It's a great wine, with huge potential.",1500.0,100,2,0.9571150537702714
52213,Château Léoville Barton 2010  Saint-Julien,"This is a magnificently solid wine, initially even a bit severe. At this young stage, the tannins dominate, but it's also full of black fruit notes. Very dense and concentrated, this is a wine that's even better than the legendary 2005. The structure tells of its extraordinary aging potential: don't even attempt to drink this for 10 years.",150.0,100,2,0.9551761989875341
102958,Taylor Fladgate 2011 Vargellas Vinhas Velhas Vintage  (Port),"The sweetness of the wine vies with the acidity to bring out a dense structure, black currant flavors and firm tannins that are strongly integrated into the ripe texture. This is a gorgeous, dense, concentrated wine, coming into balance while showing great structure and potential.",268.0,99,2,0.9632185549107918
102959,Quinta do Vesuvio 2011 Capela Vintage  (Port),"This is beautifully ripe and perfumed, packed with richness in the form of sweet berries and touches of spice. It's already a gorgeous wine, its ripeness lifted by the acidity and given shape by the tannic structure. This powerful wine shows great aging potential.",127.0,98,2,0.96612174906997
1416,Château Palmer 2009  Margaux,"A beautiful wine, with the firmest tannins surrounded by perfumed fruit. It is dense, of course, but this density is balanced with great elegance, blackberry fruits, sweetness and final juicy acidity. The wine is structured, a powerhouse of concentration while preserving this complete style.",380.0,98,2,0.9593433987308133
89590,M. Chapoutier 1999 Le Méal Ermitage  (Hermitage),"Chapoutier's selections of the best parcels of vines in Hermitage are set to become legendary. Sold under the ancient spelling of the appellation name (Ermitage), they represent the epitome of the power and concentration that lies behind the reputation of the appellation. This cuvée is the best of the collection, with its brooding, opaque character, suggesting rather than revealing power at this stage. Age it until your new-born baby is old enough to drink, and it will be just about ready.",150.0,98,2,0.9589717103195348
98388,Quinta do Noval 2001 Nacional Vintage  (Port),"Nacional Vintage Port comes from a small parcel of ungrafted vines on a series of terraces at the Noval estate. It is a legendary wine, produced only occasionally. This wine is still impressively young and shows that it will age for decades. With its dark black fruits and succulent tannins, it is powerful and concentrated. Drink this wine from 2021 and for many years.",595.0,98,2,0.9550945248431034
67012,Casa Ferreirinha 2007 Reserva Especial Red (Douro),"This Ferreirinha Douro Superior wine is made in exceptional years. The 2007 is the 16th vintage since 1960 (the previous release was 2003). It is an immense wine in its grandeur while being sophisticated and structured. There are complex flavors from the long wood aging. The dark, dense black fruits are impressive while perfectly meshed into the concentrated tannins and black currant acidity. This wine, even at nine years, is young, and should not be drunk before 2020 (or decanted if you can't wait).",250.0,97,2,0.9662094723483452
110180,Vieux Château Certan 2014  Pomerol,"This is a rich, finely structured wine. It is highly perfumed, packed with black fruits and has a dark, firm texture. At the same time, the acidity is intense and the structure tight, suggesting a wine to age. Beautifully endowed with great fruit, it will take time to develop. Drink from 2026.",130.0,97,2,0.964852033345553
40153,Domaine Pinson 2012 Cuvée Authentique Les Clos Grand Cru  (Chablis),"Fermented and aged in six-year old wood for 24 months, this is a richly spicy wine. The wood is there to smell and taste, but it is the rich fruit that speaks. Yellow fruits are given weight by the mineral backdrop, while layers of acidity instill freshness. Drink this complex wine from 2018.",95.0,97,2,0.9646201100168454
110179,Château Montrose 2014  Saint-Estèphe,"This is a very fine wine showing a new level of quality at Montrose. With its almost velvet tannins inside the intense black fruits, the wine is rich, smooth and generous. Blackberry and black-plum fruits are to the fore along with the fine acidity and great structure. A wine to age for decades, it will be ready to drink from 2027.",135.0,97,2,0.9645858584439976
110176,Château Cos d'Estournel 2014  Saint-Estèphe,"This is an immensely dense wine that is going to be a classic. The dark tannins are still lined with wood aging but that will go because the fruit underneath is also just as dense and intense. Blackberry, black plum and damson plum give power and sweetness. This is a great wine with huge potential. Drink from 2028.",145.0,97,2,0.962932097037873
