,title,description,price,points,cluster_label,cosine_similarity
103998,Alpha Omega 2012 ERA Red (Napa Valley),"This blend from individual blocks includes 94% Cabernet Sauvignon, 4% Cabernet Franc and 2% Merlot. Juicy and round, it expresses chocolate, vanilla, dark cherry and cassis flavors and is a joy to drink and experience evolve. Despite plenty of ripe power and lushness, it also boasts substantial elegance.",300.0,99,1,0.9650103428821103
106548,Horsepower 2012 Sur Echalas Vineyard Grenache (Walla Walla Valley (WA)),"Despite its lighter color, this wine explodes from the glass with a complex, near-endless list of aromas that include sea breeze, crushed flowers, peat, green olive, fire pit, smoked meat, pepper, orange peel and sea salt. Its ethereal, elegant style belies the outrageously rich, exquisitely flavorful savory notes that won't quit, offering a completely captivating walk on the variety's wild side.",115.0,97,1,0.9650103428821103
4056,Limerick Lane 2013 Rocky Knoll Zinfandel (Russian River Valley),"This wine is insanely good, from a dry-farmed, yes, rocky outcropping of vines planted first in 1910, then again in 1934 and the 1970s, with Carignane and Petite Sirah in the mix. It's thick, rich and beautifully put-together, full bodied and entirely balanced, with markings of cherry cordial and white pepper that seduce gently.",50.0,97,1,0.961534340884752
24003,Iron Horse 2012 Wedding Cuvée Estate Bottled Sparkling (Green Valley),"An offering meant to toast all manner of celebrations, this wine wows, blending 78% Pinot Noir with 22% Chardonnay in a near-perfect union. Dry and beautifully floral, it opens in a bouquet of marzipan, peach and honey. The mousse is fine, while supporting acidity lends a lemon peel and grapefruit lift. The memory imprinted on the palate will linger long after all the toasts to the happy couple—or whatever else you're celebrating—have been made.",44.0,96,1,0.9650103428821103
40689,Terre Rouge 2012 Ascent Syrah (Sierra Foothills),"This has a grand array of exotic flinty, meaty, smoky and spicy aromas. The powerful flavors taste a bit restrained at first sip, then unfold and seem to expand on the palate. Pure and brilliant layers of ripe blackberry, smoked herbs and darkest chocolate ride on an elegant texture of fine tannins and supportive acidity. Drink from 2018–2030.",90.0,96,1,0.9650103428821103
40885,Charles Smith 2012 Royal City Syrah (Columbia Valley (WA)),"Green olive, green stem and fresh herb aromas are at the fore, with cured meat, peat, smoke and mineral notes close behind. The palate offers dense fruit and savory flavors that command attention, with smoked meat notes that just won't quit. The balance and length are mesmerizing.",140.0,96,1,0.9650103428821103
42810,Cayuse 2012 Cailloux Vineyard Viognier (Walla Walla Valley (OR)),"A brilliant effort, this belongs right up there with the very best New World Viogniers. White flowers, lemon curd and a lush mix of citrus aromas show immense concentration right from the start. Both precise and dense, the scents and flavors flow through into a tightly wound, mineral-soaked finish, bright with citrus and apricot fruit. The length and concentration are simply spectacular.",70.0,96,1,0.9650103428821103
48571,Donkey & Goat 2012 Grenache Noir Grenache (El Dorado),"Spicy in aroma and mouthfeel, this is a wondrous wine, gorgeous in lovely ripe cherry and strawberry notes that are completely enveloped in thrills of white pepper. Those who love cool climate Rhônes will find much to ponder and celebrate. Racy, it is fragrant and lean, made without fining or filtering. Seek this one out.",27.0,96,1,0.9650103428821103
98391,K Vintners 2012 The Hustler Syrah (Walla Walla Valley (WA)),"This is a unicorn wine that only gets made in exceptional years—the last time was a decade ago. Hailing from Morrison Lane, the oldest Syrah plantings in the valley, it brings mesmerizing aromas of blackberry, black fruit, moist earth and wet stone. The black-fruit flavors consume the palate, showing density, depth and exceptional length. It's a complete heart-stopper.",140.0,96,1,0.9650103428821103
102574,Ramey 2012 Cole Creek Vineyard Syrah (Russian River Valley),"This is a gorgeous expression of the variety, co-fermented with 6% Viognier, fruity, ripe and plush yet also completely varietal in its punches of floral white pepper, anise and gamy meat. Although the wine is ready to enjoy now, those who can restrain themselves should cellar it through 2022 to see how it further develops.",65.0,96,1,0.9650103428821103
