,title,description,price,points,lda_label,1
24004,Castello dei Rampolla 2012 d'Alceo Red (Toscana),"Earthy aromas of tilled soil, underbrush, leather, purple flower, cedar and ripe black-skinned berry lead the way on this delicious blend of 85% Cabernet Sauvignon and 15% Petit Verdot. The smooth full-bodied palate doles out juicy blackberry, red currant, licorice, exotic spice, mocha and a hint of game while tightly knit but velvety tannins lend both structure and finesse. It's already compelling but give it time to fully develop. Drink 2018–2027.",242.0,95,1,0.9819591908520366
40877,Baricci 2010 Nello Riserva  (Brunello di Montalcino),"New leather, mature black-skinned fruit, tilled soil and a touch of dark spice are some of the aromas you'll find on this fantastic, full-bodied red. The big, velvety palate shows power and finesse, offering mouthfuls of juicy wild cherry, black raspberry, licorice, Mediterranean herb and a note of exotic spice framed in firm, ripe tannins. It's already balanced and delicious, but hold for more complexity. Drink 2020–2035.",120.0,98,1,0.979655558840294
16900,De Toren 2009 Z Red (Stellenbosch),"A Bordeaux-style blend of 56% Merlot, 24% Cabernet Sauvignon, 14% Cabernet Franc, 4% Malbec and 2% Petit Verdot, the Z is typically more immediately approachable than the Fusion V. The structure is still firm and supported by medium tannins, but the black-fruit core is the star all around, with lush notes of boysenberry, crème de cassis, blackberry, fig and damson plum throughout. Hints of cigar-box spice and leather add depth and intrigue.",35.0,90,1,0.9795762359888706
40883,Le Potazzine 2011  Brunello di Montalcino,"Perfumed and elegant, this opens with enticing scents of rose, violet, fragrant berry, baking spice, tilled earth and a hint of new leather. The delicious, silky palate is loaded with finesse, offering juicy wild cherry, cinnamon, chopped mint, black tea and a note of pipe tobacco. It's already drop-dead gorgeous but will develop more complexity over the next several years. Enjoy through 2026.",70.0,97,1,0.9791259250951495
33992,L'Avenir 2014 Classic Red (Stellenbosch),"This Cabernet Sauvignon-based blend, with 25% Merlot and 5% Cabernet Franc, is complex and intriguing. It boasts a full profile of ripe fruit tones, expressed in layers of baked cherry, plum and rhubarb cake that are accented by notes of cured bacon, leather and pressed purple flowers. The palate is surprisingly smooth and silky, thanks to resolved, approachable tannins and a lingering sweet-smoke hit on the finish.",25.0,90,1,0.9791124379845748
76814,L'Avenir 2014 Classic Red (Stellenbosch),"This Cabernet Sauvignon-based blend, with 25% Merlot and 5% Cabernet Franc, is complex and intriguing. It boasts a full profile of ripe fruit tones, expressed in layers of baked cherry, plum and rhubarb cake that are accented by notes of cured bacon, leather and pressed purple flowers. The palate is surprisingly smooth and silky, thanks to resolved, approachable tannins and a lingering sweet-smoke hit on the finish.",25.0,90,1,0.9791124379845748
31730,Marchesi Antinori 2012 Solaia Red (Toscana),"This stunning expression of Solaia opens with ample aromas of exotic spices, tilled soil, mature black-skinned fruit and an underlying whiff of fragrant blue flowers. The vibrant, elegantly structured palate doles out high-toned black cherry, ripe blackberry, white pepper, cinnamon, clove and Mediterranean herbs alongside a backbone of firm, polished tannins and bright acidity. Drink 2017–2032.",325.0,97,1,0.9790825335037963
31034,Bertani 2013  Amarone della Valpolicella Valpantena,"Underbrush, mature dark-skinned fruit, aromatic herb, menthol and baking spice aromas lead the nose on this full-bodied red. The bold palate delivers mature black cherry, fig, chopped mint, pipe tobacco and clove set against a firm backbone of velvety tannins. Fresh acidity lifts the finish. Despite its robust structure, it's also surprisingly easy to drink—rare for Amarone.",60.0,92,1,0.9790186989192727
24636,Biondi Santi 2011 Riserva  (Brunello di Montalcino),"Beautifully balanced, this opens with alluring scents of wild berry, rose, baking spice and whiffs of chopped herb. Seamlessly combining ripe fruit and the firm's trademark finesse, the bright elegantly structured palate delivers juicy wild cherry, crushed raspberry, white pepper and a hint of black tea framed in polished tannins and fresh acidity. It's already tempting but the best is yet to come. Drink 2021–2031.",540.0,96,1,0.9789764388956821
115121,Tenuta di Trinoro 2012 Le Cupole Red (Toscana),"A delicious blend of 55% Cabernet Franc, 27% Merlot, 17% Cabernet Sauvignon and a dash of Petit Verdot opens with aromas of concentrated black plum, blackberry, blue flowers and a whiff of leather. The juicy palate doles out fleshy black cherries, crushed raspberries, white pepper, clove and grilled herb while velvety tannins provide the framework. A licorice note marks the close.",36.0,93,1,0.978746803005147
68216,Fattoria Montellori 2010 Salamartano Red (Toscana),"Made from Cabernet Sauvignon, Cabernet Franc, Merlot and a drop of Petit Verdot, this opens with aromas of red currant, cedar, toasted notes and a whiff of exotic spice. Black pepper, espresso and grilled herb accent the core of fleshy black cherry and cassis. Tightly wound tannins provide the framework and leave an astringent finish, while an anise note marks the close.",49.0,89,1,0.9787415633279054
48632,Contrade di Taurasi - Lonardo 2010  Taurasi,"New leather, black cherry, underbrush, sweet baking spice and a whiff of white pepper are just some of the aromas you'll discover on this stunning red. The structured, delicious palate doles out mature black cherry, raspberry, licorice, Mediterranean herb and a note of exotic spice alongside a backbone of polished, refined tannins. It already seamlessly combines power and finesse but will continue to develop complexity over the next decade. Drink 2018–2028.",50.0,95,1,0.9786595302550914
