,title,description,price,points,cluster_label,cosine_similarity
105756,Failla 2010 Estate Vineyard Chardonnay (Sonoma Coast),"Shows classic, full-throttle notes of tropical and citrus fruits, pears and sweet green apples, combined with strong minerality and complex layers of buttered toast, honey and creamy lees. The description alone hardly does justice to the wine's beauty. The acidity is perfect, the oak deftly applied, the finish long and completely satisfying. Winemaker Ehren Jordan suggests pairing it with simple fare like roast chicken and salted fingerling potatoes.",44.0,99,9,0.3158780544949541
37384,Dolce 2006 Semillon-Sauvignon Blanc (Napa Valley),"With this wine, Dolce cements its status as California's most consistently great dessert wine. This year's blend is 80% Sémillon and 20% Sauvignon Blanc, and the grapes were infected with the botrytis, resulting in the fantastic sweetness. Devastating in apricot, orange, pear, honey, vanilla and créme brûlée flavors, in an unctuous, viscous texture, with wonderfully clean acidity, it's certainly one of the greatest sweet California wines in memory.",85.0,98,9,0.30902875788473494
74747,Foxen 2010 Block UU Bien Nacido Vineyard Chardonnay (Santa Maria Valley),"You want decadence, opulence and fabulosity in your Chardonnay? This one's for you. It's tremendous in ripe pineapple, pear, peach, mango, lime, tangerine and papaya flavors. So much fruit, while the oak application is never heavy handed, applying just the right touch of buttered toast. Where does all that vanilla honey come from? A magnificent example of a first-growth California Chardonnay, at a great price.",32.0,96,9,0.41685441607024776
42385,Dolce 2007 Late Harvest Wine Semillon-Sauvignon Blanc (Napa Valley),"Another spectacular Dolce, which continues the brand's string of successes and further emphasizes its standing as one of California's greatest- white dessert wines. It lacks a touch of the concentration found in the 2006, but it dazzles nonetheless with intricate, sweet flavors of honey, butterscotch, golden-apricot nectar, orange marmalade, pineapple tart, vanilla and buttered toast. And all that is brightened by crisp acidity. Terrific to drink now, and it will hold in a proper cellar for a decade. The blend is 82% Sémillon and 18% Sauvignon Blanc.",85.0,96,9,0.3684201534644675
105764,Lynmar 2010 Susanna's Vineyard Chardonnay (Russian River Valley),"A splendid Chardonnay, rich, vital and elegant, with so many layers of interest. Framed by a cut of brilliant acidity, it evolves with complex flavors of citrus and tropical fruits, minerals, flowers and honey, then finishes long and savory in a swirl of spices. Oak adds the perfect touch of buttered toast, while the wine is a study in the creamy effect of sur lie aging. It's perfectly dry on the finish.",50.0,96,9,0.34447522510178513
60018,Dr. H. Thanisch (Erben Müller-Burggraef) 2006 Berncasteler Doctor Beerenauslese Goldkap Riesling (Mosel-Saar-Ruwer),"The wonderful minerality imparted by the Doctor vineyard is somehow able to keep this intensely sweet, rich wine from being heavy or cloying. Dried apricot notes mark the nose, followed by scents of mango, peach and pineapple; this wine virtually gushes with sweet tropical fruit and honey, yet maintains a wonderful sense of balance throughout.",160.0,96,9,0.34075171128748477
42387,Williams Selyem 2010 Drake Estate Vineyard Chardonnay (Russian River Valley),"Winemaker Bob Cabral's three 2010 Chardonnays are possibly the greatest he's ever made. This bottling shows fabulous complexity and sheer deliciousness, offering intricate notes of butterscotch, tropical fruit, pear tart, golden apricot, vanilla cream, buttered toast and exotic spice, with perhaps just a trace of honey. Its brilliant acidity and a tangy minerality provide the balance that pushes this wine off the charts.",65.0,96,9,0.3386824300443436
37389,Macauley 2007 Special Selected Late Harvest Botrytis Sémillon (Alexander Valley),"This is one of the best dessert wines available from California. It's dazzlingly rich and sweet in orange jam, apricot, honey, buttered cinnamon toast and créme brûlée flavors. The intense sweetness is perfectly balanced with crisp acidity, and the wine despite its sweetness accomplishes the miracle of finishing dry and clean. The grapes are 100% Sémillon.",45.0,96,9,0.33644590327422225
41076,Royal Tokaji 2013 5 Puttonyos Aszú Red Label  (Tokaji),"Straw colored with gold reflections, this delightful sweet wine has aromas of dried pear, fresh apricot and yellow peach. Flavors of fresh Bartlett pear, acacia honey and tinned apricots unfold on the palate. The finish is sweet, with just the right amount of acidity.",54.0,96,9,0.33075883685752056
42388,Williams Selyem 2010 Heintz Vineyard Chardonnay (Russian River Valley),"The acidity really makes this Chardonnay come alive, providing vitality, a quality that's boosted by an undercurrent of minerals. It's so rich in tropical fruit, orange, nectarine and pear flavors, and so generously oaked, which brings a sweet, satisfying note of buttered toast, that all you want to do is drink it now, preferably with steamed lobster and melted butter.",50.0,96,9,0.32240085043234246
