,title,description,price,points,cluster_label,cosine_similarity
68326,Foley 2011 Courtney's Vineyard Chardonnay (Sta. Rita Hills),"This rich, yet balanced Chardonnay exhibits tropical fruit, peach, green apple and apricot flavors, along with notes of vanilla, honey and toast from new French oak. It's creamy and soft on the palate.",30.0,88,9,0.5430922475675197
34728,Halter Ranch 2008 Halter Ranch Côtes de Paso Blanc Marsanne-Roussanne (Paso Robles),"Fruity, rich and honey-sweet, with decadent flavors of peach and pear jam, apricot, pineapple, green apple and vanilla, enhanced with sweet, smoky oak. There's a good spine of acidity for balance.",24.0,87,9,0.526331347752114
43484,Deep Sea 2008 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),"A very rich, flamboyant style of Chardonnay, showing caramelized oak, vanilla, buttered toast and plenty of ripe pineapple, sweet lime and honey richness. But it's balanced with crisp acidity. Drink now.",32.0,92,9,0.4964418908138907
59711,La Fenêtre 2007 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),"This is a tremendous, powerful Chardonnay that swamps the mouth with ripe fruit and oak. It detonates with pineapple crème brûlée, peach tart, buttered toast and vanilla flavors, and while it's dry, it has a honey-sweet finish and a crisp, citrus acid tartness. Drink now.",40.0,92,9,0.49635630623105176
107840,Valley of the Moon 2010 Pinot Blanc (Sonoma County),"Tastes like a Chardonnay, with tropical fruit, peach and green apple flavors wrapped into buttercream and vanilla. Ripe and sweet, but balanced by crisp acidity. A nice, rich white wine for drinking now.",14.0,86,9,0.4785104125500337
115257,Hunnicutt 2011 Chardonnay (Napa Valley),"A rich, ripe Chardonnay, made to appeal to the popular style. Shows tons of pineapple, peach, green apple, buttered toast, cream and honey flavors, balanced with crisp acidity.",45.0,89,9,0.4776402542173648
44730,Noble Vines 2012 446 Single Vineyard Chardonnay (Monterey County),"The price makes this Chardonnay a pretty good bargain. It's dry and crisp in acidity, with a creamy texture housing tropical fruit, peach, lemon custard, honey and buttered toast flavors.",13.0,85,9,0.474580383365358
115676,La Crema 2009 Nine Barrel Chardonnay (Russian River Valley),"A very rich, oaky, dramatic Chardonnay. It's dry and crisp in acidity, showing powerfully ripe pineapple, orange, apricot and honey flavors, enhanced by toasty oak. Brisk acidity makes it clean and vibrant.",75.0,93,9,0.46434489474152857
7567,Windstream 2010 Sarmento Vineyard Chardonnay (Santa Lucia Highlands),"Insanely rich, this explodes in the mouth with orange, pineapple, apricot, tropical fruit and sweet new-oak flavors. The richness is tempered with crisp acidity and a minerality that tastes like a lick of cold steel. This is a good price for a Santa Lucia Chardonnay this rich and appealing.",25.0,92,9,0.4642378237186151
56372,Bernardus 2011 Chardonnay (Monterey County),"Satisfies the Chardonnay sweet tooth, with vanilla, buttered toast and jammy apricot, orange, lime and honey flavors. There's good Central Coast acidity for balance.",24.0,85,9,0.46349459019564965
91730,Cru 2012 Appellation Series Chardonnay (Santa Lucia Highlands),"This rich, good Chardonnay is easy to drink. The tropical fruit, apricot and peach flavors are accented with oak, and balanced with acidity.",28.0,86,9,0.4619274409916889
14847,Ram's Gate 2010 Lee's Secret Vineyard Chardonnay (Carneros),"Extravagantly rich in tropical fruit, orange, honey and sweet oak flavors, this is balanced, with crisp acidity and a dry finish. It's a good example of the popular style, at the upper tier.",64.0,92,9,0.4601531550950994
7617,Chamisal Vineyards 2009 Stainless Unoaked Chardonnay (Central Coast),"Lots of tropical fruit, orange, lime, pear and buttered popcorn flavors in this Chardonnay. It's very bright in acidity, and is almost honey-sweet on the finish.",18.0,86,9,0.4596668263099891
39349,Bedarra 2008 Reserve Chardonnay (Dry Creek Valley),"Lots of rich, forward pineapple, ripe pear jam, vanilla cream and buttered toast flavors in this Chardonnay. It will satisfy your sweet tooth, with its honey-rich finish. Drink now.",29.0,86,9,0.459504727011239
16681,Alpha Omega 2011 Chardonnay (Napa Valley),"This is a rich, oaky Chardonnay, sweet and refined. With ripe orange, tropical fruit, apricot and buttered toast flavors, it rises above mere sweetness with a firm minerality and a fine squirt of lime acidity.",65.0,90,9,0.45935406171319426
30155,Pure Cru 2010 Chardonnay (Napa Valley),"Sweet vanilla, buttered toast and caramel dominate this Chardonnay. It does have some peach and tropical fruit flavors, and is nicely smooth and creamy, but the oak stands out.",32.0,86,9,0.45497752191316687
19598,La Crema 2011 Chardonnay (Russian River Valley),"Attractive for its rich creaminess, this Chard aims for the popular style and succeeds. It's soft and rich in orange, peach, apricot and mango fruit, with sweet-oak overtones of vanilla and buttered toast.",30.0,88,9,0.44857877901401744
35349,La Crema 2011 Chardonnay (Russian River Valley),"Attractive for its rich creaminess, this Chard aims for the popular style and succeeds. It's soft and rich in orange, peach, apricot and mango fruit, with sweet-oak overtones of vanilla and buttered toast.",30.0,88,9,0.44857877901401744
109010,Thomas Fogarty 2010 Chardonnay (Santa Cruz Mountains),"This Chardonnay shows flashy orange, pineapple, peach and honey flavors, enriched with the buttered toast of oak barrels. The texture is creamy smooth.",30.0,87,9,0.4473845413167428
115989,Maldonado 2009 Los Olivos Vineyard Chardonnay (Napa Valley),"Rich in flavors of buttered toast, buttered popcorn, vanilla, pineapple, orange and apricot jam, this is an elaborate Chardonnay. It's a very lush offering, honey sweet on the finish.",42.0,87,9,0.4463762530750462
83730,Storrs 2010 Chardonnay (Santa Cruz Mountains),"A fine spine of minerals and acidity provides welcome relief to the sweet pineapple, vanilla, buttered toast and tropical fruit flavors of this Chardonnay. It's soundly made in the popular style.",25.0,87,9,0.4456350231251917
14438,Firestone 2010 Reserve Chardonnay (Santa Ynez Valley),"This is arguably Firestone's best Chardonnay in many years—maybe ever. It's rich, creamy and powerful in Chardonnay flavor, flooding the mouth with flavors of ripe tropical fruit, apricot, buttered toast, vanilla cream and spice.",27.0,93,9,0.4452958256295867
15769,Bouchard Finlayson 2010 Blanc de Mer White (Western Cape),"White melon rind and key lime citrus abound in the bouquet of this intricate white blend made from 40% Rhine Riesling, 33% Viognier, 13% Sauvignon Blanc, 11% Chenin Blanc and 3% Chardonnay. The mouth is ripe and full of tropical fruit flavors, with sweet but zippy pineapple acidity lingering after swallow.",19.0,87,9,0.44468175094003753
83128,Bouchard Finlayson 2010 Blanc de Mer White (Western Cape),"White melon rind and key lime citrus abound in the bouquet of this intricate white blend made from 40% Rhine Riesling, 33% Viognier, 13% Sauvignon Blanc, 11% Chenin Blanc and 3% Chardonnay. The mouth is ripe and full of tropical fruit flavors, with sweet but zippy pineapple acidity lingering after swallow.",19.0,87,9,0.44468175094003753
45243,Testarossa 2011 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),"Rich and ripe in tropical fruit, apricot and peach flavors, this oaky Chardonnay is brightened by crisp acidity. The oakiness returns in the finish, which suggests buttered toast. Drink now.",41.0,90,9,0.4445567896834002
114910,Testarossa 2011 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),"Rich and ripe in tropical fruit, apricot and peach flavors, this oaky Chardonnay is brightened by crisp acidity. The oakiness returns in the finish, which suggests buttered toast. Drink now.",41.0,90,9,0.4445567896834002
