,title,description,price,points,lda_label,2
14752,François Lurton 2013 Chacayes Malbec (Valle de Uco),"Ripe, dark, baked aromas of pastry, turned-up earth, campfire and wild-berry fruits set up a seriously deep and tannic palate that's stacked with black-fruit power, toasty oak and intensity. This tastes blackened, toasty and chocolaty on top of core blackberry and cassis flavors, while an oaky finish with peppery spice is just right for this type of burly wine. Drink through 2022.",80.0,93,2,0.9678504073687949
92438,Don Miguel Gascón 2012 Reserva Malbec (Mendoza),"This creamy, oaky Malbec opens with aromas of rubber and raw oak, although with airing black plum, blackberry and chocolate scents rise up. Full, creamy and jammy in feel, this tastes of black plum, blackberry, chocolate and vanilla. A heady, oaky, sticky finish wraps it up.",25.0,88,2,0.9666616294814304
98926,Don Miguel Gascón 2012 Reserva Malbec (Mendoza),"This creamy, oaky Malbec opens with aromas of rubber and raw oak, although with airing black plum, blackberry and chocolate scents rise up. Full, creamy and jammy in feel, this tastes of black plum, blackberry, chocolate and vanilla. A heady, oaky, sticky finish wraps it up.",25.0,88,2,0.9666616294814304
69671,Siegel 2012 Unique Selection Red (Colchagua Valley),"Rustic aromas of baked berry fruits, black olive, herbs and eucalyptus lead to a forward, fairly tannic palate. An herbal flavor profile includes olive, blackberry, plum and spice notes, while the finish on this Cabernet-led blend tastes peppery and herbal, which is nothing unusual for Chile. Drink through 2020.",50.0,91,2,0.9666597223415184
94646,Ferllen 2011 Reserve Cabernet Sauvignon (Mendoza),"Smoky aromas of bacon and rubber blend with cherry and plum scents to form a good bouquet. This has a fair, fresh mouthfeel with tannic grip. Leafy flavors of plum and red currant are accented by spicy, dry, woody notes, while the finish is lightly green and oaky, with lasting spice.",18.0,88,2,0.9666595467956649
96884,Ferllen 2011 Reserve Cabernet Sauvignon (Mendoza),"Smoky aromas of bacon and rubber blend with cherry and plum scents to form a good bouquet. This has a fair, fresh mouthfeel with tannic grip. Leafy flavors of plum and red currant are accented by spicy, dry, woody notes, while the finish is lightly green and oaky, with lasting spice.",18.0,88,2,0.9666595467956649
30722,Anakena 2007 Alwa Red (Cachapoal Valley),"Coconut and vanilla are the lead aromas, while there's leather and ripe berry and cassis below the surface. Feels tight, juicy and prickly, with zesty acidity and typical Chilean Cabernet flavors of leafy berry, earth, tobacco and oaky vanilla. Feels snappy and tight as it finishes with oaky, leafy flavors.",37.0,88,2,0.9666588257267371
94207,Zuccardi 2014 Emma Bonarda (Uco Valley),"Initial rubbery, the oaky and smoky aromas give way to blueberry and plum scents. Hard tannins are cut by juicy acidity, while this tastes of blackberry, dark plum and bacon. Persistent hard-driving tannins are abrasive on the finish, which holds onto racy acidity and core berry fruit flavors.",40.0,89,2,0.9666570787181398
112162,Lucky7 2008 Cabernet Sauvignon (Rapel Valley),"Slightly herbal and leafy on the first pass, but airing shows a good mix of olive, creamy blackberry fruit and buttery oak. The flavor profile brings candied cherry/berry fruit and an herbal touch, and the finish is juicy and feels right. Standard but more than respectable at this price point.",10.0,86,2,0.966656267433052
66037,Michel Torino 2012 Don David Reserve Syrah (Calchaquí Valley),"This oak-heavy Syrah from northern Argentina opens with milk chocolate, mint, vanilla and briary berry aromas. The palate is full and chewy, with a creamy, resiny feel and peppery, spicy, herbal blackberry flavors. An oaky, slightly green tasting finish is round in feel.",18.0,87,2,0.9653806144448485
72926,Viña Bisquertt 2011 La Joya Gran Reserva Carmenère (Colchagua Valley),"This is more ripe and round than most value Carmenères from 2011. The nose is creamy and oaky, with graphite, leather and balsamic notes to go with inky black-fruit scents. The palate is chunky and thick, with blackberry, pepper and herbal flavors. A rubbery feeling finish turns slightly bitter toward the end.",15.0,85,2,0.965378921267579
