,title,description,price,points,cluster_label,cosine_similarity
147,Castello di Gabbiano 2012 Bellezza Gran Selezione  (Chianti Classico),"Baked plum, Asian spice, vanilla and menthol aromas carry the nose. The elegantly structured palate offers fleshy black cherry, licorice, mint and well-integrated French oak alongside fine-grained tannins that lend firm, polished support. A coffee note marks the finish.",38.0,91,0,0.9993464061152247
199,Podere Scopetone 2012  Brunello di Montalcino,"Black-skinned berry, pipe tobacco and Mediterranean herb aromas waft out of the glass and carry over to the firm linear palate along with morello cherry, licorice and a hint of clove. Taut fine-grained tannins and fresh acidity provide the backbone while orange peel marks the finish. Drink 2019–2025.",57.0,90,0,0.9993464061152247
321,Bel Colle 2012 Simposio  (Barolo),"Enticing scents of ripe berry, underbrush, grilled herb and eucalyptus mingle together along with an underlying fragrance of rose petal. Elegant and fresh, the impeccably balanced palate delivers tart red cherry, cake spice, white pepper and mineral nuances alongside polished tannins. Drink 2018–2028.",60.0,95,0,0.9993464061152247
384,Revello Fratelli 2012 Rocche dell'Annunziata  (Barolo),"Coffee, toasted oak, coconut and raspberry confiture aromas lead the way. On the dense palate, dark chocolate, oak and licorice accent fleshy black cherry while fine-grained tannins provide support.",89.0,89,0,0.9993464061152247
479,Abbazia di Novacella 2012 Praepositus Passito Kerner (Alto Adige Valle Isarco),"Heady scents of pressed jasmine, honey and candied orange waft out of the glass. The concentrated but elegant palate provides layers of mature apricot, lemon drop and ginger brightened by fresh acidity. It's vibrant and well balanced, with a persistent finish.",30.0,93,0,0.9993464061152247
552,Bacio della Luna 2012 Millesimato Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),This bubbly Prosecco Superiore offers vibrant tones of white flower and cut grass followed by light touches of peach and honeydew melon. The mouthfeel is creamy and soft with a subtle touch of sweetness.,25.0,87,0,0.9993464061152247
611,Baracchi Riccardo 2012 Smeriglio Syrah (Cortona),"Aromas of dark-skinned fruit, cedar and allspice lead the nose on this smooth, full-bodied red. The structured palate doles out mature black currant, black cherry, peppercorn and espresso that follow through to the finish. Soft acidity and ripe, firm tannins provide the framework. Drink 2016–2022.",35.0,90,0,0.9993464061152247
625,Poggio Argentiera 2012 Capatosta  (Morellino di Scansano),"Made with Sangiovese blended with 10% Ciliegiolo and 5% Alicante Bouschet, this savory wine opens with aromas of underbrush, ripe berry, tobacco leaf and Mediterranean herb. The vibrant, refined palate doles out juicy black cherry, crushed raspberry, orange peel, licorice and white pepper alongside supple tannins. It closes on a mineral note. Enjoy through 2020.",35.0,91,0,0.9993464061152247
656,Paolo Manzone 2012 Meriame  (Barolo),"This has aromas that recall leafy underbrush, sawdust and menthol. The dense, oak-driven palate shows licorice, espresso, toast and a hint of bitter chocolate but the fruit has dried up. It abruptly ends on a green note of powdered sage.",80.0,85,0,0.9993464061152247
746,Ridolfi 2012  Rosso di Montalcino,"This displays evident oak sensations of sweet vanilla, toast, espresso, milk chocolate and mature black plum alongside drying tannins. There's not much fresh acidity so drink soon before it dries out.",20.0,86,0,0.9993464061152247
750,Tenuta San Giorgio 2012 Ciampoleto  (Rosso di Montalcino),"This wine brings together sensations of tilled earth, espresso, oak extract, coffee, overripe black plum and vanilla. The palate displays tightly packed tannins but it's low on fresh acidity so drink it soon.",28.0,86,0,0.9993464061152247
756,Dosio 2012  Nebbiolo d'Alba,"Aromas of a closed cellar blow off in the glass to reveal underbrush, violet, woodland berries and a hint of white pepper that all carry over to the palate. It's one-dimensional with fresh acidity and would work well with deep-dish pizza covered with toppings.",30.0,86,0,0.9993464061152247
