,title,description,price,points,cluster_label,cosine_similarity
115,Le Riche 2003 Cabernet Sauvignon Reserve Cabernet Sauvignon (Stellenbosch),"Etienne Le Riche is a total Cabernet specialist. With a tiny production of 5,000 cases across all his wines, this is boutique in the best sense. The Reserve Cabernets are, of course, the stars. This 2003 is fruit and wood driven, a powerful but still elegant wine, with black plums, tannins and super-ripe fruits.",45.0,91,8,0.9994698635153196
122,Delheim 2001 Grand Reserve Cabernet Sauvignon (Simonsberg-Stellenbosch),"A Cabernet-dominated (98%) wine, which boasts a dense, concentrated tannic structure. Flavors of cassis underly this, while the wood spices contribute their ribbon of flavor. This is an impressive wine, the flagship red from this estate founded by Spatz Sperling over 30 years ago.",30.0,91,8,0.9994698635153196
152,Cono Sur 2012 20 Barrels Cabernet Sauvignon (Maipo Valley),"Dry, briary aromas of field brush, black olive, herbs, berry fruits and saucy tomato are textbook Maipo. This is fresh, a touch choppy, and not overly heavy. Flavors of cassis, plum and vanilla carry over to the finish, which is fresh and bolstered by fine natural acidity. Drink through 2022.",32.0,91,8,0.9994698635153196
159,G7 2012 The 7th Generation Gran Reserva Estate Bottled Cabernet Sauvignon (Loncomilla Valley),"Dry, spicy aromas of tobacco, cedar, vanilla and berry fruits come together nicely. This Maule Valley Cab is fresh and harmonious across the palate, with nothing too pushy. Complex, balsamic flavors of olives, herbs, dried berries, turned earth and cocoa finish dry, peppery and elegant. Drink through 2019.",20.0,91,8,0.9994698635153196
177,Henry's Drive Vignerons 2006 The Trial of John Montford Cabernet Sauvignon (Padthaway),"From the little-known region of Padthaway, this Cabernet starts off with some very promising, perfumed aromas of mint and cassis, but then shows touches of chocolate and raisined fruit on the palate. It's soft and mouthfilling—an easy-drinking Cab to consume on the young side.",30.0,87,8,0.9994698635153196
238,Hartenberg 2007 Cabernet Sauvignon (Stellenbosch),"This wine strikes a superb balance between herbaceous, green notes and ripe black fruit, all graced with a kiss of sweet vanilla. Rich blackberry and cassis flavors flood the palate, but then transition to sweet smoke and oak flavors on the finish.",35.0,89,8,0.9994698635153196
255,Sottano 2009 Reserva de Familia Cabernet Sauvignon (Mendoza),"A medium-weight Cabernet with plum, prune, tobacco and herb aromas. Features average weight and body, with a creamy texture and layered flavors of black fruit, raspberry and spice. Finishes with herb and plum notes as well as a pinch of tobacco.",30.0,89,8,0.9994698635153196
272,Ventisquero 2008 Grey [Glacier] Single Block Trinidad Vineyard Cabernet Sauvignon (Maipo Valley),"Rooty and leafy on the nose, with red berry aromas peeking through some obvious oak. The palate offers cherry and raspberry flavors along with sweetness, and things are backed by vanilla and chocolate. Good, tasty and oaky, with proper layering.",20.0,87,8,0.9994698635153196
274,Arboleda 2009 Cabernet Sauvignon (Aconcagua Valley),"Foresty and dark on the bouquet, with aromas of licorice, prune, forest and foxiness. The palate is full and tannic, while flavors run sweet, creamy and slightly syrupy, with chocolate and spiced fig notes. Finishes rich and rough, with dry herbs and true Chilean Cab flavors of olive and oregano.",19.0,87,8,0.9994698635153196
292,J. & F. Lurton 2006 Gran Araucano Cabernet Sauvignon (Colchagua Valley),"Mildly minty and woody on the nose, with grass, wintergreen and cheese aromas as well as red fruit. The palate is tight and grabby, with a blast of citric acid that gives the plum and raspberry flavors a tart, decidedly “red” personality. Snappy and crisp on the finish, making it a fresh, lean style of Cabernet.",35.0,86,8,0.9994698635153196
