,title,description,price,points,cluster_label,cosine_similarity
112,Mauritson 2007 Rockpile Cemetary Vineyard Zinfandel (Rockpile),"Defines Rockpile Zinfandel in intensity of fruit and high alcohol which is in keeping with the volume. There are few red wines in the world like this. It's fully dry, with potent flavors of baked blackberries, blackcurrants, cola and peppery spices, and the tannins are huge, but negotiable. Demands the richest grilled meats and cheeses.",39.0,92,1,0.9791730291902131
131,Banyan 2007 Riesling (Santa Lucia Highlands),"A beautiful wine, sleek, crisp and ultra-dry, with the most refined flavors of petrol, white peach, kaffir lime, apricot skin and minerals. The acidity is very high and palate-cleansing. The wine was half fermented in barrels, half in stainless steel. Sommeliers, buy this by the case, if you can find it.",17.0,90,1,0.9791730291902131
229,Autumn Hill 2007 Petit Verdot-Merlot Red (Monticello),"Cherry pie-filling and boysenberry notes open this impressive blend of Merlot and Petit Verdot. Abundant but velvety tannins give a lift to blueberry and   chocolate tones in the mouth, while the slightly grippy finish shows appealing mixed berry flavors.",18.0,85,1,0.9791730291902131
278,Claudia Springs 2007 Zinfandel (Mendocino County),"Muted at first, this wine opens up nicely with time. Sweet, ripe and easy on the finish, its core is full of black pepper and clove. The grapes are sourced from several distinctive vineyards in Mendocino County. Drink it with a steak.",24.0,87,1,0.9791730291902131
294,Lucas Vineyards 2007 Vignoles (Finger Lakes),"This white has a light, delicate nose of citrus and apricot. On the palate it's smooth and balanced with lush apricot and spice flavors. A touch of acidity gives the wine lift. A lingering finish adds to its poise. Pair with a creamy cheese or sip alone.",11.0,86,1,0.9791730291902131
296,Beringer 2007 Alluvium Blanc White (Knights Valley),"This New World blend of Sauvignon Blanc, Sémillon, Chardonnay and Viognier is very fruity. It offers a blast of pineapples, honeysuckles, peaches and figs, with a coating of oaky, vanilla buttercream.",16.0,86,1,0.9791730291902131
354,Cline 2007 Ancient Vines Zinfandel (California),"Rich in spicy, briary berry-cherry and chocolate fruit, with ultra-smooth tannins, and just enough acidity to cut through barbecue sauce. It's a bit sweet and Porty on its own.",16.0,85,1,0.9791730291902131
364,McGregor 2007 Dry Gewürztraminer (Finger Lakes),"Fresh and delicate with floral and citrus overtones, this wine has an elegant character. Its dry, spicy flavors are subtle and refreshing, giving the wine food pairing flexibility. Ideally, though, think of spicy cuisine like Indian, Thai or Indonesian.",20.0,85,1,0.9791730291902131
369,Red Newt Cellars 2007 Riesling (Finger Lakes),"Citrus and spice overtones dominate the nose of this elegant Riesling. On the palate, slightly sweet fruit flavors are balanced by mineral and spice. Pair with grilled seafood, salads and cheeses.",14.0,85,1,0.9791730291902131
693,Pax 2007 Cuvée Christine Syrah (North Coast),"A touch overripe, showing some bitter, dried raisinskin notes. If you can get past that, you'll find plenty of rich blackberry, dark chocolate, plum, beef jerky and black pepper flavors.",45.0,87,1,0.9791730291902131
699,Iron Horse 2007 Ocean Reserve Sparkling (Green Valley),"A beautiful sparkling wine that shows the Iron Horse signature of balanced elegance. The lime, raspberry, vanilla and brioche flavors are rich and intricate, but particularly lovely is the texture, which is soft and silky.",40.0,92,1,0.9791730291902131
808,Leonesse Cellars 2007 Signature Selection Syrah (Temecula Valley),"Aged a little more than two years in 90% new French oak and then in bottle, time has been kind to this wine, a Syrah of dark mushroom and baked blackberry, that's savory and silky with a slight hint of mint on the finish. Mighty and impressive.",70.0,90,1,0.9791730291902131
880,Ledgewood Creek 2007 Estate Grown Viognier (Suisun Valley),"Sweet and simple, with pleasantly exotic flavors of pineapples, green apples, pears, honeysuckle flowers, minerals, spices, vanilla, brown sugar and smoky oak. Easy to drink.",16.0,85,1,0.9791730291902131
890,Lachini 2007 Pinot Gris (Oregon),"This is a classic, high-acid vintage. The strength is fruit, and it's a mix of citrus and light pineapple; all stainless fermented and finished at moderate alcohol. Quite different in style from the '06, but well-made.",20.0,88,1,0.9791730291902131
892,Dancing Bull 2007 Sauvignon Blanc (California),"Good price for a crisp white wine that's this polished. Nice on its own for the savory citrus, spearmint and spicy vanilla flavors, and fine with everything from fried chicken to Cantonese.",12.0,88,1,0.9791730291902131
