,title,description,price,points,lda_label,9
4075,Biondi 2014 Contrada Monte San Nicolò  (Etna),"Fragrant and loaded with finesse, this opens with aromas of wild berry, blue flower, new leather, aromatic herb and a whiff of exotic spice. The structured, elegant palate delivers layers of red cherry, strawberry, flinty mineral, orange zest, star anise and clove framed in firm, polished tannins and bright acidity. It's still young and will develop even more complexity. Drink 2019–2029.",30.0,95,9,0.977494266793796
40877,Baricci 2010 Nello Riserva  (Brunello di Montalcino),"New leather, mature black-skinned fruit, tilled soil and a touch of dark spice are some of the aromas you'll find on this fantastic, full-bodied red. The big, velvety palate shows power and finesse, offering mouthfuls of juicy wild cherry, black raspberry, licorice, Mediterranean herb and a note of exotic spice framed in firm, ripe tannins. It's already balanced and delicious, but hold for more complexity. Drink 2020–2035.",120.0,98,9,0.9774935505948413
39806,Il Palazzone 2010 Riserva  (Brunello di Montalcino),"Enticing scents of ripe dark-skinned berry, leafy underbrush, chopped herb, dark spice and a toasted note come together on this structured, poised wine. The delicious, full-bodied palate offers layers of juicy black cherry, crushed raspberry, licorice, mint and a blast of orange peel while firm, velvety tannins provide the polished framework. A coffee note closes the lingering finish. Drink 2019–2028.",170.0,95,9,0.976918881629105
52348,Sottimano 2013 Pajorè  (Barbaresco),"Fragrant blue flower, ripe wild berry, a whiff of exotic spice and a whisper of French oak come together in the glass. On the firm palate, notes of baking spice and pipe tobacco accent a core of dried black cherry. Close-grained tannins provide the polished framework. It's already rather accessible but will offer fine drinking for several years or more.",50.0,92,9,0.9763122044279585
83664,Ceretto 2012 Bricco Rocche  (Barolo),"Aromas of exotic spice, iris, oak, coffee bean and wild berry come together on this structured, glossy red along with a note of grilled herb. The chewy palate boasts raspberry confiture, red cherry, espresso, dark chocolate, orange peel and tobacco while tightly knit, fine-grained tannins provide the framework. A licorice note closes the lingering finish. It's youthfully assertive and needs to fully develop. Drink 2020–2030.",300.0,92,9,0.9763111038738076
23022,Masi 2009 Mazzano  (Amarone della Valpolicella Classico),"Mature black plum, tobacco, crushed violet, cake spice and toast aromas mingle together in the glass. The taut full-bodied palate delivers dried black cherry, prune, espresso, orange peel and licorice alongside a backbone of close-grained tannins. This is still extremely young and tightly wound, so give it time to fully develop. Drink 2019–2029.",170.0,93,9,0.975671943014172
88633,Palari 2010  Faro,"From the tiny Faro denomination overlooking the Strait of Messina, this cult red opens with earthy aromas of tilled soil, leather, dried berry, smoke, savory herb and a hint of game. Displaying compelling earthy elegance, the palate offers black cherry, raspberry, tobacco, truffle, tobacco, soil, graphite and licorice. It's still young but impeccably balanced, with firm but fine-grained tannins and bright acidity. Hold for even more complexity. Drink 2018–2025.",99.0,94,9,0.9756703982494979
109782,Lazzeretti 2010 Riserva  (Brunello di Montalcino),"Inviting aromas of ripe black-skinned fruit, new leather, pressed blue flower, mint, cake spice and a balsamic note meld together on this delicious, impressive red. The velvety full-bodied palate provides layers of succulent wild cherry, crushed raspberry, truffle, licorice and cinnamon. Firm, polished tannins provide the framework. Drink 2018–2025.",120.0,95,9,0.9756703784514165
38991,Marchesi Antinori 2012 Tignanello Red (Toscana),"Here's a structured red with lots of finesse. It opens with alluring aromas of fragrant blue flowers, red berries, baking spices and exotic herbs while the firm, vibrant palate delivers black cherry, crushed raspberry, clove, orange zest, licorice and a sprinkling of white pepper. It's still young but well balanced, with tightly woven but polished tannins and fresh acidity. Drink 2017–2024.",105.0,95,9,0.975670124015394
75461,Giuseppe Rinaldi 2012 Tre Tine  (Barolo),"Red berry, tilled soil, leather, aromatic herb and clove aromas slowly take shape in the glass, together with a balsamic note. The bright, elegantly structured palate doles out layers of black raspberry, ripe black cherry, white pepper and licorice while firm, refined tannins provide the framework. It's subtle and loaded with finesse. Drink 2017–2022.",140.0,94,9,0.9749969186547199
32730,Il Macchione 2010  Vino Nobile di Montepulciano,"Subdued aromas of underbrush, pressed violet, ripe berry and cake spice slowly emerge in the glass. Made entirely with Sangiovese, the palate offers dried black cherry, blackberry, ground pepper, licorice, tobacco and sage alongside assertive, grippy tannins. A note of grilled sage signals the close. It's still tightly wound and needs time to come together. Drink 2017–2022.",36.0,91,9,0.9749967647901828
115022,Castello di Verrazzano 2012 Sassello Gran Selezione  (Chianti Classico),"Ripe plum, fragrant blue flower, Mediterranean herb, espresso and a whiff of exotic spice are some of the aromas you'll find on this structured, polished red. It's still young and tightly wound, offering mature black cherry, raspberry compote, licorice, toast and ground pepper flavors that are framed by youthfully assertive yet refined tannins. Give it a few more years to soften and fully develop; drink 2019–2028.",79.0,92,9,0.9749967140001516
109788,Isole e Olena 2012 Cepparello Sangiovese (Toscana),"Delicious and loaded with finesse, this offers enticing scents of rose, violet, chopped herb, dark-skinned berry and a whiff of exotic spice. The smooth structured palate delivers juicy red cherry, crushed raspberry, star anise, and white pepper alongside polished tannins. Hints of pomegranate and pipe tobacco close the lingering finish. Drink through 2027.",80.0,95,9,0.9749965728880181
91607,Curto Marco 2013 Arborina  (Barolo),"Aromas of fragrant purple flower, dark-skinned berry, new leather and a whiff of crushed botanical herb float out of the glass. The savory, full-bodied palate doles out layers of juicy Marasca cherry, raspberry compote, cinnamon and anise while polished, fine-grained tannins lend finesse and structure. Orange peel and an earthy hint of game lend depth. Drink 2019–2025.",75.0,93,9,0.9749956743563504
45385,Piazzo Armando 2011  Barolo,"Classic Nebbiolo aromas of wild berry, aromatic herb, tilled soil and a balsamic note slowly emerge on this structured red. The focused, full-bodied palate offers wild cherry, crushed raspberry, cinnamon, white pepper, anise and mint alongside assertive tannins and bright acidity. It needs to come together but already boasts finesse and complexity. Drink 2019–2031.",40.0,93,9,0.9749951271506396
112190,Feudi di San Gregorio 2012 Piano di Montevergine Riserva  (Taurasi),"New leather, truffle, dark spice and black plum aromas take shape in the glass along with a whisper of violet. The firmly structured elegant palate delivers blackberry, wild cherry, licorice and tobacco against a backbone of youthfully austere fine-grained tannins and bright acidity. It's still tightly wound so give it time to fully open and develop. Drink 2022–2032.",70.0,93,9,0.9742817174335455
53687,L'Aietta 2012  Brunello di Montalcino,"Captivating wild berry, rose, chopped herb and baking spice aromas take center stage in this earthy, stunning wine. The palate mirrors the nose in vibrancy, delivering tight layers of wild cherry, star anise and white pepper notes. Fresh acidity and firm, refined tannins provide a polished framework. It's loaded with finesse and already delicious, but hold for even more complexity. Drink 2020–2032.",75.0,95,9,0.9742814928915515
108318,Centovigne 2012 Il Centovigne Red (Coste della Sesia),"A fragrant blend of 80% Nebbiolo and 20% Vespolina and Croatina, this stunning red offers enticing scents of dark-skinned berry, tilled soil, new leather, dark spice and a balsamic note. Elegant, structured and savory, it boasts juicy black-cherry, raspberry, white-pepper, cinnamon and tobacco flavors set against a backbone of firm, refined tannins and fresh acidity. Drink 2019–2030.",16.0,92,9,0.9742812173426708
40888,Fuligni 2010 Riserva  (Brunello di Montalcino),"The nose is still a bit closed but eventually reveals black-skinned berry, dark spice, iris and a whiff of tilled soil. The palate is more expressive and downright delicious, offering juicy black cherry, raspberry jam, cinnamon and a touch of exotic spice. Firm, fine-grained tannins and fresh acidity provide the framework while a licorice note closes the lingering finish. Drink 2020–2032.",195.0,96,9,0.9742811248861601
60311,San Biagio 2011 Sorano  (Barolo),"Classically crafted, this impressive wine opens with alluring Nebbiolo aromas of mature dark berry, pine forest, leather, aromatic herb, baking spice and an earthy whiff of game. The full-bodied palate delivers juicy wild cherry, black raspberry, licorice, clove and tobacco alongside firm, refined tannins. It's already tempting but hold to let it fully develop. Drink 2018–2031.",46.0,94,9,0.9742810983574542
7682,Fontodi 2013 Flaccianello della Pieve Sangiovese (Colli della Toscana Centrale),"Made entirely with organically farmed Sangiovese, this opens with aromas mature black-skinned fruit, French oak, exotic spice and a whiff of blue flower. The vibrant palate is both elegant and structured, delivering juicy black cherry, pomegranate, mocha, licorice and a potpourri of cooking spice. It's well balanced, with bright acidity and fine-grained tannins. It already dazzles, but hold for even more complexity. Drink 2018–2028.",120.0,93,9,0.9742803590105985
93467,Fontodi 2013 Flaccianello della Pieve Sangiovese (Colli della Toscana Centrale),"Made entirely with organically farmed Sangiovese, this opens with aromas mature black-skinned fruit, French oak, exotic spice and a whiff of blue flower. The vibrant palate is both elegant and structured, delivering juicy black cherry, pomegranate, mocha, licorice and a potpourri of cooking spice. It's well balanced, with bright acidity and fine-grained tannins. It already dazzles, but hold for even more complexity. Drink 2018–2028.",120.0,93,9,0.9742803590105985
74194,Travaglini 2010 Riserva  (Gattinara),"Elegant and structured, this opens with exquisite scents of cedar, chopped herb, pressed rose, menthol and perfumed berry. The luminous palate is loaded with finesse, delivering bright red cherry, chopped red raspberry, licorice, clove and mineral. Firm, refined tannins and vibrant acidity provide impeccable balance and support. Hold for even more complexity. Drink 2018 through 2030.",60.0,95,9,0.974280027232024
83198,Ioppa 2011 Santa Fè  (Ghemme),"Intensely fragrant, this opens with aromas of chopped mint, baking spice, pressed violet and cedar. The linear, elegant palate delivers tart red cherry, crushed red raspberry, clove, star anise and mineral alongside assertive, fine-grained tannins and fresh acidity. It's still youthfully austere so give it time to unwind and fully develop. Drink 2021–2031.",47.0,92,9,0.9742792662220119
