,title,description,price,points,lda_label,7,price_bin
50135,Tenuta Roveglia 2015 Limne  (Lugana),"Enticing scents of fragrant white flower, stone fruit and crushed herb lead the way while the creamy, savory palate doles out white peach, mature yellow apple and tangerine zest. A blast of mineral energy lifts the lingering finish.",18.0,92,7,0.9624969662902327,10-20
89772,Muzic 2015 Chardonnay (Collio),"This gorgeous white opens with scents suggesting white flower, orchard fruit, lemon pastry and a whiff of wet stone. The creamy palate delivers yellow apple, lemon zest, bitter almond and a savory mineral note. It's supremely elegant and surprisingly fresh for the vintage.",19.0,92,7,0.9678508962222401,10-20
49403,Marangona 2013 Trecampane  (Lugana),"Alluring aromas of white flower, orchard fruit and Mediterranean herb mingle in the glass. The delicious, linear palate offers a nice depth of flavors including juicy yellow peach, tart green apple, nectarine and a hint of ginger alongside tangy acidity. The lingering finish closes on a mineral note.",20.0,92,7,0.9678501292755203,10-20
59756,Scubla 2012 Friulano (Colli Orientali del Friuli),"Stunning and sophisticated, it opens with intense aromas of stone fruit, tomato vine, pear and nut. The creamy palate offers juicy white peach, green apple and mineral accented with notes of bitter almond alongside fresh acidity. Drink now or hold a few years for more complexity.",23.0,92,7,0.9624946150430148,20-40
100551,BiancaVigna 2016 Rive di Soligo Dosaggio Zero  (Conegliano Valdobbiadene Prosecco Superiore),"Delicate scents of white spring flower and white stone fruit curl out of the glass. This is loaded with finesse, delivering creamy white peach, green apple, pear and citrus. Vibrant acidity lends balance while an elegant perlage gives it an irresistibly silky texture.",23.0,93,7,0.9653797442186028,20-40
108638,Tenuta Roveglia 2013 Vigne di Catullo Riserva  (Lugana),"Delicately scented, this radiant wine opens with ultrarefined scents of white field flower, citrus blossom, aromatic herb and a whiff of orchard fruit. The creamy, elegantly structured palate boasts layers of juicy white peach, crisp green apple, tangerine and a hint of white almond. Fresh acidity brightens the creamy flavors while an energizing mineral note closes the lingering finish.",24.0,94,7,0.9735260941477755,20-40
105778,Abbazia di Novacella 2015 Praepositus Sylvaner (Alto Adige),"Enticing scents of white spring flower, orchard fruit, Alpine herb and an intriguing whiff of smoke lead the way on this stunning wine. The elegantly structured radiant palate delivers juicy nectarine, creamy pear and sage framed in tangy acidity. A racy mineral vein further lifts the lingering finish. Drink through 2020.",25.0,93,7,0.9678527759026214,20-40
17287,Russiz Superiore 2012 Sauvignon (Collio),"It boasts classic varietal aromas of crushed tomato vine, stone fruit and honeydew melon. The palate delivers white peach, cantaloupe and mineral accented with mint, thyme and rosemary notes that give depth. An elegant, compelling wine.",26.0,94,7,0.9571310024360301,20-40
30211,Gini 2015 La Froscà  (Soave Classico),"Hands down one of Italy's best whites, this boasts alluring white flower and yellow stone fruit scents. The enveloping, delicious palate delivers white peach, mature pear, ginger and lemon drop flavors. Fresh acidity brightens the creamy flavors while a mineral note energizes the finish.",29.0,94,7,0.962494454289024,20-40
73860,Nino Franco 2015 Vigneto della Riva di San Floriano Brut  (Valdobbiadene Prosecco Superiore),"Enticing scents of ripe orchard fruit, aromatic herb and fragrant white spring flower take center stage on this elegant sparkler. The generous palate doles out juicy white peach, ripe Granny Smith apple and tangerine zest. Fresh acidity brightens the creamy flavors while an elegant mousse imparts finesse.",29.0,92,7,0.9699944370739095,20-40
