,title,description,price,points,cluster_label,cosine_similarity
12,Mirassou 2012 Chardonnay (Central Coast),"Building on 150 years and six generations of winemaking tradition, the winery trends toward a leaner style, with the classic California buttercream aroma cut by tart green apple. In this good everyday sipping wine, flavors that range from pear to barely ripe pineapple prove approachable but not distinctive.",12.0,87,6,0.9993948651295279
48,RustRidge 2010 Estate Bottled Chardonnay (Napa Valley),"This shows jelly-like flavors of orange and pear, with some earthy tones. The mouthfeel is soft and there's a bounty of oak in the form of buttered toast and caramel notes.",30.0,85,6,0.9993948651295279
49,Souverain 2010 Chardonnay (North Coast),"This is weighty, creamy and medium to full in body. It has plenty of lime and pear flavors, plus slight brown sugar and vanilla notes.",14.0,85,6,0.9993948651295279
61,Drumheller 2014 Chardonnay (Columbia Valley (WA)),"Aromas of vanilla, char and toast lead to light creamy stone fruit and canned-corn flavors. It provides appeal but the oak seems overweighted.",12.0,86,6,0.9993948651295279
105,Pull 2013 Chardonnay (Paso Robles),"Poached pears, yellow apples and a touch of butter show on the classic nose of this Chardonnay that holds to steely frame. Very sharp acidity kicks off the sip, where Pink Lady apples and warm vanilla surround a tight minerality. It's both sharp and slightly sweet.",18.0,87,6,0.9993948651295279
111,Matrix 2007 Stuhlmuller Vineyard Chardonnay (Alexander Valley),"The vineyard is one of the better Chardonnay sources in Alexander Valley, and in this fine vintage it lends ripe pineapple, pear, Key lime pie and Mandarin orange flavors to the wine. Lots of toasty new oak adds buttered toast and vanilla, but the wood influence is in balance. Classic Burgundian-style California Chardonnay, rich and opulent.",36.0,92,6,0.9993948651295279
167,Manzoni 2006 Lucia Highland Vineyard Chardonnay (Santa Lucia Highlands),"This is a strong, oaky Chardonnay. It's crisp in acidity and forward in pineapple jam, lemon custard and vanilla meringue flavors. If you like the ripe, California style, it's for you.",23.0,88,6,0.9993948651295279
170,Anaba 2007 Chardonnay (Sonoma Coast),"This is a typical Sonoma Coast Chard in the bright acidity that firms up the ripe, long hangtime flavors. Pineapples, pears, peaches, nectarines and subtle papaya notes are joined with buttercream and cinnamon spices. Drink now.",35.0,88,6,0.9993948651295279
189,J. Lohr 2015 October Night Chardonnay (Arroyo Seco),"Rich honeysuckle, marzipan and oak aromas meet bright lemongrass on the nose of this bottling, showing both the fresh and oxidative sides of the grape. Smoked chicken and brioche notes are prominent on the palate, leading to a tangy, botanical, juniper-laced finish.",25.0,90,6,0.9993948651295279
203,Sixteen by Twenty 2014 Chardonnay (Sonoma Coast),"Briny green olive notes underlie a tropically ripe, full-bodied expression of the variety. The wine's apple, pineapple and mango fruit is wrapped in toasted oak and moderate acidity.",40.0,90,6,0.9993948651295279
222,Hayman & Hill 2007 Reserve Selection Chardonnay (Russian River Valley),"Made in the modern California style, with very ripe, rather sweet pineapple jam, green apple butter and smoky oak flavors that are wrapped into a creamy texture.",15.0,85,6,0.9993948651295279
223,Hermann J. Wiemer 2002 Blanc de Blanc Chardonnay (Finger Lakes),"This sparkling wine starts with a toasty but soft nose, leading into clean but fruity flavors and a refreshing finish. Though an earlier release might have allowed more primary fruit to show through, the wine offers easygoing but elegant enjoyment.",30.0,85,6,0.9993948651295279
276,Buried Cane 2009 Whiteline No Oak Chardonnay (Columbia Valley (WA)),"A good, clean, tart and lightly spicy all-stainless style. Cool climate fruit puts the accent on lime and lemon flavors, keeps the alcohol low (13.3%), and makes this a fine match to shellfish, white fish and light pasta dishes.",14.0,87,6,0.9993948651295279
312,Rochioli 2014 South River Chardonnay (Russian River Valley),"Citrus-kissed saltiness lies at the core of this incredibly delicious, deliriously crafted wine, from the great grape grower in the heart of the Russian River Valley. Beautifully crisp, it lingers in stony minerality and a freshness of apricot, memorable from first sip to last.",68.0,96,6,0.9993948651295279
315,Rochioli 2014 Sweetwater Chardonnay (Russian River Valley),"A waft of smoky char and toasty oak provide a rich foundation and compelling entry into this one-acre vineyard-designate from the historic grower, before unleashing, slowly, a torrent of melon and fresh-cut apple with a length of intriguing nutmeg and cardamom. Medium-bodied and lush, it will remain on your palate memory a long time.",68.0,96,6,0.9993948651295279
434,Knapp 2011 Chardonnay (Finger Lakes),"This is intensely aromatic, with loads of tropical fruit, apple blossom and white peach notes on the nose and palate. It's fresh, tasty and big in body, yet deftly balanced. Soft, lemony acidity on the midpalate gets a boost of citrus rind and saline on the finish.",12.0,87,6,0.9993948651295279
435,Lava Cap 2010 Battonage Chardonnay (El Dorado),"This El Dorado wine opens with aromas of sweet floral jasmine and is very pretty through and through. Its acidity sings perfectly through the middle of the wine, lifting the flavors of apple and dried apricot as well as the notes of lemon and lime on the finish. This should pair with a range of midweek dinners.",18.0,87,6,0.9993948651295279
449,Big Basin 2014 Coastview Vineyard Chardonnay (Monterey County),"Flint and smoke aromas show strongly on this bottling, alongside hints of lemon balm and a rustic apple cider vinegar savory kick. Tangy smoked tangerine flavors show on the energized sip, where a unique sandalwood smoky quality plays with more cider-like tang.",48.0,91,6,0.9993948651295279
483,Lutum 2014 Gap's Crown Vineyard Chardonnay (Sonoma Coast),"Crisp green apple is the star in this well-made, balanced and elegant wine, that's tangy yet smooth, with a voluptuous tease of anise. Approachably structured, the complexity of the texture and lurking layers of further flavor suggest letting this wine open slowly to unveil its true self, and allowing it to linger on the palate.",50.0,93,6,0.9993948651295279
487,Artesa 2014 Estate Reserve Chardonnay (Carneros),"The estate-grown grapes for this wine come from some of the appellation's highest-elevation sites, at the base of Mount Veeder. Natural acidity is the star of the show, a nice surprise after a decadent honeyed color and bouquet. Serious texture and complexity give way to a touch of salted caramel and peach.",35.0,93,6,0.9993948651295279
506,Alleromb 2014 La Reyna Blanca Vineyard Chardonnay (Columbia Valley (WA)),"The aromas are bright, with notes of barrel spice, vanilla, pineapple and lees. The palate is full bodied, with textured and richly flavored tropical fruit notes that lead to a warm vanilla-filled finish. The oak seems a bit heavy handed.",38.0,89,6,0.9993948651295279
522,Stevens 2016 StevensSteel Chardonnay (Yakima Valley),"This is an expressive example of this variety, especially considering the stainless steel aging. The aromas are bright, with notes of apple, pear and melon. The cantaloupe flavors are broad and fleshy, lingering on the finish. It brings a lot of appeal.",25.0,89,6,0.9993948651295279
525,Trinity River 2015 Chardonnay,"It's always a treat to discover a good, well-made but not overpowering wine. This one has nothing in excess, just moderate and crisp fruit flavors with light spicy accents. An appetizing texture backed by good acidity leads to a clean, dry finish. This unoaked wine from northern California should be a crowd pleaser.",18.0,89,6,0.9993948651295279
526,Vintage Cowboy 2016 Chardonnay (Paso Robles),"Sweet honeysuckle, lime blossoms and honeydew show on the very flowery nose of this bottling from a newer property near the old mining town of Pozo. The sip tightens up smartly with Anjou pear and honeysuckle flavors, but it's the powerful acidity that makes for a compelling palate.",17.0,89,6,0.9993948651295279
551,B Cellars 2011 Dutton Ranch Chardonnay (Russian River Valley),"This Chardonnay wants time to warm and breathe in the glass, so don't pour it right from the fridge. After a little while it develops considerably in generosity, offering waves of tropical fruits, peaches and pears. The oak is pretty strong, even jarring. Give it a few years in the cellars to let everything knit together.",45.0,87,6,0.9993948651295279
573,Foxen 2014 Tinaquaic Vineyard Chardonnay (Santa Maria Valley),"Yields tend to be low in this dry-farmed vineyard, which especially struggles during a drought, but the quality is fantastic. Aromas of browned toast, popcorn, Meyer-lemon pith, honey pollen and a mineral herbal chamomile character show on the nose. A vibrant chalkiness reveals itself on the sip, with lemon blossom and grapefruit pith keeping the palate tight, grippy and texturally zippy.",37.0,92,6,0.9993948651295279
