,title,description,price,points,lda_label,1
74808,Maison Nicolas 2015 Pinot Noir (Pays d'Oc),"Scents of ripe red berry and cherry fruits are upfront on the nose of this friendly red, with hints of sweet spice, cherry cola, plum sauce and tree bark adding depth and interest. Lightweight and easy drinking, it boasts silky tannins and a fresh-fruited palate. Drink now.",9.0,85,1,0.9653745056853469
69382,Spindrift Cellars 2006 Pinot Noir (Willamette Valley),"Once again, Spindrift Cellars has released a friendly, fruit-forward Pinot Noir with bright strawberry, raspberry and cherry fruit. There's a streak of cola flavor leading into well-managed, supple tannins. Overall balance is just about perfect, and the spicy lift to the finish leaves you quickly wanting a second sip.",24.0,88,1,0.9639933359053849
87249,Château Cabezac 2012 La Tradition Rosé (Minervois),"Here's a friendly, accessible and value-priced rosé that's perfect for warm-weather entertaining. Ripe cherry, plum and raspberry flood the nose and mouth, with a soft dusting of cocoa that adds interest and decadence. The ripe flavors are full and jammy, but balanced by medium acidity that keeps the palate fresh and the finish clean.",11.0,87,1,0.9639906433592756
106575,Dingač Winery 2009 Plavac Mali (Peljesac),"Soft and sweet on the nose with scents of cherry pie, vanilla and spice, this unusually light-bodied Plavac Mali is fresh and vibrant with a bright red fruit core and zippy acidity. There's a tinge of green on the midpalate, but soft, furry tannins and the sour cherry finish are pleasant.",12.0,86,1,0.9624901412794656
31312,Familia Schroeder 2006 Saurus Patagonia Pinot Noir (Neuquén),"Red berry fruit with touches of vanilla and spice give this bargain-priced Pinot a candied but inviting set of aromas. The palate runs on fresh fruit, and overall it's all about clean, forward juicy flavors and very little extra. A nice aperitif Pinot Noir.",9.0,86,1,0.9608607100923835
55030,Domaine Montaude 2007 Red (Minervois),"Though not terribly complex or exciting, this is a well-made Minervois with soft red fruit and kirsch aromas backed by hints of spice and light floral characters. Approachable tannins and light acidity followed by a short, clean finish make this an easy-to-drink and enjoyable selection.",12.0,85,1,0.9590755654406212
52815,Fields 2015 Bechthold Vineyard Cinsault (Lodi),"This is an absolutely charming, lighter-style dry wine that has a translucent ruby color, fresh raspberry and red cherry aromas and mild but vivid flavors buoyed by good acidity and very moderate tannins. Light body doesn't mean wimpy, though, as this gem has good depth and a lingering finish.",26.0,91,1,0.9571354425013255
22278,Sannino 2014 Cabernet Franc (North Fork of Long Island),"Fresh, primary red-cherry and raspberry flavors get a kick of cherry-cola spice and vanilla here. It's an approachably plummy, juicy red with soft, feathery tannins, but puckering cranberry acidity keeps it fresh. Drink now through 2020.",34.0,87,1,0.9571338551294811
103385,Sannino 2014 Cabernet Franc (North Fork of Long Island),"Fresh, primary red-cherry and raspberry flavors get a kick of cherry-cola spice and vanilla here. It's an approachably plummy, juicy red with soft, feathery tannins, but puckering cranberry acidity keeps it fresh. Drink now through 2020.",34.0,87,1,0.9571338551294811
73768,Twisted 2013 Old Vine Zinfandel (California),"Pure, focused fruit flavors like raspberry and red cherry light up this medium-bodied wine. A lively texture of crisp acidity and light tannins adds great balance to the effusive fruitiness. For such a friendly price, what else could one ask for?",8.0,87,1,0.9571324707486575
