,title,description,price,points,lda_label,8
5893,Fielding Hills 2006 RiverBend Vineyard Syrah (Wahluke Slope),"Bold and forward, this estate-grown Syrah fairly explodes with scents of game, cured meat and smoke. The black cherry and cassis fruit forms a dense and sappy core; as the wine skips across the tongue nuances of tobacco, sweet leather, chocolate and spices come into play. It just keeps on going, adding caramel and peppery chocolate through an evolving and satisfying finish.",40.0,94,8,0.9742800229911002
80147,Woodward Canyon 2012 Old Vines Cabernet Sauvignon (Washington),"A blend of Champoux (62%), Sagemoor (26%) and Woodward Canyon (12%) estate vineyards, this wine is aromatically brooding at present, with notes of coffee, toffee and vanilla bean alongside high-toned cherries, dried herbs and flowers. The palate is supremely rich, dense and layered, with milk chocolate, coffee and cherry flavors. Tannins are expertly managed and the wine brings plenty of textural appeal, combining richness and elegance. The barrel notes are primary now, so give them time to integrate. Best from 2025 to 2035.",99.0,94,8,0.9718676122750831
36314,Tranche 2008 Estate Syrah (Walla Walla Valley (WA)),"The first Syrah in an expanding lineup of Tranche estate wines from the Blue Mountain Vineyard, this exceptional effort hews to a European style despite its substantial alcohol. Initially dark and smoky, hinting at streaks of herb and showing compact berry fruit flavors, it broadens out and expands aromatically, weaving in highlights of cured meats, bacon and clean earth. Just a dollop of herb and stem adds further interest, in a wine that retains its elegance along with exceptional power.",35.0,93,8,0.9709570598819609
96638,Vasco Urbano 2013 Heine Petite Sirah (Livermore Valley),"An unusually dark color, even for this notoriously black varietal, makes this powerful wine stand out from the first glance. Full bodied, it piles on the flavor and layers of tannic texture in a bold but pleasing way. Rich, concentrated blackberry, dark chocolate, wood smoke and baking-spice notes fill the mouth and linger on the long finish. It will be best after 2020.",48.0,93,8,0.9699944183647641
41916,Boatique 2014 Malbec (Red Hills Lake County),"With an extra-deep color and intensely concentrated fruit and spice flavors, this wine is impressive. It has many layers of dark fruit, plus nuances of dark chocolate and baking spices like clove and nutmeg. These enhance the generous, ripe fruit that is the essence of this wine, filling the mouth and lingering on the taste buds long after each sip. It will be best after 2019.",35.0,94,8,0.9699940380294285
94331,Glen Fiona 1997 Basket Press Reserve Syrah (Walla Walla Valley (WA)),"75% Syrah and 25% Cinsault from the oldest continually cultivated vinifera vineyard in the Walla Walla Valley. The spicy, intensely aromatic nose mixes black cherry, concentrated cassis, coffee, bacon, leather and roasted nuts. It unfolds in layer upon layer of rich fruit, tannin, leather and smoke. Dense, deep and Rhône-like, it finishes with a montage of meaty, peppery, bacon-smoke flavors.",55.0,93,8,0.9699939284323075
114272,Montes 2009 Alpha M Red (Santa Cruz),"This is concentrated and stout on the nose, with roasted black-fruit aromas bolstered by coconut, tobacco and cool-earth accents. The palate is thick, rich and layered with black fruit extract and tannin, bearing flavors of dark plum, baked blackberry, savory spice and BBQ sauce. It's smooth, deep and long on the finish, with notes of coffee, vanilla and mocha. A monster wine with class. Drink now through 2018.",100.0,93,8,0.9689605285682132
10339,Murray Street 2004 Benno Shiraz-Mataro Red (Barossa Valley),"The flagship wine from a relatively new Barossa producer, the 2004 Benno features smoky, savory, spice- and meat-driven aromas that easily move into complex and well-integrated flavors of spice and dark berries. Despite its labeled 15% alcohol, the wine isn't heavy, instead offering medium body and a creamy smooth texture. Finishes long, with lingering dark fruit flavors. Drink now–2020.",75.0,92,8,0.9689591131937996
48998,Ross Andrew 2009 Old Block Boushey Vineyard Syrah (Columbia Valley (WA)),"The first Ross Andrew vintage for this Old Block (original planting) Boushey Syrah, it clearly displays the vineyard's defining characteristics—a powerful mix of herb, funk, game and brambly berry fruit flavors. Depth, density, complexity and nicely layered highlights make this a wine that never quits on you. It tastes like old vine fruit should—subtle, supple and balanced.",65.0,94,8,0.968958026176457
58778,Saronsberg 2008 Full Circle Red (Tulbagh),"This Shiraz-based blend—with splashes of Grenache, Mourvèdre and Viognier—is lush and rich, with notes of ripe blackberry, cherry and strawberry preserves backed by hints of fruit-cake spice and black pepper. The plush mouthfeel boasts similarly concentrated dark-fruit flavors, and the finish boasts a decadent fudgy chocolate note that shows good staying power. Drink now–2016.",42.0,91,8,0.968957825672019
86772,Saronsberg 2008 Full Circle Red (Tulbagh),"This Shiraz-based blend—with splashes of Grenache, Mourvèdre and Viognier—is lush and rich, with notes of ripe blackberry, cherry and strawberry preserves backed by hints of fruit-cake spice and black pepper. The plush mouthfeel boasts similarly concentrated dark-fruit flavors, and the finish boasts a decadent fudgy chocolate note that shows good staying power. Drink now–2016.",42.0,91,8,0.968957825672019
13664,Pulchella 2014 Awakening Red (Paso Robles),"This blend of 66% Tannat and 34% Petite Sirah by Santa Clarita-based winemakers Steve Lemley and Nate Hasper offers layers of rich flavors without being overdone. Deep aromas of black cherry, boysenberry, mocha and caramel lead into a sip full of blackberry paste, beef char, dried tobacco leather and a cocoa spice. The caramel finish is just delicious.",50.0,93,8,0.9678520872038899
111077,Mollydooker 2014 Velvet Glove Shiraz (McLaren Vale),"Full-bodied, rich and chewy, this is a big, bold wine. Ample oak frames black cherry and cassis fruit, adding hints of vanilla and dark chocolate to the fudge-like impression. Warmth suffuses the palate, but doesn't quite progress to full-blown high-alcohol heat. There's no doubting its impressive intensity and ripeness. Drink now–2025.",185.0,93,8,0.9678520369531841
1095,Westerly 2013 Pinot Noir (Sta. Rita Hills),"Dark and deep aromas of black cherry, clove, allspice, black pepper and char make for a hearty impression on this appellation blend. The palate is also rich and powerful, its thick mouthfeel showing black cherry, cocoa, vanilla and a touch of asphalt. A rocky minerality and minty finish complete the experience.",40.0,93,8,0.9678494604920136
70558,Abeja 2005 Cabernet Sauvignon (Columbia Valley (WA)),"In this warm, ripe, lush and forward vintage, winemaker John Abbott has outdone himself. This is immediately appealing, sending a rush of black cherry and cassis fruit backed with darker notes of coffee, smoke and licorice. The flavors are dense and supple, and the wine combines grace and power, unfolding with additional layers of tar, green tea and smoky herb.",42.0,93,8,0.9678480087912676
102751,Kimsey 2014 Syrah (Ballard Canyon),"Roasted coffee, charred lamb, dried plums, purple flowers and a touch of tar show on the nose of this bottling from a vineyard at the southern edge of the appellation, where it picks up a tad more coastal influence. After a soft entry to the palate with rustic cocoa and more coffee flavors, an exotic plum flavor takes over, proving a great balance between ripe and sour.",60.0,93,8,0.967847193406314
23948,CUTT 2013 Fearless Red (Napa Valley),"The producer concocts this fun blend every year from different varieties, this vintage a combination of 58% Syrah, 32% Zinfandel and 10% Grenache. Funky earth and mushroom meet thick, full-bodied waves of blueberry and blackberry bramble, riding smooth, textured waves of big, lengthy flavor.",45.0,90,8,0.9666613656067958
102030,CUTT 2013 Fearless Red (Napa Valley),"The producer concocts this fun blend every year from different varieties, this vintage a combination of 58% Syrah, 32% Zinfandel and 10% Grenache. Funky earth and mushroom meet thick, full-bodied waves of blueberry and blackberry bramble, riding smooth, textured waves of big, lengthy flavor.",45.0,90,8,0.9666613656067958
53425,Hunt & Ryde 2013 Old Vine Zinfandel (Sonoma County),"Named for his sons Hunter and Ryder, this is part of Guy Fieri's small wine project based in Sonoma County. The partnership with Winemaker Guy Davis of Davis Family Vineyards sources from three old-vine sites, including Doug Rafanelli's, to make a balanced wine marked by savory black olive, black pepper and a strong current of Italian deli aromas and flavors. Pillowy tannin and a shot of tobacco add nicely to the whole.",40.0,92,8,0.9666609502506328
2796,Torbreck 2007 Descendant Shiraz-Viognier (Barossa Valley),"Full bodied and concentrated without being overly heavy or tannic, this is a stunning blend of Shiraz (92%) and Viognier (8%). Hints of roasted or grilled meat and black olive balance the bold blackberry fruit, leaving behind a lingering finish of warmth and dusty cocoa. Drink now–2020.",105.0,94,8,0.9666604789713843
73274,Baiocchi Wines 2012 del Maggio Grenache-Syrah (Fair Play),"This combines ripe fruit flavors on the verge of being sweet with smoky, spicy oak accents and full body for a smooth and nicely complex taste experience. Aromas resemble black plums, the flavors are like black cherry, cinnamon and clove, and the finish lingers. The Grenache gets help from 18% Syrah.",24.0,89,8,0.9666597258098214
55001,Adelaida Cellars 2013 Version Red Anna's Vineyard Reserve Red (Adelaida District),"Dried purple flowers and dark cardamom spices are layered across aromas of blackberry, roast beef, soy, jerky and peppercorn on the nose of this blend of 52% Syrah, 40% Mourvèdre and 8% Grenache. A solid, nearly chewy structure unveils dark flavors of beef char, pencil lead, blueberries and a touch of asphalt.",50.0,90,8,0.9666580393458603
24236,Domaine Cazes 2009 Le Credo Red (Côtes du Roussillon Villages),"A blend of Syrah, Carignan, Mourvèdre and Grenache, all in even proportion, this is a lush and dense selection that offers upfront notes of wild blackberry, boysenberry, licorice and sweet spice. The palate is lush and the texture creamy, with medium tannins and lovely chocolate and toasted-oak accents that linger long on the finish.",24.0,89,8,0.9666576444481024
57379,Boeger 2014 Primitivo (El Dorado),"This full-bodied but stealthy and deep wine looks very dark in color. It has moderate ripe fruit and spice aromas, but doesn't really show its cards until the flavors almost explode with boysenberry and blackberry jam, and nuances of wood smoke and dark chocolate hit the palate. It has great intensity, layers of flavor and a nice, lingering finish.",16.0,92,8,0.9666574018837307
23175,Zenaida Cellars 2014 Zephyr Red (Templeton Gap District),"This winery is adept at crafting unusual blends. In this case, 55% Syrah, 40% Zinfandel and 5% Viognier join forces to offer elderberry, blackberry, pine oil, toasted oak, crushed black pepper and charred meat on the nose. The palate gives chocolate, allspice, baked cherry and blueberry, vanilla and a toasty cedar tone.",37.0,91,8,0.9666570410367626
99650,Il Valentiano 2007  Brunello di Montalcino,"A bold, plush pleasure bomb with thick layers of bright cherry and chocolate. Loads of tobacco, spice and new leather. Huge intensity and bold aromas. Fresh oak notes of vanilla and cinnamon show first signs of integration. A bold, modern Brunello with some tannic astringency.",60.0,93,8,0.9666538190786584
96773,Harney Lane 2011 Zinfandel (Lodi),"Imagine coffee ice cream drizzled with boysenberry syrup and you get the gist of the flavors of this full-bodied, rather sweet Zinfandel. Aromas of toasted oak barrels and fresh roasted coffee beans leap out of the glass as you sniff, then rich cherry and boysenberry flavors coat your tongue.  The alcohol is noticeable, but it carries so much flavor along with it that it comes off as decently balanced.",22.0,89,8,0.9666537624520894
113429,Lasseter 2013 Chemin de Fer Red (Sonoma Valley),"A longtime proponent of Rhône blends, this producer combines 60% Grenache, 23% Mourvèdre and 17% Syrah to full-bodied, ripely robust effect, all from estate-grown fruit. Smoky, charred oak and spicy acidity wrap around lush blackberry, cherry and tar, with plenty of grip to show on the finish.",56.0,91,8,0.9666459281008914
50011,ONX 2011 Reckoning Red (Paso Robles),"There's a crazy mix of grape varieties in this blend—Syrah, Petite Sirah, Zinfandel, Tempranillo and Grenache—but each grape brings its own unique voice to form a very complex chorus. While any of them, on its own, might be incomplete, the resulting whole is rich, full-bodied, warming and satisfying. The alcohol is admittedly high, but the wine carries it with style.",45.0,91,8,0.9653796166261218
76270,Paix Sur Terre 2014 Either Side of the Hill Glenrose Vineyard Red (Adelaida District),"Brooding and powerful, this ripe and regionally representative blend of 85% Syrah and 15% Mourvèdre shows caramelized blueberry, chocolate sauce, crème brûlée and coffee bean on the nose. It hits the palate with density that masks the fruit at first, and then unleashes waves of fudge, elderberry, blackberry, licorice and jet-black coffee laced with black cassis.",48.0,94,8,0.9653787915562952
23474,Trinitas 2010 Mysterium Red (Mendocino),"Robust and rustic, this is a full-bodied Italian-inspired red blend, indicative of its varieties which range from Carignane and old-vine Zinfandel to old-vine Petite Sirah, Mataro, old-vine Black Malvasia and Alicante Bouschet. It's old-school in every way, with flavors that tend toward dark cherry, licorice and leather.",28.0,87,8,0.9653781683217652
74339,Trinitas 2010 Mysterium Red (Mendocino),"Robust and rustic, this is a full-bodied Italian-inspired red blend, indicative of its varieties which range from Carignane and old-vine Zinfandel to old-vine Petite Sirah, Mataro, old-vine Black Malvasia and Alicante Bouschet. It's old-school in every way, with flavors that tend toward dark cherry, licorice and leather.",28.0,87,8,0.9653781683217652
389,Walla Walla Vintners 2013 Cabernet Sauvignon (Walla Walla Valley (WA)),"This wine is a blend of fruit from five different vineyards scattered across the valley. The aromas of barrel spice, black cherry, dried leaves, herbs and flowers still seem quite locked up. The flavors are generous and full with palate coating milk chocolate and cherry flavors with a finish that lingers.",38.0,89,8,0.9653773601764002
104003,Alpha Omega 2012 Beckstoffer To Kalon Cabernet Sauvignon (Oakville),"This 100% varietal, barrel-fermented wine from the hallowed site delivers a grip of tension and balanced weight, providing power within its layers of texture. Earthy and pungent with tobacco and herb scents, it offers leather, cedar and black cherry flavors in equal amounts, finishing with length and grace.",250.0,97,8,0.965376441889952
51293,Comartin 2013 The Porterhouse Red (Central Coast),"Cola, Dr Pepper, licorice, blueberry paste and smoked meat show on this blend of 80% Syrah and 20% Grenache, which is an ode to Adam Comartin's butcher ancestry. Dense and chalky dark fruit on the palate is boosted by tobacco, asphalt, black plum skins and good grip. It's full bodied but tart on the edges.",40.0,91,8,0.9653757744767433
46530,Dragonette 2014 Seven Syrah (Santa Ynez Valley),"This bottling, from seven cool climate vineyards, makes a great intro into savory Syrah, showing all that peppery might without shoving it down the throat. Cracked peppercorn is redolent on the nose and palate, with the latter also showing raw lamb and beef char. The sip tends toward soy and leather, but with a core of dried blackberry fruit that's familiar to most palates. The texture is tightly woven.",45.0,93,8,0.9653753373022287
100279,Melville 2013 Estate Syrah (Sta. Rita Hills),"Bacon fat, blackberry jam and black pepper combine for a classic and inviting nose on this bottling from the family-owned winery and winemaker Greg Brewer. The palate is dynamic with tart boysenberries, chipped dark chocolate, crushed peppercorns, a bit of char and beef tar, plus a rich mole-ancho chile element that keeps on giving.",32.0,93,8,0.9653748701490423
22629,Kilikanoon 2010 Oracle Shiraz (Clare Valley),"This is a full-bodied, creamy-textured Shiraz that manages to retain a sense of poise at the same time. Cedar, vanilla and baking spices frame a lush mix of red and black berry fruit, yet this is no mere fruit bomb, adding hints of roast meat and mocha. Drink this plush, supple wine now–2025.",70.0,94,8,0.965374554893121
53417,Alta Colina 2014 Estate Cask Reserve G-S-M (Adelaida District),"There's a savory roasted-meat quality to the nose of this blend of 68% Grenache, 20% Mourvèdre and 12% Syrah that also offers crushed riverstone, a touch of violet and coffee-syrup scents. The hefty, meaty character carries right into the palate that is thick in body, chalky with structure and redolent in roasted blackberry and tangy elderberry fruit.",48.0,92,8,0.9653741945000813
1094,Tantara 2015 Dierberg Pinot Noir (Santa Maria Valley),"Dark purple flowers and tart boysenberry paste show on the nose of this intensely concentrated wine, alongside pencil shavings, bay lead and a lot of iron minerality. More bay leaf and pine needle show on the herbally full and texturally grippy palate, giving minty spice to the dark fruit flavors.",60.0,93,8,0.9653741166968087
91500,Hunnicutt 2013 Zinfandel (Napa Valley),The grapes for this full-bodied wine hail from the Luvisi Vineyard in the heart of Calistoga old-vine country—a warm and welcome site for the variety. Baked blackberry and black olive combine around a taste of charred meat before brawny spins of brown sugar and nutmeg play on the palate with jolts of chocolate and vanilla.,48.0,90,8,0.9639956499449361
76871,Smith & Hook 2014 Cabernet Sauvignon (Central Coast),"Dense blackberry and blueberry-paste scents mesh with dark chocolate, milk chocolate and graphite on the nose of this bottling from the Hahn family. A lush mouthfeel with ample weight unleashes coffee and mocha flavors, blueberry and black cherry fruit, with hints of fudge and a sweet oak touch.",25.0,90,8,0.9639935157194557
101912,Vasse River 2003 Shiraz (Margaret River),"Full-bodied and richly textured, this is an example of a savory-style Shiraz, one whose flavors are based on pepper, black olive and meaty notes supported by black- and blueberry fruit and hints of vanilla oak. It's long, warming and complex on the finish. Drink now–2015. Imported by Margaret River Wines.",24.0,90,8,0.9639934268105121
18089,Kontos 2012 Cabernet Sauvignon (Walla Walla Valley (WA)),"Cocoa, vanilla and baking spice aromas intertwine with cranberry, black licorice, herb and dark fruit on a wine with a very distinctive aromatic profile. The cranberry and cherry flavors are quite soft for the variety, seeming a touch dried out at times but showing a pleasing sense of balance.",38.0,90,8,0.9639931647086225
83644,Edna Valley Vineyard 2013 Winemaker Series Meritage (Paso Robles),"This is a great way to experience big Paso power and lushness in a relatively affordable way. The wine's nose kicks off with rich and delicious blackberry pie and hot vanilla-crust aromas, enhanced by black-cherry pastry, baking spice and dill. Cassis and kirsch notes show on the palate, as does milk chocolate and caramelized fruit.",30.0,92,8,0.9639928135433021
103821,Minassian-Young 2013 Big Barrel Zinfandel (Paso Robles),"This Zin, which gets a boost from 20% Grenache and 5% Petite Sirah, shows a slightly sweet touch on the nose, where dark strawberry and baked cherries meet with a touch of asphalt. The palate is quite syrup and fruit-driven, with blueberry, blackberry, cola and root-beer flavors reminiscent of soda-pop concentrate.",28.0,85,8,0.9639927786030361
89624,Hartenberg 2007 The Stork Shiraz (Stellenbosch),"Medium weight with a satiny smooth texture and great balance, this is a stellar Syrah with great complexity between the rich dark fruit flavors and forest spice. Aromatic accents of cured meat and crème brûlée linger in the back of the bouquet, while a strong coffee flavor stays strong through the finish.",79.0,90,8,0.9639926532991506
