,title,description,price,points,cluster_label,cosine_similarity,price_bin
88305,Mastroberardino 2006 Radici Riserva  (Taurasi),"This is a gorgeous, compelling wine of power and finesse. It has a captivating fragrance of earth, leather, black fruit and incense accented with whiffs of exotic spice. The palate is rich but refined, delivering ripe black cherry, blue berry, tobacco and baking spices along with enveloping, velvety tannins. Drink 2016–2036.",75.0,95,4,0.9841189969961116,above 40
48611,Guastaferro 2006 Primum Riserva  (Taurasi),"Mature dark-skinned berry, leather, underbrush and dark spice are some of the aromas that emerge on this fantastic red. Made from ungrafted vines between 150 and 200 years old, the powerful yet polished palate delivers mature black cherry, crushed raspberry, cinnamon, licorice and white pepper alongside firm, velvety tannins. This still needs time to fully develop. Drink 2018–2031.",90.0,97,4,0.9841189969961116,above 40
30258,Livio Felluga 2006 Picolit Picolit (Colli Orientali del Friuli),"Beauty and purity emerge from the nose of this highly complex and delicate dessert wine. Aromas include pressed flowers, honey, white peach and a touch of mustiness that adds depth and dimension at the back. It's a smooth, succulent drink that delivers sweetness, but never too much of it. Gorgeous.",90.0,96,4,0.9841189969961116,above 40
74219,Massolino 2006 Parafada  (Barolo),"Massolino's Parafada Barolo is a stunningly beautiful wine with bold, confident aromas of black fruit, tobacco, cigar box, cherry cola, clove, nutmeg and vanilla bean. The mouthfeel is bright, lively, velvety and, generally speaking, the 2006 vintage represents a big jump over 2005.",94.0,95,4,0.9841189969961116,above 40
74229,Eugenio Bocchino 2006 La Serra  (Barolo),"From a simpatico, family-run winery comes this benchmark Barolo. La Serra speaks highly of the Langhe territory and of winemaking innovation. Aromas here include cherry cola, vanilla bean, leather and crushed granite stone. The wine is determined and direct with a savory note of cured meat on the long finish. Drink after 2017.",100.0,95,4,0.9841189969961116,above 40
2029,Tenimenti Angelini 2006 Vigna Spuntali Val di Suga  (Brunello di Montalcino),"This full-bodied wine opens with compelling aromas of black fruit, smoked bacon, leather, cinnamon and crushed clove. There's a sassy, spicy characteristic here that is further underlined by the wine's natural sweetness and roundness.",106.0,94,4,0.9841189969961116,above 40
18855,Giuseppe Cortese 2006 Rabajà Riserva  (Barbaresco),"Demonstrating finesse and depth, it discloses a stunning fragrance of pressed rose, iris, berry, leather and truffle. The rich but elegant palate delivers creamy cherry, white pepper and licorice along with supple tannins. This wine already shows great depth but will continue to develop for years.",110.0,95,4,0.9841189969961116,above 40
40904,Fattoria Petrolo 2006 Galatrona Merlot (Toscana),"With its extraordinary texture, bright personality and complex medley of aromas, this is a lovely Merlot. The aromatic layers here include red cherry, earthy tones, exotic spice and cinnamon. The mouthfeel is smooth and gorgeous with delicious softness and opulent richness. Drink after 2015.",120.0,95,4,0.9841189969961116,above 40
35109,Le Macchiole 2006 Paleo Cabernet Franc (Toscana),"This beautiful vintage of Paleo (an oak-aged expression of Cabernet Franc) shows dark, inky intensity and loads of mature black fruit, spice, plum, prune and blackberry. It is extremely smooth and rich with a long-lasting fade that consists of fruit and clove-like flavors. Yet, the tannins are still firm, so put this wine aside in your cellar for at least five years.",125.0,96,4,0.9841189969961116,above 40
84306,Zenato 2006 Sergio Zenato Riserva  (Amarone della Valpolicella Classico),"This is a real beauty, with huge intensity and loads of deep chocolate fudge, black cherry, cola, barbecue and black licorice flavors. It manages contrasting tones of sweet versus savory that pleasure the tastebuds. The palate is rich, smooth and superconcentrated.",125.0,95,4,0.9841189969961116,above 40
