,title,description,price,points,cluster_label,cosine_similarity,price_bin
4627,Koyle 2013 Royale Los Lingues Vineyard Cabernet Sauvignon (Colchagua Valley),"Spicy aromas of balsam wood, tobacco and sawmill work well with ripe but reserved red-berry scents. Tight, tannic but also fresh as opposed to drying, this Cabernet from a cool year delivers a classic set of herbal berry, plum and wood spice flavors. A ripped finish is dry and oaky now, with core fruit resting for the future. Drink 2018–2028.",26.0,92,7,0.4141948867213288,20-40
47161,Koyle 2013 Royale Los Lingues Vineyard Cabernet Sauvignon (Colchagua Valley),"Spicy aromas of balsam wood, tobacco and sawmill work well with ripe but reserved red-berry scents. Tight, tannic but also fresh as opposed to drying, this Cabernet from a cool year delivers a classic set of herbal berry, plum and wood spice flavors. A ripped finish is dry and oaky now, with core fruit resting for the future. Drink 2018–2028.",26.0,92,7,0.4141948867213288,20-40
106001,Santa Alicia 2010 Millantu Red (Maipo Valley),"A harmonious mix of dry spice, herbal berry and rubbery aromas sets up a full-bodied palate that's brimming with ample oak and firm tannins. This blend of Cabernet Sauvignon, Cabernet Franc and Carmenère is rugged but generous, with loads of raspberry, plum and herbal flavors resting before an earthy finish of acidic vitality, tomato notes and herbal impressions. Drink through 2018.",30.0,91,7,0.46429374944673263,20-40
88744,Pujanza 2009  Rioja,"Dry, earthy plum and berry aromas are attractive and unadulterated. This feels alert, with a refined texture and full tannins supporting red plum and raspberry fruit. A structured, mildly tannic finish tastes peppery and a bit woody, all good signs for the future. Drink through 2019.",30.0,92,7,0.435687297147829,20-40
53578,CVNE 2012 Viña Real Reserva  (Rioja),"Compact, almost gritty aromas of tree bark and herbal berry fruits require time to breathe. After necessary airing, this is elegant and fresh on the palate, but full in body. Herbal plum and berry flavors are leathery, spicy and suggest tomato as this transitions to a firm, racy finish. Drink through 2020.",32.0,92,7,0.45106839458609005,20-40
96963,Resalte 2010 Crianza  (Ribera del Duero),"Calm aromas of plum, berry fruits and dried spices are composed. This feels solid and ripe, but also energetic. Flavors of chocolaty oak, mocha, baked plum and ripe berry fruits finish with lasting notes of clove and wood spice. Drink through 2022.",35.0,92,7,0.4695163276231484,20-40
92503,Bodegas Riojanas 2008 Viña Albina Gran Reserva  (Rioja),"Earthy mature plum and berry aromas are quite solid. This feels tight and a little abrasive, but smooth enough to rank high. Spicy dry peppery berry flavors finish with lasting cherry and plum notes on a long balanced finish. Drink through 2025.",35.0,91,7,0.47172492303855085,20-40
50130,Proelio 2012 Cepa a Cepa  (Rioja),"Smoky, charred aromas of leathery berry fruits and coffee are staunch and potent. Matching the nose, this feels plump and full in body and soul. Earthy cherry and berry flavors come with a hint of herbal plum. On the finish, this rises up, beats its chest, and shows gravitas and fine oak. Drink through 2024.",40.0,92,7,0.5086142539350605,20-40
46514,Santa Rita 2008 Triple C Red (Maipo Valley),"Dry, leafy, herbal aromas come with berry power and spice. Triple C stands for Cabernets Franc and Sauvignon as well as Carmenère. This is a wide load on the palate, with smooth tannins and savory, roasted berry flavors that lead to a finish boasting chocolate, leather, spice and baked berry notes. Drink through 2017.",40.0,92,7,0.4491546084974967,20-40
31451,Odfjell 2011 Aliara Red (Central Valley),"Ripe plum and red-berry aromas are complete, spicy and a touch furry, like wool. This blend of Malbec, Cabernet Sauvignon, Syrah and Carignan feels full and pure, with comfortable tannins. Chunky berry, plum and herbal flavors turn savory on a chewy finish. Drink through 2020.",40.0,91,7,0.5127062774162698,20-40
14477,Arrocal 2012 Selección  (Ribera del Duero),"This wine's compact, lightly toasted berry aromas are reticent but also slyly complex. The palate is packed with firm, abrasive tannins. Dark berry, spice, toast and chocolate flavors finish long and harmonious, with equal amounts of herbal, exotic, oak and berry flavors. Drink through 2026.",42.0,92,7,0.40254483576967975,above 40
113233,Contino 2010 Reserva  (Rioja),"Earthy notes of plum and berry include a touch of leafy herbs. This is crisp, elegant and slightly tomatoey in feel, with dry herbal plum and berry flavors that end fresh and savory. There's nothing over the top about this classic Rioja. Drink through 2024.",48.0,92,7,0.46068717312255186,above 40
93598,Vall Llach 2014 Idus Red (Priorat),"This wine's full dark berry and desert herb aromas are typical of Vall Llach. Its full-bodied, chunky palate delivers brandied black currant, black plum and baked berry flavors, with a finish that's strong with peppery, herbal notes. Drink through 2022.",50.0,91,7,0.45095062935548236,above 40
52590,Neyen 2010 Carmenère-Cabernet Sauvignon (Colchagua Valley),"Tasted side-by-side with the Neyen 2009, this younger wine is more vital and strapping. Spicy aromas of herbal berry and cassis come with a tree-bark accent. This is well cut but delivers good body and weight, while flavors of herbal plum and berry are spicy and finish earthy and loamy. Drink through 2020.",50.0,92,7,0.4470910591585781,above 40
9524,Valentin Bianchi 2012 Enzo Bianchi Red,"Earthy, mossy, cedary aromas of berry fruits come with spice and coffee notes. This is fairly high in tartaric acid, so it scrapes across the palate. Quick-passing flavors of wild berry fruits and plum are toasty and lightly herbal, while the finish on this Cabernet Sauvignon blend is tight, spicy and grating in feel. Drink through 2022.",55.0,91,7,0.4750060935132941,above 40
33313,Marqués del Puerto 2014 Bentus  (Rioja),"This wine's ripe berry aromas are accompanied by creamy oak, pepper and licorice notes. It feels choppy yet built to last, with spicy, lightly herbal berry and plum flavors and an abrasive but fresh finish, suggesting it will not suffer from further aging. Drink through 2024.",58.0,91,7,0.45789665883343966,above 40
87419,Casa Donoso 2009 D Red (Maule Valley),"High-toned aromas of raspberry and plum come with herbal, olive accents that are entirely normal for Chilean Bordeaux-style blends. This feels fresh and agile on the palate, with raspberry, cherry, plum and berry flavors offset by herb, mint and tobacco notes. An elegant feel and herbal shadings define the finish on this ready-to-drink blend of Cabernet Sauvignon, Carmenère, Malbec and Cab Franc.",70.0,92,7,0.4356582734302055,above 40
47167,Ventisquero 2012 Enclave Cabernet Sauvignon (Maipo Valley),"Earthy aromas include herbal notes, a hint of tomato sauce, asphalt and dusty berry fruits. This has a raw tannic exterior but is softer in the middle. Flavors of saucy, herbal plum and blackberry come with notes of tobacco and olive, while this is drawing and gritty on the finish, with a roasted quality. Drink through 2024.",75.0,92,7,0.40485415528287866,above 40
4618,Concha y Toro 2013 Don Melchor Puente Alto Vineyard Cabernet Sauvignon (Puente Alto),"Initially this smells foxy, with jumpy untamed berry and plum notes racing across the nose. After the aromas come around, this is hard and choppy on the palate, while herbal black-plum and carob flavors finish more lushly than before, but still fairly tannic. Drink through 2023.",120.0,92,7,0.4218591839579541,above 40
40463,Arzuaga 2004 Gran Reserva  (Ribera del Duero),"For aged Ribera del Duero, this is right on target. An elegant, lightly leafy nose with lemony oak and tobacco notes along with dried berry and plum aromas is spot on and classy. The palate feels plump and honest, with moderate tannins. Flavors of earthy plum and berry, tobacco and a pantry's worth of spice finish full and chunky. Drink through 2022.",149.0,93,7,0.41970857508908893,above 40
