,title,description,price,points,cluster_label,cosine_similarity,price_bin
4520,Marimar Estate 2010 Don Miguel Vineyard La Masía Chardonnay (Russian River Valley),"There's a lot of lees influence on this wine, which gives it a sourdough taste and creamy mouthfeel. It's dense in tropical fruit, citrus, green apple and honey notes, with a touch of sweet, smoky oak. A dry, complex, multilayered wine, this will gain traction with 2–4 years in the cellar.",35.0,94,6,0.9993948651295279,20-40
973,Bergström 2015 Old Stones Chardonnay (Willamette Valley),"Irresistably delicious and reminiscent of cru Burgundy, this laser-focused effort features bright Meyer lemon, tangerine and peach flavors, with plenty of juicy acidity. It grows deeper and richer as it breathes—and seems to disappear way too quickly once opened.",35.0,94,6,0.9993948651295279,20-40
2036,Dutton Estate 2010 Dutton Palms Vineyard Dutton Ranch Chardonnay (Russian River Valley),"The vineyard is in the coolest part of the Green Valley of the Russian River Valley. The wine, which is totally dry, is marked by brilliant acidity and long hangtime flavors of oranges, Meyer lemons and kiwi fruit, enriched by barrel fermentation and aging.",40.0,94,6,0.9993948651295279,20-40
2282,Marimar Estate 2011 Don Miguel Vineyard Bonita's Hill Unfiltered Chardonnay (Russian River Valley),"Fresh in mouthwatering minerality, this is positively bright, balanced and layered in lingering notes of lemon curd, green apple and just-picked vanilla bean. It is a gloriously delicate wine that's named for one of Marimar's beloved Springer Spaniels, made from one block planted to a selection of the See clone.",43.0,94,6,0.9993948651295279,above 40
4068,Patz & Hall 2014 Dutton Ranch Chardonnay (Russian River Valley),"This voluptuously seductive wine is also elegantly balanced. Citrus, wet stone and sea salt lift the minerality to pronounced levels, accented by a crispness of lemon peel and papaya wrapped in blossoming jasmine. Many of the vines on the site date back nearly 40 years, a demonstration that in age there is beauty.",44.0,95,6,0.9993948651295279,above 40
4073,Three Sticks 2014 Durell Vineyard Origin Chardonnay (Sonoma Valley),"This is a beautiful display of Durell's greatness, crafted from two blocks of the vineyard, one planted to Old Wente, the other in one of the site's most rocky and windy areas. Combined, it offers well-integrated notions of golden apple, pear and honey amidst a freshness of acidity and unobtrusive oak, just the slightest suggestion of nutmeg-dusted brioche on the finish.",48.0,95,6,0.9993948651295279,above 40
970,Shafer 2015 Red Shoulder Ranch Chardonnay (Carneros),"Always impressive in its grasp of power and grace, this white is memorable from start to finish, beginning with a dark golden-hay color that dazzles in the glass. A strong floral component of jasmine invites on the nose, while sparkling acidity maintains a freshness amidst the integrated oak and delicious flavors of honeyed pear and crème brûlée.",52.0,94,6,0.9993948651295279,above 40
5647,Lynmar 2011 Susanna's Vineyard Chardonnay (Russian River Valley),"The trick with getting a Chardonnay this honeyed is to keep it balanced and make it finish dry. Lynmar accomplishes these tasks with dexterity. Partly because of the acidity, partly the stony, crystalline minerality. The wine is terrifically rich in tropical fruits, melons, sweet Meyer lemons and ripe summer peaches, with all the buttered toast you could ever want from oak. In lesser hands, it would all be too much.",55.0,94,6,0.9993948651295279,above 40
5631,Lynmar 2011 Quail Hill Vineyard Chardonnay (Russian River Valley),"This wine could easily be mistaken for French Chablis. It's notable for the tight, nervous feeling that acidity and minerals combine to stimulate, and the finish is very dry. There is, fortunately, a great heart of sweet tropical fruit, like the purest golden mango purée, ripe and succulent and honeyed. Terrific now, but such is the balance that this could be one of those Chardonnays that changes in interesting ways over the next 5–6 years.",55.0,95,6,0.9993948651295279,above 40
4171,Domaine Drouhin 2015 Édition Limitée Chardonnay (Dundee Hills),"Domaine Drouhin's reserve-level Chardonnay puts new oak flavors front and center but backs them up with ultraripe fruit. A lush mix of tangerine, melon and peach notes combine, expanding across the palate. It's drinking quite well already but should continue improve through 2024.",65.0,94,6,0.9993948651295279,above 40
