,title,description,price,points,cluster_label,cosine_similarity
32622,Kracher 2013 Trockenbeerenauslese Nummer 5 Zwischen den Seen Scheurebe (Burgenland),"Candied lime and lemon zest are bathed in the rich honey notes of full-blown botrytis. This lifted scent is more than heady and continues intensely on the lusciously sweet palate. Candied quince and mandarin peel run circles round honeycomb and apricot jam which swirls around your brain like a psychedelic dream in all its apricot glory. There is something otherworldly about this wine, something ambrosial and decadent, made all the more so by its apparent weightlessness. What a triumph.",95.0,97,3,0.9979774496351095
41066,Royal Tokaji 2013 6 Puttonyos Aszú Gold Label  (Tokaji),"This ethereal Tokaji Aszú is golden in color, with aromas of delicate acacia flower, honeysuckle, fresh peach and tinned apricot. The flavors come alive on the palate, showing luscious apricot, floral honeycomb and fresh pear juice. The acidity is perfectly balanced to prevent this delightful wine from being too cloying.",80.0,97,3,0.9979774496351095
41076,Royal Tokaji 2013 5 Puttonyos Aszú Red Label  (Tokaji),"Straw colored with gold reflections, this delightful sweet wine has aromas of dried pear, fresh apricot and yellow peach. Flavors of fresh Bartlett pear, acacia honey and tinned apricots unfold on the palate. The finish is sweet, with just the right amount of acidity.",54.0,96,3,0.9979774496351095
53678,Hickinbotham 2013 The Peake Cabernet-Shiraz (McLaren Vale),"This is a top example of the classic Australian blend. Cabernet (57%) provides cigar box aromas and elongates the finish, while Shiraz (43%) fills out the midpalate. The combination is full-bodied yet muscular, generous yet firmly structured. Essence of cassis is framed by hints of vanilla and cedar, while the long finish shows off chewy tannins and mouthwatering acids. Drink 2023–2035, and posssibly beyond.",150.0,96,3,0.9979774496351095
316,Jasper Hill 2013 Georgia's Paddock Shiraz (Heathcote),"Dusty, firm, powerful: just a few apt descriptors for this vintage of one of Heathcote's top wines. Mocha, licorice and blackberries feature on the nose, while the palate delivers more of the same—dark fruit, chocolate and plenty of spice. Best after 2020.",85.0,95,3,0.9979774496351095
325,Wakefield 2013 St. Andrews Single Vineyard Release Shiraz (Clare Valley),"The Taylor family selected Clare Valley for its Cabernet affinity, but this Shiraz is a knockout. Yes, it's oaky—full of menthol, vanilla and toasted coconut—but there's just enough black cherry and plum fruit to support the wood. It's a plush, full-bodied wine with immense appeal, for drinking now–2025.",60.0,95,3,0.9979774496351095
14130,Joh. Jos. Prüm 2013 Zeltinger Sonnenuhr Auslese Riesling (Mosel),"Blossomy pink-grapefruit perfume bursts from this fruity, floral, complex auslese. While lip-smackingly sweet with flavors of red berries and hibiscus nectar, it's grounded with a backdrop of acidity and steely minerality that resonates long through the finish.",52.0,95,3,0.9979774496351095
14131,Joh. Jos. Prüm 2013 Bernkasteler Badstube Auslese Riesling (Mosel),"Sheer in texture, this honeyed nectar falls on the palate like a whisper, but its stone fruit, red berry and grapefruit flavors are powerful and compounding. Multifaceted with touches of sugar cookie and guava juxtaposed with lime zest and slate, it delivers a long, ponderous finish.",50.0,95,3,0.9979774496351095
14795,Lambert 2013 The Family Tree Shiraz (Barossa Valley),"Rich, dense and intense, this is a big, muscular rendering of Barossa Shiraz. Scents of maple syrup and menthol intertwine with flavors of ripe plums and grilled meat. It's mouthcoating and long on the tannic finish, so give it some time in the cellar; drink 2020–2030.",65.0,95,3,0.9979774496351095
34905,Wakefield 2013 St. Andrews Single Vineyard Release Shiraz (Clare Valley),"The Taylor family selected Clare Valley for its Cabernet affinity, but this Shiraz is a knockout. Yes, it's oaky—full of menthol, vanilla and toasted coconut—but there's just enough black cherry and plum fruit to support the wood. It's a plush, full-bodied wine with immense appeal, for drinking now–2025.",60.0,95,3,0.9979774496351095
