,title,description,price,points,cluster_label,cosine_similarity
106575,Dingač Winery 2009 Plavac Mali (Peljesac),"Soft and sweet on the nose with scents of cherry pie, vanilla and spice, this unusually light-bodied Plavac Mali is fresh and vibrant with a bright red fruit core and zippy acidity. There's a tinge of green on the midpalate, but soft, furry tannins and the sour cherry finish are pleasant.",12.0,86,8,0.39435409376642316
89434,Sequillo 2005 5 Red (Swartland),"From the creative mind of Eben Sadie, the Sequillo red blend is a quiet wine with character. The nose offers raspberry, red berry and spice, and on the palate, integrated flavors of red cherry and dark fruit, spice and minerality give the wine an elegant spin. Good acidity and balance, and a fresh overall character add to the interest.",34.0,89,8,0.37271632615058853
116431,Brutocao 2013 Slow Lope'n Vineyard Pinot Noir (Anderson Valley),"Almost like liquid cherry pie—but not sweet—this medium-bodied wine smells like the red fruit and baking spices, and tastes fresh and juicy with both red and sour cherries. It has good heft on the palate due to firm but light tannins and supportive acidity for balance.",32.0,90,8,0.3634235054436889
100323,Semeli 2010 Dry Red Agiorgitiko-Cabernet Sauvignon Red (Peloponnese),"This red starts with aromas of dried forest fruit, crushed herbs and red fruit, and on the palate, classic, elegant waves of dried fruit, spice and black pepper. Spicy and dry but softened at the edges by cherry fruit, it's a classy red with versatile pairing ability.",14.0,88,8,0.363209597475292
69116,Couloir 2014 John Sebastiano VIneyard Pinot Noir (Sta. Rita Hills),"Baked black cherry and black plum meet with lots of crushed gravel and light fennel on the nose of this bottling that is all about fruit and earth, rather than herb and spice. Tart red plum and sour raspberry show upon the palate's gravelly texture, but darker red fruit awaits in the midpalate along with char and a touch of soy.",52.0,93,8,0.3625094881372415
111289,Couloir 2014 John Sebastiano VIneyard Pinot Noir (Sta. Rita Hills),"Baked black cherry and black plum meet with lots of crushed gravel and light fennel on the nose of this bottling that is all about fruit and earth, rather than herb and spice. Tart red plum and sour raspberry show upon the palate's gravelly texture, but darker red fruit awaits in the midpalate along with char and a touch of soy.",52.0,93,8,0.3625094881372415
33238,Artner 2014 Klassik Zweigelt (Carnuntum),"A touch of reduction clings to the nose but the palate spells an abundance of fresh, crunchy red cherry. The slender body unfolds in joyful fruit and brims with freshness. This is light-bodied but utterly governed by delicious red-cherry fruit. Drink soon.",14.0,88,8,0.36074468886468863
58283,Kontos 2013 Merlot (Walla Walla Valley (WA)),"The aromas of barrel spice, herb and cherry are light and elusive. The red-fruit flavors are medium bodied, pulling up short on the finish.",37.0,88,8,0.3589853468166827
9408,Palivou 2011 Single Vineyard Selection Agiorgitiko (Nemea),"Bright red fruit, plum and spice aromas are followed by a combination of smoke, spice and red fruit on the palate. The wine is focused around cherry-fruit tones and overall shows good balance.",25.0,90,8,0.35886317530058126
22347,Woodbridge by Robert Mondavi 2015 Cabernet Merlot (California),"This medium-bodied wine has fresh red cherry and strawberry aromas followed by light cherry and plum flavors, very mild tannins and a rather soft texture.",8.0,85,8,0.3585847812041358
24592,Johanneshof Reinisch 2014 Grillenhügel Pinot Noir (Thermenregion),"Smoke and vanilla spice hover above appetizing notions of tart red-berry fruit. The body is light and spicy and has a touch of fragrant conifer and an abundance of lovely unforced cranberry and red cherry. There is a pervasive freshness and elegance to this wine, which lifts it well above the ordinary. Pinot lovers will rejoice in the spice and light-footedness, but there is a serious beautiful core of fruit and a lasting peppery finish.",40.0,94,8,0.35793199805449033
49121,Weingut Groiss 2013 Classic Zweigelt (Wagram),"An intriguing headiness of red cherry promises an unadulterated purity of fruit. On the palate there is pepper, too, and more of that ripe, red cherry. This is fruit-forward, refreshing and simple but at the same time very balanced, fresh-faced and wonderfully authentic: Its honesty shines alongside the pure cherry fruit.",16.0,90,8,0.3570500100110676
110438,Weingut Groiss 2013 Classic Zweigelt (Wagram),"An intriguing headiness of red cherry promises an unadulterated purity of fruit. On the palate there is pepper, too, and more of that ripe, red cherry. This is fruit-forward, refreshing and simple but at the same time very balanced, fresh-faced and wonderfully authentic: Its honesty shines alongside the pure cherry fruit.",16.0,90,8,0.3570500100110676
104520,Edmonds Winery 2007 Slide Ridge Red Wine Red (Columbia Valley (WA)),"This is a soft, tart, light red wine with excessive volatility. The finish borders on vinegary flavors, which overtake the fruit.",29.0,82,8,0.3531845511577283
