,title,description,price,points,lda_label,5
23808,Meander 2006 Morisoli Vineyard Cabernet Sauvignon (Rutherford),"This very fine Cabernet wants a little time in the cellar. Right now, it's tight in tannins, with some acidic bitterness in the finish. The flavors are of black currants and smoky new oak. The Morisoli Vineyard has been home to very good, ageable bottlings from the likes of Sequoia Grove and Elyse, but in the last few years, Meander has expressed its terroir best. Try after 2012.This very fine Cabernet wants a little time in the cellar. Right now, it's tight in tannins, with some acidic bitterness in the finish. The flavors are of black currants and smoky new oak. The Morisoli Vineyard has been home to very good, ageable bottlings from the likes of Sequoia Grove and Elyse, but in the last few years, Meander has expressed its terroir best. Try after 2012.",100.0,93,5,0.9769183601599473
20582,Windstream 2012 Sarmento Vineyard Pinot Noir (Santa Lucia Highlands),"While this bottling is always interesting, it is dependent on vintage conditions. This bottling, from the excellent 2012 harvest, is Windstream's best ever, a provocative example of a cool-climate Pinot from a fine vineyard in an excellent year. It's bone dry, tart in acidity and hugely complex, offering layers of raspberry sour candy, cherry-pie filling, persimmons, tobacco spices and just a touch of smoky oak. The mouthfeel is silky and delightful. As good as this wine is, give it at least until 2018 to develop further.",40.0,91,5,0.9756695545662954
261,Cambria 2011 Bench Break Vineyard Pinot Noir (Santa Maria Valley),"This is another fine Pinot from Cambria, showing the winery's great price-quality ratio. Words like opulent and elegant come to mind to describe intense flavors of black cherries, licorice, cola, herb tea and Indian spices. It's bone dry, and also quite tannic, but you can enjoy it now with big, rich lamb and beef dishes, or a wild mushroom risotto. Otherwise, it will continue to improve for at least eight years.",34.0,92,5,0.974280758647961
31560,Williams Selyem 2005 Hirsch Vineyard Pinot Noir (Sonoma Coast),"As usual with a Hirsch Pinot, the wine is young and thick and jammy, even a little heavy, and needs time to develop. The wild raspberry, sour cherry, cola and Asian spices have a touch of smoky new oak, while the tannins and acids are noticeable, providing a dry architecture for the ripe fruit. Should develop over the next decade, as everything comes together into balance.",72.0,93,5,0.974278018449311
9940,Stonegate 1997 Cabernet Sauvignon (Napa Valley),"Somehow, this fine winery gets left off a lot of “best of” lists, which makes it a great value, especially from a super vintage like ‘97. This is serious Napa Cabernet, filled with fancy black currant, cassis and mocha, and complex with toasty oak. It's very dry and elegant, one of those wines that fills the palate with the most sumptuous flavors and textures. It's so focused, it's delicious now, but there's no doubt it will age and improve for a long time.",25.0,92,5,0.9718701145623551
48892,Rocca 2004 Cabernet Sauvignon (Yountville),"An interesting wine. It comes from a southerly part of Napa Valley many consider too cool for fine Cab. But this was a warm vintage. The result is very ripe fruit, wrapped in robust, hard tannins that make the wine too young to drink now. The blackberry, currant, cherry and new oak flavors are delicious, but this Cab needs at least through 2008 to come into its own, and will be better after 2010.",60.0,90,5,0.9718689244139698
36014,Williams Selyem 2010 30th Anniversary Cuvée Estate Vineyard Pinot Noir (Russian River Valley),"This is a Pinot Noir of considerable force. Your first impression is of irrepressible power, with masses of fruit punching through an overlay of tannin and oak. Then the flavors fantail out, suggesting cherries, cola, currants and spices that are rich and complex through the long finish. For all its richness, the wine retains an agreeable delicacy of texture. Comprised of lots selected by winemaker Bob Cabral for this anniversary bottling, it's right up there with Williams Selyem's best 2010 Pinots, and just as ageable. Drink now–2022. The wine is only available as part of a two-pack from the winery for $250; the other bottle is the 2010 Morning Dew Ranch Pinot Noir, from Anderson Valley.",125.0,97,5,0.9709637975398236
73350,Black Coyote 2007 Reserve Cabernet Sauvignon (Atlas Peak),"Tasted blind in a large group of Napa Valley Cabernets, this one stood out for sheer power and authority. It's absolutely delicious, dazzling showing blackberry tart, cherry pie with the sweet, smoky crust, cassis and baking spice flavors, wrapped into wonderfully thick, fine tannins. Pure California fruit, but dry, balanced and nuanced. A classic, but high-alcohol haters will find plenty to complain about. Drink now–2020.",85.0,97,5,0.9709610403156393
58469,Thomas Fogarty 2006 Merlot (Santa Cruz Mountains),"Feels classy and vital from the very start and all the way through. Lots of ripe, complex, bone-dry blackberry, cherry, cola, cassis, herb, chocolate and cedar flavors that finish long and spicy. Even nearing five years of age, the tannins are significant, giving the wine a tough astringency. Hard to tell if the fruit will outlast the tannins. If you drink now, give it a good, long decant.",34.0,91,5,0.9699941049733665
94148,Matrix 2009 Reserve Nunes Vineyard Pinot Noir (Russian River Valley),"Deeply flavored in raspberries, cherries, red licorice and exotic dusty spices, this Pinot Noir has a tannin-acid tightness that makes it aloof and hard. Although it's dry, it's so rich in fruit, it tastes sweet. A very fine wine, but needs some time to come around. Give it four or five years to mellow.",56.0,92,5,0.9699940072143786
