,title,description,price,points,lda_label,1
49115,Maison Nicolas Perrin 2010  Côte Rôtie,"It hurts to say this, but $78 qualifies as a decent value in Côte Rôtie these days. This is delicately floral on the nose, while vibrant raspberry fruit carries through on the palate. A hint of creaminess marks the texture, turning to fine silk on the finish. Drink now–2023.",78.0,93,1,0.9181569479496055
29725,La Montagne 2012 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),"Slightly sour orange-cranberry aromas meet with a touch of sagebrush on this wine from an increasingly popular vineyard at the eastern edge of the Sta. Rita Hills. The even-keeled, very drinkable flavors surround tongue-tantalizing spice, light red fruit and a little caramel on the finish.",50.0,92,1,0.9499863520601115
102105,La Montagne 2012 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),"Slightly sour orange-cranberry aromas meet with a touch of sagebrush on this wine from an increasingly popular vineyard at the eastern edge of the Sta. Rita Hills. The even-keeled, very drinkable flavors surround tongue-tantalizing spice, light red fruit and a little caramel on the finish.",50.0,92,1,0.9499863520601115
107680,Saffron Fields Vineyard 2013 Heritage Clones Pinot Noir,"The heritage clones referenced here are Pommard and Wädenswil, yielding fresh and forward fruit flavors of strawberry with a cherry-popsickle kick. There's a nice brambly texture to the fruit, along with a dash of cola. It's a harmonious and texturally resonant Pinot Noir ready for near-term enjoyment.",50.0,92,1,0.9399906801067214
27835,Merryvale 2010 Pinot Noir (Napa Valley),"It's impossible to exaggerate the yummy factor of this silky, fruity Pinot Noir. While it has pleasant acidity, it's the raspberry, cherry, cinnamon and brown-sugar flavors that make it so appealing to drink now.",35.0,92,1,0.9357067453997836
41462,Kokomo 2013 Peters Vineyard Gopher Hill Block Pinot Noir (Sonoma Coast),"Light in color this wine features gorgeous acidity and a lining of fresh, vibrant red cherry, adorned completely by a pretty rose-petal bouquet. Though gentle in color and body, the texture moves along, providing plenty of body to keep the wine freshly alive.",42.0,92,1,0.8905157960482528
52815,Fields 2015 Bechthold Vineyard Cinsault (Lodi),"This is an absolutely charming, lighter-style dry wine that has a translucent ruby color, fresh raspberry and red cherry aromas and mild but vivid flavors buoyed by good acidity and very moderate tannins. Light body doesn't mean wimpy, though, as this gem has good depth and a lingering finish.",26.0,91,1,0.9571354425013255
108063,Castle Rock 2016 Rosé of Pinot Noir (Mendocino County),"This smells and tastes like a pale Pinot Noir and has some of the body and smooth texture of a red wine, too. Tasty cinnamon, nutmeg and red-cherry flavors get plenty of uplift from zingy acidity, so the balance is great and the finish lingers.",12.0,91,1,0.9549887610520514
7235,R2 2012 Camp 4 Vineyard Grenache (Santa Ynez Valley),"Sonoma's Roessler brothers deliver a great Grenache, with cinnamon spice, rose petals, squeezed strawberries and pie crust on the nose. Bright acidity shines on the palate, with red berries and strawberry spritzer flavors. Good tension between tannins and bitterness leads to a mouthwatering finish.",34.0,91,1,0.9549869713749509
103177,The Farm Winery 2014 The Dish Grenache (Adelaida District),"This wine shows red plum, Rainier cherry, rose petal and churro spice aromas. The palate is clean and crystalline in its red cherry and cinnamon spice flavors, proving light and easy, with bright acidity and grippy texture.",60.0,91,1,0.9470497939995485
31674,Municipal Winemakers 2015 Counoise (Santa Barbara County),"From a grape rarely used alone in the United States, this bottling from Rodney's Vineyard shows tart red fruit, carnation and iron aromas on the subtle and fresh nose. Its ripe red fruit flavors are presented in a light-bodied frame, with vivid energy and clean mouthfeel.",27.0,91,1,0.9470448338123809
61041,Broadley 2014 Shea Pinot Noir (Willamette Valley),"The Shea cuvée has more stuffing than the other Broadley Pinots, with clean strawberry-cherry flavors. There's a streak of caramel running through the middle, and overall it's a well-balanced, forward and flavorful wine that will drink nicely now through the early 2020s.",50.0,91,1,0.9307594895659429
105176,Gran Moraine 2013 Pinot Noir,"Pretty aromas of strawberry and raspberry fruit push those flavors forward, with supporting acidity. A light vein of pine needle and herb underscores the tart fruit. It's all in sync with lovely definition.",45.0,91,1,0.9307524178793806
92117,Pennyroyal Farm 2015 Rosé (Anderson Valley),"Light and lively, this Pinot Noir-based wine has subtle but delicious, fresh and tangy cherry and raspberry flavors that unfold on the palate.",25.0,91,1,0.9249832569681101
53910,La Follette 2010 Manchester Ridge Vineyard Pinot Noir (Mendocino Ridge),"Bright and high in acidity, this has a lively cherry flavor, plus a layering of earthy mushroom. It's silky from start to finish.",50.0,91,1,0.9181656809833941
100167,Kynsi 2009 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),"Made in the Kynsi style, this is direct and delicious, made for drinking now. The wild raspberry and cherry flavors have a brightness and acidity that make them savory.",39.0,91,1,0.9181574100433381
139,Yardstick 2013 Ruth's Reach Cabernet Sauvignon (Napa Valley),"This wine shows off Yountville fruit at its finest, starting with a floral component to the nose. Spicy, bright and lifted, it coats the palate in ripe berry and cherry, ending with a snap of vanilla.",25.0,91,1,0.9099758199048569
74442,Carpe Diem 2013 Pinot Noir (Anderson Valley),"Lighter, leaner flavors like cranberry, rhubarb and tart cherry light up this wine from the first sniff through the tangy finish. Balanced on the fresher, crisper side of the spectrum, it has firm tannins, an appetizing dry texture and medium body. The focused fruit flavors and light spicy accents make it distinctive.",35.0,91,1,0.8806092505780733
25674,Halcon 2014 Wentzel Vineyard Pinot Noir (Anderson Valley),"Very tasty and well-balanced, this wine is fresh, smooth and easy to enjoy, and it stayed that way for two days after tasting. It has delicious red cherry and cranberry flavors that blend nicely with the lively texture and medium body. Just the thing when a slightly lighter, more refreshing red is called for.",42.0,91,1,0.8712030596320169
18381,Bruliam 2011 Caritas Cuvée Pinot Noir (Anderson Valley),"Light in color this is a delicious Pinot Noir, woodsy and invoking faint red cherry aromas and flavors laced in herb. Softly textured and silky, enjoy on its own or with a roast chicken dripping in rosemary and butter.",35.0,91,1,0.8556255574912185
