,title,description,price,points,cluster_label,cosine_similarity
57,Simonnet-Febvre 2015  Chablis,"From the warm 2015 vintage, this is a soft and fruity wine. It's open with broad white fruit flavors, the acidity lighter than usual for Chablis, giving it a particularly ripe character. Drink now.",24.0,86,0,0.9554742531623801
58,Vignerons des Terres Secrètes 2015  Mâcon-Milly Lamartine,"This soft, rounded wine is ripe with generous pear and melon flavors. It's easy and ready to drink young for its smooth, attractively ripe character.",15.0,86,0,0.9554742531623801
166,La Chablisienne 2006 Les Vénérables Vieilles Vignes  (Chablis),"The impact of 50-year old vines is seen in the concentrated fruit, ripe and full,  in this wine. The flavors are of fresh apricots, edged with green apples and pink grapefruit, a combination that shows both richness and great freshness. The finish is a reminder of the fine acidity in 2006.",27.0,88,0,0.9554742531623801
179,Bertrand Ambroise 2006  St.-Romain,"A citrus-dominated wine, lime and lemon giving a crisp intensity. There is a somewhat bitter toast element, but the acidity, the fresh fruits and the soft structure act as a counter-balance. Give it six months to a year. Screwcap.",35.0,87,0,0.9554742531623801
313,Louis Latour 2014 Le Montrachet  (Montrachet),"This beautiful, rich wine has yellow fruits and is concentrated, tightly textured and conveys a ripe character. The touches of wood are just right, adding spice to the opulent fruitiness. A mineral texture gives some tightness to the aftertaste. Drink from 2024.",630.0,96,0,0.9554742531623801
319,Philippe Colin 2014 Les Chenevottes Premier Cru  (Chassagne-Montrachet),"Up the slope above the Grand Cru of Le Montrachet, this vineyard once grew hemp (hence the name, cheneve). This poised wine is both stylish and rich, with good acidity allied to ripe apple and citrus fruits, cut through the mineral texture and promise a generous wine as it ages. Drink from 2020.",110.0,95,0,0.9554742531623801
323,Louis Latour 2014  Criots-Bâtard-Montrachet,"This is an opulent wine from one of the fabled series of white Grand Crus. Along with generous yellow fruits and ripe citrus, it has weight and gravitas. Spice from the wood fills things out even more, giving the wine its balance, its intensity and its future. Drink from 2022.",380.0,95,0,0.9554742531623801
406,Henri de Villamont 2010 Blagny Premier Cru  (Meursault),"This big, ripe and fruity wine shows both the richness and the structure of the vintage, but never loses sight of balance. It's full of rich yellow fruits, green plums and citrus, but structured with refreshing acidity, a minerally texture and gentle hints of wood aging. Drink from 2015.",66.0,92,0,0.9554742531623801
650,Cave de Viré 2015 Grande Réserve du Président  (Mâcon-Villages),"This soft wine has a gentle texture and smooth white fruits. It is fruity and lightly perfumed. With its crisp edge of acidity, is totally ready to drink.",15.0,85,0,0.9554742531623801
662,Kiwi Cuvée 2014 Bin 068 Chardonnay (Vin de France),"Here is a simple but tasty Chard, offering attractive notes of pear, spiced orange and toasted apple skin on the nose and mouth. It's light weight and well balanced, with ample acidity and a short but clean finish. Enjoy now.",10.0,85,0,0.9554742531623801
672,Paul Reitz 2014  Saint-Véran,"This wine has acidity and a good balance between the fresh, crisp character and the richer yellow fruits. It is ready to drink.",20.0,85,0,0.9554742531623801
703,Pierre Gimonnet et Fils 2005 Oenophile Premier Cru Blanc de Blancs Extra Brut Chardonnay (Champagne),"The extra age on this bone-dry wine has paid off, as the taut character of a young wine has been tempered with toast, creating a round feeling. It is perfectly in harmony now, beautiful and crisp.",72.0,92,0,0.9554742531623801
754,Domaine de Thulon 2013  Beaujolais-Villages,"Crisp while also fruity, it has bright acidity, lively citrus and apple flavors and a refreshing aftertaste. Drink now.",15.0,86,0,0.9554742531623801
768,Domaine Jacques Prieur 2014 Grèves Premier Cru  (Beaune),"Young vines, planted in 2007, give a fresh, fruity wine with attractive citrus and zingy orange flavors. It is ripe and deliciously perfumed with a touch of minerality and saltiness. Drink from 2019.",117.0,90,0,0.9554742531623801
1069,Cave des Vignerons de Buxy 2014  Mâcon-Villages,"This tangy wine has attractive acidity and a tightly coiled mineral texture. Apple and lemon flavors shoot right through the bright, crisp texture. Drink from 2017.",14.0,88,0,0.9554742531623801
1071,Château de Fuissé 2014  Saint-Véran,"From vines in the northern part of the appellation, this ripe wine conveys peaches and apricots laced with lime. A vibrant, mineral wine with swathes of fresh acidity, it can be drunk now.",28.0,88,0,0.9554742531623801
1072,Château de Santenay 2014  Chassagne-Montrachet,"This rich wine is full and has a good balance of acidity and fruit. The lightly mineral texture gives bite and crispness. It is still a young, tight wine needing another few months. Drink from 2017.",70.0,88,0,0.9554742531623801
1074,Christophe Cordier 2014 Vers Cras  (Pouilly-Fuissé),"Spicy, fruity and attractive, this balanced wine has acidity, tight minerality, yellow fruits and a richer texture. Full bodied and generous, it will age well. Drink from 2017.",40.0,88,0,0.9554742531623801
1084,Bouchard Père & Fils 2014  Pouilly-Fuissé,"Fresh, crisp and fruity, this is an immediately drinkable wine. It has great freshness, lively acidity and perfumed apple fruitiness. The acidity cuts through brightly and leaves a vibrant, textured aftertaste.",32.0,87,0,0.9554742531623801
1308,Alex Gambal 2014 La Maltroie Premier Cru  (Chassagne-Montrachet),"Crisp and packed with lively lemon-like acidity, this wine shows both minerality and intense fruitiness. Textured and tight, it has hints of yellow fruit in the background that will blossom as the wine develops. Drink from 2021.",80.0,94,0,0.9554742531623801
1467,Gabriel Meffre 2016 La Châsse Chardonnay (Vin de France),"Soft and fruity, this is an easy-to-drink wine. Its creamy texture and balanced acidity complement its apple flavors. It's ready to drink.",10.0,85,0,0.9554742531623801
1635,Jean-Marc Burgaud 2014  Beaujolais-Villages,"This light, fresh Chardonnay has lively pear and apple flavors. A crisp texture gives zing to the brightly fruity wine. Drink now.",19.0,85,0,0.9554742531623801
1710,La Chablisienne 2005 Les Vénérables  (Chablis),"From old vines, at least 50 years old, this shows good concentration, giving a dense, ripe, rounded wine full of green apple fruits, hints of vanilla and streaks of minerality.",23.0,89,0,0.9554742531623801
1722,La Chablisienne 2005 Côte de Léchet Premier Cru  (Chablis),"This is a cool cru, which shows even in this great year with its structure, austerity and steely character. It makes it old-style Chablis, with its green fruits and lively, poised freshness.",28.0,89,0,0.9554742531623801
1843,Louis Jadot 2012  Mâcon-Villages,"With touches of vanilla and caramel as well as ripe yellow fruits, this is a warm, generous Chardonnay. It has freshness from the citrus edge and a soft texture. Straightforward, it is an open and ready-to-drink wine.",15.0,87,0,0.9554742531623801
2034,Domaine Leflaive 2009 Les Combettes Premier Cru  (Puligny-Montrachet),"While the aromas of this young wine reveal considerable toast, on the palate the wine brings forward the ripe apricot and mango flavors to go with that wood. As it matures, these elements will coalesce with the taut, tense mineral texture into an superb, ageworthy terroir-driven wine.",225.0,94,0,0.9554742531623801
2035,Domaine Leflaive 2009 Les Pucelles Premier Cru  (Puligny-Montrachet),"This rich wine balances ripe yellow fruits with intense citrus acidity in a harmonious whole. Its structure is laden with minerality, toast and a smooth, delicious creamy aftertaste.",260.0,94,0,0.9554742531623801
2137,Domaines Devillard 2011 Château de Chamirey  (Mercurey),"Full-bodied wine with ripe pear and red apple flavors, laced with delicate acidity. It's an elegant wine, a fine balance with a more mineral, tight texture as a counterpoint. Drink from 2014.",35.0,88,0,0.9554742531623801
2177,Vinadeis 2016 Le Val Chardonnay (Vin de France),"Consistently the top showing wine from the Le Val range, this is ripe and rounded, with a creamy texture and a toasty, spicy touch from light wood aging. Drink now.",12.0,87,0,0.9554742531623801
2181,L. Tramier & Fils 2016 Tramier Chardonnay (Vin de France),"Based in Burgundy, this producer understands Chardonnay. That's why this wine is so finely balanced, with a ripe and perfumed character and a warm, full aftertaste. Drink now.",10.0,87,0,0.9554742531623801
2638,Jaffelin 2013 Les Villages de Jaffelin  (Mâcon-Péronne),"One of the lesser-known of the many Mâcon appellations, Péronne is close to Clessé. The wine is smooth, ripe and fruity, with a creamed pear and lightly lemon flavor. With a hint of minerality, it could age until 2016.",20.0,86,0,0.9554742531623801
