,title,description,price,points,cluster_label,cosine_similarity
3,Sweet Cheeks 2012 Vintner's Reserve Wild Child Block Pinot Noir (Willamette Valley),"Much like the regular bottling from 2012, this comes across as rather rough and tannic, with rustic, earthy, herbal characteristics. Nonetheless, if you think of it as a pleasantly unfussy country wine, it's a good companion to a hearty winter stew.",65.0,87,4,0.9996405212884997
19,Acrobat 2013 Pinot Noir (Oregon),"A sleek mix of tart berry, stem and herb, along with a hint of oak and chocolate, this is a fair value in a widely available, drink-now Oregon Pinot. The wine oak-aged for six months, whether in neutral or re-staved is not indicated.",20.0,87,4,0.9996405212884997
23,Castello di Amorosa 2011 King Ridge Vineyard Pinot Noir (Sonoma Coast),"Oak and earth intermingle around robust aromas of wet forest floor in this vineyard-designated Pinot that hails from a high-elevation site. Small in production, it offers intense, full-bodied raspberry and blackberry steeped in smoky spice and smooth texture.",69.0,87,4,0.9996405212884997
30,Erath 2010 Hyland Pinot Noir (McMinnville),"As with many of the Erath 2010 vineyard designates, this is strongly herbal. The notes of leaf and herb create somewhat unripe flavor impressions, with a touch of bitterness on the finish. The fruit just passes the ripeness of sweet tomatoes.",50.0,86,4,0.9996405212884997
36,Hawkins Cellars 2009 Pinot Noir (Willamette Valley),"A stiff, tannic wine, this slowly opens and brings brambly berry flavors into play, along with notes of earthy herbs. There's a touch of bitterness to the tannins.",22.0,86,4,0.9996405212884997
69,Z'IVO 2015 Rosé of Pinot Noir (Eola-Amity Hills),"Some rosés are made simply by bleeding the juice from the fermenter, to concentrate the remaining wine. Whether or not that is the case here, the wine has the simple pleasant lightly candied strawberry flavors one might expect from such a technique. It's fruity and undemanding. Drink up.",25.0,86,4,0.9996405212884997
141,Albatross Ridge 2012 Estate Reserve Pinot Noir (Carmel Valley),"From a promising new project, the nose of this wine is linear and focused, with black raspberry, black licorice, cola, wet sagebrush and rain-on-slate scents. The tactile acidity once sipped creates a fascinating soft buzz on the tongue, with flavors of dried mint, brisk raspberry and cherry tomato. Camphor and eucalyptus add intrigue on the finish.",55.0,91,4,0.9996405212884997
156,Dutton-Goldfield 2014 Dutton Ranch Pinot Noir (Russian River Valley),"This wine is put together from multiple vineyard sources, including the well-known Morelli Lane and Widdoes, all farmed by the Duttons. Larger in production than many of the vineyard-designates, it offers baked bread and juicy overtones of cranberry-raspberry layered atop luxuriously toasted oak. It'll show well at the table.",44.0,91,4,0.9996405212884997
160,Le Cadeau 2014 Pinot Noir (Willamette Valley),"This wine is bursting with gorgeous cherry fruit, forward and luscious. The tannins are ripe and the acids in perfect proportion, keeping the fruit flavors buoyed upon a textural ride into a lingering finish.",38.0,91,4,0.9996405212884997
168,McIntyre Vineyards 2006 Mission Ranch Pinot Noir (Arroyo Seco),"Crisp, coastal acidity dominates this wine, making it mouth-wateringly tart. May be too much for some folks, but it's quite elegant, with good cherry, black raspberry and cola flavors enriched with a touch of smoky oak.",36.0,88,4,0.9996405212884997
172,Harrington 2006 Wiley Vineyard Pinot Noir (Anderson Valley),"This is a very rich Pinot whose primary virtue is fruit. It just explodes with delicious cherry jam, red currant, licorice and mocha flavors. Dry and crisply acidic, it's a beautiful wine for early drinking.",40.0,88,4,0.9996405212884997
208,Wagner 2006 Grace House Pinot Noir (Finger Lakes),"The deep ruby color belies this wines cool-climate origins. The nose shows more black fruit aromas than is typical for Pinot Noir. The palate is all Pinot, though, with cherry pie filling flavors made more complex by vanilla from toasty new oak. It finishes with some nice mineral and earth notes. Silky tannins allow for immediate consumption but the wine will gain in complexity after a year or two in the cellar.",15.0,85,4,0.9996405212884997
228,Amity 2006 Estate Single Vineyard Pinot Noir (Willamette Valley),"This seems as if it was assembled from lesser barrels. It's pleasant, very light, simple and tart; the dominant flavor is cranberry juice.",45.0,85,4,0.9996405212884997
231,Cherry Hill 2006 Papillon Estate Pinot Noir (Willamette Valley),"Spicy and tannic, this inexpensive Pinot from Cherry Hill opens with earthy fruit and leaf flavors—tomato and herb dominate, with just a suggestion of berry. There isn't much in the way of ripeness here, to either fruit or tannins.",22.0,85,4,0.9996405212884997
235,Esterlina 2009 Reserva Pinot Noir (Cole Ranch),"Esterlina's Pinot is very perfumey, light in body and soul at first, as it gathers steam with a tasty backbone of lush red fruit, spice and plenty of staying power over a meal.",55.0,89,4,0.9996405212884997
243,Byron 2009 Monument Pinot Noir (Santa Maria Valley),"A very good Pinot Noir, rich in cherry, licorice, cola and spice flavors that are wrapped into firm tannins. It's on the forward side, trading complexity and nuance in favor of immediate gratification. Drink now–2014.",60.0,89,4,0.9996405212884997
