,title,description,price,points,cluster_label,cosine_similarity
14189,Château Haut-Brion 2014  Pessac-Léognan,"With seriously dense tannins, this shows great structure. Rich and full of ripe fruit, it also has a fresh streak that gives it a lift. The structure will allow the wine to age over many years while the fruit and acidity will give it crispness. Drink this impressive wine from 2027.",330.0,97,0,0.4169493318875844
58427,Château Pétrus 2011  Pomerol,"This extravagantly perfumed wine has great juicy, ripe fruits. The tannic structure is almost secondary in the welter of ripe fruits, but it is enough to promise aging. Acidity and rich fruitiness partner each other to give a wine that is both fresh and powerful. Drink from 2020.",2000.0,97,0,0.4064660527644321
48568,Quinta do Noval 2011 Vintage  (Port),"A powerful, concentrated wine, full of dark tannins, ripe fruit and rich texture. This is a wine based on a solid structure—very firm in character while still allowing the gorgeous fruits to express themselves. It's obviously destined for long-term aging.",110.0,96,0,0.46608452529505595
109831,Louis Jadot 2009  Corton-Charlemagne,"A hugely rich, powerful Chardonnay, layering ripe fruit with a core of tannic structure, acidity, wood and huge depth of flavor. The wine is concentrated, with layers of fruit and textured acidity. Of course, it needs aging—7 years at least.",130.0,96,0,0.44992063853230835
109830,Château Montrose 2009  Saint-Estèphe,"Enormous tannins, dominant black fruit and a solid, dense structure. The wine, packed with dark fruits, dry tannins, very firm in character. With its huge tannins as well as fruit, this is a wine that really needs many years of aging.",360.0,96,0,0.4359872042277905
14201,Château Malartic-Lagravière 2014  Pessac-Léognan,"A tightly coiled rich wine that has great acidity as well as a lively structure. Touched by spice from wood aging as well as intense citrus, it is fruity, firm and strongly textured. Drink this impressive still-young wine from 2022.",50.0,96,0,0.43054093048026976
20908,Bouchard Père & Fils 2011 Le Corton  (Corton),"This is powerful and rich, allowing just a note of freshness to creep into the firm structure. Dark tannins, black fruits and smoky wood flavors combine harmoniously, lending a sense of great power and long-term aging potential. Drink from 2019.",115.0,96,0,0.4304366792350489
107751,Château Léoville Barton 2008  Saint-Julien,"A dense, beautifully structured wine. It shows intense, ripe fruit with balanced acidity. It's the fine tannins that give it such class, surrounding the fruit, promising long aging. This is a classic for Léoville-Barton.",90.0,96,0,0.4189918620451342
58431,Roche de Bellene 2011  Bonnes-Mares,"This wine has great power along with magnificently rich fruit. Wood aging provides a judicious support to its fullness and opulence. Acidity, black cherries and red berry fruits come together with firm tannins. Combined they are already in balance, but the wine needs to wait. Drink from 2018.",480.0,96,0,0.41809555194454945
1434,Château Beau-Séjour Bécot 2009  Saint-Émilion,"Minty new wood aromas on a wine that shows both great tannins and sweet wood. The fruit is still to show, but promises fresh plum flavors that will be delicious and juicy. This is a ripe, concentrated wine.",75.0,96,0,0.4173291872793985
75109,Niepoort 2009 Batuta Red (Douro),"Dark in color, this is a powerful, classic wine, with dense tannins. It has rich black-fruit flavors, and notes of wood and herb that are packed into its concentrated, dry structure. This is a great Douro for aging.",100.0,95,0,0.506564786322105
7934,Château Giscours 2014  Margaux,"Still dry and concentrated and with swathes of rich tannins, the wine is dark and dense. The undertow of ripe black fruit is impressive. It obviously has considerable aging potential, Drink this serious wine from 2025.",50.0,95,0,0.4667011005665196
66199,Château Giscours 2009  Margaux,"Dark and structured, this is a firm wine. It has a smoky wood character, powerful tannins over intensely ripe fruit. Acidity and sweetness balance to give a dense wine, powered with richness and destined to age for many years.",69.0,95,0,0.461885649057325
53680,Vieux Château Mazerat 2014  Saint-Émilion,"This powerful ripe wine has firm tannins that are so well integrated. With acidity and with rich black fruit, the wine is concentrated and dense. From a small parcel on the slope of Saint-Emilion, it is a wine to age for many years. Drink from 2026.",150.0,95,0,0.4547589642256935
68362,Domaine Méo-Camuzet 2013  Corton-Charlemagne,"This is a powerful, ripe wine, touched by its wood aging while having rich yellow fruits and a dense structure. Nervous tension comes from the acidity and the strongly mineral texture. It's a magnificent wine that needs aging, so drink from 2019.",307.0,95,0,0.45470935631341663
75941,Chanson Père et Fils 2013  Charmes-Chambertin,"Powerful and structured, this wine is dark with black fruits. The rich fruit and acidity are surrounded by firm tannins provide a solid scaffolding. With acidity and tannins at the end, this complex wine will age slowly, so don't drink before 2022.",330.0,95,0,0.4504745775167644
111502,Château Mouton Rothschild 2007  Pauillac,"The wood element is important here, but it is based on a firm Cabernet Sauvignon structure, dry but rich tannins. The wine is a great success for the vintage, giving sweetness, ripe fruit that only shows light extraction, and dark plum and berry flavors. The feeling is of polished fruit and wood, rounded but always dense.",450.0,95,0,0.44063546765433326
13600,Alain Brumont 2010 Château Bouscassé Red (Madiran),"The home vineyard of Madiran's star, Alain Brumont, has yielded a superb wine that is full of dark tannins and with a considerable ability to age. It is balanced, concentrated and touched by spice and toastiness from the wood aging. In tandem with that are generous fruits within a dense structure that is just beginning to smooth out. Drink from 2018–2038.",20.0,95,0,0.434531613620763
78053,Quinta dos Murças 2012 VV 47 Red (Douro),"A hugely structured and powerful wine, this wine comes from old vines at Herdade do Espoão's Douro vineyard. It is rich in black fruits and firm tannins and is still young. There is strength and virility in this sinewy wine with its dark structure and density. Drink this impressive wine from 2020.",100.0,95,0,0.4166098825309696
84413,Domaine de Chevalier 2009  Pessac-Léognan,"An impeccable wine, this is so finely balanced between its rich fruits and structure. With its seamless character, it offers both fine acidity, green and white fruit and an undertow of wood aging. This is a wine for long-term aging.",115.0,95,0,0.4141449561878686
